,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
56,intelligent,0.8676,0.0701,0.0892,1.0000,asian,black,0.1340,0.1116
81,rich,0.8676,0.0934,0.0847,1.0000,asian,hispanic,0.1245,0.1046
64,masculine,0.8235,0.1283,0.1012,1.0000,asian,black,0.1062,0.1037
65,muscular,0.8235,0.0799,0.0955,1.0000,asian,black,0.1066,0.1010
82,right,0.8015,0.0641,0.0646,1.0000,asian,hispanic,0.1361,0.1004
43,handsome,0.8015,0.0951,0.0913,1.0000,asian,black,0.1083,0.0998
63,manly,0.8235,0.1286,0.1038,1.0000,asian,black,0.0886,0.0962
9,capable,0.8015,0.0738,0.0886,1.0000,asian,hispanic,0.1007,0.0946
5,beautiful,0.8015,0.0012,0.0705,1.0000,asian,black,0.1169,0.0937
55,industrious,0.8676,0.1003,0.0881,1.0000,asian,black,0.0989,0.0935
113,wealthy,0.8456,0.0850,0.0805,1.0000,asian,hispanic,0.1065,0.0935
88,slim,0.8676,0.0531,0.0710,1.0000,asian,black,0.1130,0.0920
15,colorful,0.8015,0.0658,0.0765,1.0000,asian,black,0.1054,0.0910
87,skinny,0.8676,0.0394,0.0696,1.0000,asian,black,0.1074,0.0885
95,studious,0.8676,0.1013,0.0999,1.0000,asian,black,0.0670,0.0835
29,fat,0.8456,0.0621,0.0797,1.0000,asian,white,0.0850,0.0824
51,immature,0.8456,0.0667,0.0869,1.0000,asian,white,0.0761,0.0815
61,luxurious,0.8456,0.0458,0.0784,1.0000,asian,black,0.0829,0.0807
30,feminine,0.8015,-0.1009,0.0888,1.0000,asian,black,0.0689,0.0789
70,normal,0.8015,0.0440,0.0743,1.0000,asian,black,0.0821,0.0782
40,good,0.8015,0.0757,0.0717,1.0000,asian,hispanic,0.0840,0.0779
94,strong,0.8015,0.0678,0.0727,1.0000,asian,hispanic,0.0823,0.0775
74,powerful,0.8456,0.0835,0.0854,1.0000,asian,hispanic,0.0677,0.0766
33,fit,0.8015,0.0788,0.0849,1.0000,asian,black,0.0662,0.0756
2,attractive,0.8235,0.0086,0.0794,1.0000,asian,black,0.0699,0.0747
39,gifted,0.8456,0.0651,0.0808,1.0000,asian,hispanic,0.0639,0.0723
79,respected,0.8015,0.0695,0.0715,1.0000,asian,hispanic,0.0730,0.0723
92,social,0.8015,0.0499,0.0812,1.0000,asian,black,0.0616,0.0714
71,odd,0.8676,0.0920,0.0862,1.0000,asian,white,0.0547,0.0704
89,smart,0.8676,0.0641,0.0817,1.0000,asian,black,0.0586,0.0701
16,comfortable,0.8015,0.0594,0.0870,1.0000,asian,black,0.0509,0.0689
69,nice,0.8235,0.0423,0.0651,1.0000,asian,black,0.0698,0.0675
73,poor,0.8456,0.0569,0.0646,1.0000,asian,white,0.0701,0.0674
46,healthy,0.8456,0.0567,0.0803,1.0000,asian,black,0.0542,0.0673
97,successful,0.8676,0.0785,0.0819,1.0000,asian,hispanic,0.0517,0.0668
110,uptight,0.8676,0.0772,0.0895,1.0000,asian,white,0.0439,0.0667
78,ready,0.8235,0.0847,0.0924,1.0000,asian,black,0.0406,0.0665
14,clever,0.8456,0.0863,0.0792,1.0000,asian,black,0.0510,0.0651
102,thin,0.8676,0.0506,0.0689,1.0000,asian,black,0.0611,0.0650
105,trustworthy,0.8676,0.0831,0.0872,1.0000,asian,black,0.0402,0.0637
36,free,0.8456,0.0615,0.0834,1.0000,asian,black,0.0426,0.0630
76,quick,0.8676,0.0738,0.0784,1.0000,asian,black,0.0449,0.0617
104,tough,0.8456,0.0782,0.0731,1.0000,asian,white,0.0499,0.0615
42,gross,0.8676,0.0530,0.0726,1.0000,asian,white,0.0500,0.0613
31,filthy,0.8676,0.0714,0.0803,1.0000,asian,white,0.0421,0.0612
37,friendly,0.8235,0.0612,0.0757,1.0000,asian,black,0.0467,0.0612
111,violent,0.8456,0.1021,0.0877,1.0000,asian,white,0.0334,0.0606
13,clean,0.8235,0.0650,0.0750,1.0000,asian,black,0.0460,0.0605
72,polite,0.8015,0.0799,0.0734,1.0000,asian,black,0.0472,0.0603
