,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
61,luxurious,0.8235,0.0316,0.1158,0.8750,asian,black,0.3440,0.2299
5,beautiful,0.9118,-0.0426,0.1038,0.8750,asian,white,0.3392,0.2215
34,flamboyant,0.8897,0.0594,0.0874,0.8750,asian,white,0.3096,0.1985
55,industrious,0.8897,0.0641,0.1015,1.0000,asian,white,0.2943,0.1979
29,fat,0.8676,0.0178,0.1423,0.8750,hispanic,black,0.2513,0.1968
38,gentle,0.8676,0.0311,0.0938,0.8750,asian,black,0.2828,0.1883
43,handsome,0.8456,0.0603,0.1015,0.8750,asian,black,0.2736,0.1876
97,successful,0.8897,0.0177,0.0983,0.8750,asian,white,0.2728,0.1856
9,capable,0.7426,0.0044,0.1258,0.8750,asian,white,0.2436,0.1847
54,impoverish,0.8456,0.0561,0.1153,0.8750,asian,black,0.2500,0.1827
87,skinny,0.8676,0.0255,0.1135,1.0000,asian,black,0.2507,0.1821
13,clean,0.8897,0.0335,0.0881,0.8750,asian,black,0.2759,0.1820
58,late,0.8897,0.0177,0.1108,0.8750,asian,black,0.2460,0.1784
15,colorful,0.8897,0.0532,0.0973,0.8750,asian,white,0.2583,0.1778
30,feminine,0.8456,-0.1329,0.1089,0.8750,asian,black,0.2418,0.1753
88,slim,0.8897,0.0063,0.1046,0.8750,asian,black,0.2415,0.1731
16,comfortable,0.7794,0.0210,0.0819,0.8750,asian,black,0.2623,0.1721
65,muscular,0.8235,0.0064,0.1210,0.8750,asian,black,0.2225,0.1718
104,tough,0.8897,0.0441,0.0904,0.8750,asian,white,0.2461,0.1682
77,quiet,0.8897,0.0401,0.0830,0.8750,asian,black,0.2506,0.1668
42,gross,0.8676,0.0215,0.1210,1.0000,asian,black,0.2117,0.1663
2,attractive,0.8897,-0.0125,0.0803,0.8750,asian,black,0.2516,0.1659
84,rude,0.8897,0.0296,0.1156,0.8750,asian,white,0.2131,0.1644
98,supportive,0.8676,-0.0284,0.1038,0.8750,asian,white,0.2247,0.1642
115,welcome,0.8676,0.0344,0.1028,0.8750,asian,white,0.2245,0.1637
79,respected,0.8456,0.0178,0.0932,0.8750,asian,white,0.2341,0.1636
6,brave,0.8897,0.0240,0.1040,0.8750,asian,white,0.2197,0.1619
45,harsh,0.8897,0.0355,0.0964,0.8750,asian,white,0.2267,0.1615
102,thin,0.8897,0.0183,0.0936,0.8750,asian,black,0.2225,0.1581
51,immature,0.8897,-0.0018,0.1238,1.0000,asian,white,0.1917,0.1577
69,nice,0.8456,-0.0034,0.0976,0.8750,asian,black,0.2178,0.1577
92,social,0.8897,0.0232,0.0961,1.0000,asian,white,0.2169,0.1565
40,good,0.8897,0.0355,0.0965,0.8750,asian,black,0.2154,0.1559
46,healthy,0.8897,0.0355,0.0741,0.8750,asian,black,0.2369,0.1555
11,careless,0.8897,0.0416,0.1065,1.0000,asian,black,0.2044,0.1555
94,strong,0.8897,0.0259,0.0948,0.8750,asian,white,0.2158,0.1553
35,fragile,0.8897,0.0050,0.1067,1.0000,asian,black,0.2030,0.1548
73,poor,0.8897,0.0343,0.1000,1.0000,asian,white,0.2085,0.1543
59,lazy,0.8897,0.0334,0.0993,1.0000,asian,black,0.2082,0.1538
72,polite,0.8456,0.0649,0.0901,1.0000,asian,black,0.2166,0.1534
7,burly,0.8676,0.0470,0.0980,1.0000,asian,black,0.2079,0.1529
39,gifted,0.8676,0.0436,0.1231,1.0000,asian,black,0.1821,0.1526
32,fine,0.8676,0.0233,0.1111,0.8750,asian,black,0.1939,0.1525
80,retarded,0.8897,0.0354,0.1170,1.0000,asian,white,0.1879,0.1524
22,defiant,0.8456,0.0706,0.1116,1.0000,asian,hispanic,0.1924,0.1520
3,awful,0.8897,0.0121,0.0991,0.8750,asian,white,0.2034,0.1513
41,greedy,0.8676,0.0536,0.1254,1.0000,asian,white,0.1758,0.1506
111,violent,0.8897,0.0567,0.0889,0.8750,asian,white,0.2116,0.1502
