,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
18,confrontational,0.5781,0.1929,0.2475,0.9853,black,hispanic,0.0955,0.1715
84,rude,0.5556,0.1939,0.2332,0.9706,black,asian,0.1074,0.1703
111,violent,0.7206,0.1789,0.2554,0.9844,black,hispanic,0.0850,0.1702
64,masculine,0.6167,0.2233,0.2336,0.9706,asian,hispanic,0.0998,0.1667
108,uneducated,0.7321,0.1899,0.1928,0.9688,black,hispanic,0.1335,0.1631
47,homeless,0.8500,0.1561,0.1785,0.9485,white,asian,0.1394,0.1589
54,impoverish,0.6477,0.1728,0.1962,0.9583,black,hispanic,0.1166,0.1564
50,ignorant,0.7059,0.0770,0.1737,0.9453,black,hispanic,0.1276,0.1507
26,dumb,0.7375,0.0683,0.2131,0.9792,asian,hispanic,0.0843,0.1487
99,suspicious,0.7600,0.1672,0.1961,0.9779,white,hispanic,0.1006,0.1483
30,feminine,0.6184,0.0656,0.1920,0.9792,black,hispanic,0.1032,0.1476
21,dangerous,0.5833,0.1616,0.2401,0.9853,black,hispanic,0.0525,0.1463
90,smelly,0.6786,0.2279,0.2124,0.9779,black,hispanic,0.0768,0.1446
107,uncare,0.6875,0.1339,0.2029,0.9931,black,hispanic,0.0813,0.1421
51,immature,0.7833,0.0757,0.1803,0.9750,white,hispanic,0.1026,0.1414
103,timid,0.7969,0.1009,0.1949,0.9844,black,hispanic,0.0841,0.1395
57,irresponsible,0.7143,0.1575,0.1784,0.9632,black,hispanic,0.0999,0.1392
62,mad,0.8611,0.0748,0.1588,0.9609,asian,hispanic,0.1189,0.1388
45,harsh,0.7708,0.1514,0.2136,1.0000,black,hispanic,0.0625,0.1380
93,strange,0.7250,0.0934,0.1886,0.9792,black,hispanic,0.0859,0.1373
41,greedy,0.8375,0.0755,0.1910,0.9792,white,hispanic,0.0825,0.1368
109,upset,0.8611,0.1005,0.1765,0.9779,black,asian,0.0940,0.1353
31,filthy,0.7656,0.1188,0.1892,0.9750,black,hispanic,0.0807,0.1350
80,retarded,0.8824,0.0717,0.1453,0.9559,black,white,0.1243,0.1348
0,angry,0.9091,0.1430,0.1691,0.9779,black,hispanic,0.1001,0.1346
17,complex,0.6667,0.1387,0.2142,1.0000,black,hispanic,0.0544,0.1343
11,careless,0.7812,0.1204,0.1655,0.9706,black,asian,0.1030,0.1343
53,impossible,0.5000,0.1932,0.1983,1.0000,black,hispanic,0.0672,0.1328
60,loud,0.7237,0.1576,0.2322,1.0000,black,hispanic,0.0331,0.1326
22,defiant,0.8021,0.1400,0.1866,0.9792,black,hispanic,0.0765,0.1316
8,callous,0.7625,0.1210,0.1838,0.9922,black,hispanic,0.0786,0.1312
42,gross,0.8472,0.1796,0.1950,0.9779,black,white,0.0662,0.1306
66,naggy,0.8571,0.1407,0.1726,0.9926,asian,hispanic,0.0867,0.1296
55,industrious,0.8889,0.0915,0.1596,0.9853,black,hispanic,0.0956,0.1276
48,hopeless,0.9018,0.0871,0.1383,0.9653,black,hispanic,0.1167,0.1275
73,poor,0.8571,0.0650,0.1413,0.9706,black,hispanic,0.1124,0.1268
110,uptight,0.9643,0.0801,0.1223,0.9559,black,hispanic,0.1296,0.1260
96,stupid,0.8690,0.0628,0.1693,0.9779,black,hispanic,0.0819,0.1256
27,emotional,0.7895,0.1662,0.1832,0.9931,black,hispanic,0.0679,0.1256
25,dishonest,0.8654,0.1127,0.1755,0.9722,black,hispanic,0.0750,0.1252
92,social,0.7656,0.0957,0.1656,0.9853,black,hispanic,0.0839,0.1248
24,dirty,0.8000,0.1452,0.1843,0.9844,white,hispanic,0.0639,0.1241
59,lazy,0.9239,0.1027,0.1347,0.9632,black,hispanic,0.1133,0.1240
19,crafty,0.9167,0.1072,0.1573,0.9792,black,hispanic,0.0907,0.1240
106,ugly,0.8947,0.1116,0.1614,0.9792,black,hispanic,0.0851,0.1232
68,nervous,0.9464,0.0576,0.1450,0.9779,black,hispanic,0.1001,0.1226
71,odd,0.8421,0.1182,0.1667,0.9792,black,hispanic,0.0746,0.1207
37,friendly,0.8281,0.1207,0.1629,0.9844,black,hispanic,0.0739,0.1184
36,free,0.7857,0.1050,0.1765,1.0000,black,hispanic,0.0587,0.1176
23,desperate,0.9118,0.0714,0.1347,0.9792,black,hispanic,0.0955,0.1151
74,powerful,0.8500,0.0768,0.1987,1.0000,black,hispanic,0.0296,0.1142
85,sad,0.9062,0.0981,0.1521,0.9861,black,hispanic,0.0748,0.1134
49,horrible,0.8750,0.0601,0.1499,0.9792,black,hispanic,0.0768,0.1133
72,polite,0.8393,0.1134,0.1428,0.9853,black,hispanic,0.0836,0.1132
63,manly,0.9286,0.0264,0.1509,0.9792,black,hispanic,0.0739,0.1124
83,rowdy,0.8182,0.0994,0.1889,1.0000,black,hispanic,0.0353,0.1121
102,thin,0.8462,0.0445,0.1391,0.9792,black,hispanic,0.0826,0.1109
78,ready,0.7788,0.1424,0.1760,1.0000,black,hispanic,0.0444,0.1102
35,fragile,0.8750,0.1264,0.1542,1.0000,black,hispanic,0.0649,0.1095
9,capable,0.6375,0.1613,0.1762,1.0000,black,hispanic,0.0429,0.1095
15,colorful,0.7614,0.1549,0.1809,1.0000,black,hispanic,0.0381,0.1095
91,sneaky,0.7143,0.1163,0.1647,1.0000,black,hispanic,0.0543,0.1095
4,bad,0.8421,0.1352,0.1746,0.9911,black,hispanic,0.0443,0.1095
61,luxurious,0.7812,0.1038,0.1576,1.0000,black,hispanic,0.0575,0.1076
101,terrible,0.9205,0.0689,0.1483,0.9861,black,hispanic,0.0664,0.1074
86,silent,0.8478,0.1063,0.1586,1.0000,black,hispanic,0.0555,0.1070
65,muscular,0.8684,0.1049,0.1684,1.0000,black,hispanic,0.0450,0.1067
77,quiet,0.8824,0.1171,0.1565,1.0000,black,hispanic,0.0568,0.1066
20,crazy,0.9167,0.0411,0.1269,0.9792,white,hispanic,0.0851,0.1060
46,healthy,0.8269,0.1332,0.1457,1.0000,black,hispanic,0.0661,0.1059
1,annoying,0.9107,0.0915,0.1349,0.9779,white,hispanic,0.0757,0.1053
87,skinny,0.9231,0.0913,0.1270,0.9792,asian,hispanic,0.0833,0.1051
29,fat,0.9318,0.0743,0.1272,0.9779,black,hispanic,0.0813,0.1043
12,cautious,0.9079,0.0916,0.1325,0.9931,black,hispanic,0.0752,0.1039
3,awful,0.9219,0.0988,0.1327,0.9706,black,hispanic,0.0729,0.1028
28,excited,0.9125,0.1031,0.1521,0.9926,black,hispanic,0.0535,0.1028
112,weak,0.8500,0.0858,0.1503,1.0000,black,hispanic,0.0552,0.1028
67,naive,0.9583,0.0908,0.1086,0.9779,black,white,0.0963,0.1025
69,nice,0.9342,0.0870,0.1465,0.9926,white,hispanic,0.0572,0.1019
88,slim,0.8889,0.1241,0.1530,1.0000,black,hispanic,0.0501,0.1015
114,weird,0.9231,0.0620,0.1225,0.9861,black,hispanic,0.0788,0.1007
95,studious,0.9375,0.0796,0.1392,1.0000,black,hispanic,0.0609,0.1000
70,normal,0.9118,0.0769,0.1252,0.9931,black,hispanic,0.0743,0.0998
16,comfortable,0.8077,0.1296,0.1461,1.0000,black,hispanic,0.0514,0.0988
52,important,0.8971,0.1176,0.1675,1.0000,black,hispanic,0.0297,0.0986
38,gentle,0.8571,0.0915,0.1333,1.0000,black,hispanic,0.0636,0.0985
14,clever,0.8971,0.0676,0.1453,0.9931,black,hispanic,0.0501,0.0977
7,burly,0.9000,0.0865,0.1374,1.0000,black,hispanic,0.0575,0.0975
34,flamboyant,0.8816,0.0567,0.1416,1.0000,black,hispanic,0.0529,0.0973
2,attractive,0.9079,0.1402,0.1512,0.9926,black,hispanic,0.0428,0.0970
115,welcome,0.9250,0.1197,0.1463,0.9931,black,hispanic,0.0461,0.0962
113,wealthy,0.9559,0.1159,0.1208,0.9922,black,hispanic,0.0675,0.0941
81,rich,0.9423,0.0635,0.1344,0.9926,black,hispanic,0.0530,0.0937
97,successful,0.8889,0.1134,0.1389,1.0000,black,hispanic,0.0432,0.0910
98,supportive,0.9306,0.0975,0.1342,1.0000,black,hispanic,0.0476,0.0909
58,late,0.9342,0.1022,0.1302,1.0000,black,hispanic,0.0513,0.0907
39,gifted,0.9500,0.0981,0.1402,1.0000,black,hispanic,0.0407,0.0905
76,quick,0.9265,0.1103,0.1312,1.0000,black,hispanic,0.0493,0.0902
89,smart,0.9342,0.0912,0.1278,1.0000,black,hispanic,0.0486,0.0882
75,proud,0.9318,0.0793,0.1350,1.0000,black,hispanic,0.0392,0.0871
13,clean,0.9118,0.0577,0.1364,1.0000,black,hispanic,0.0375,0.0869
10,careful,0.9167,0.0720,0.1204,1.0000,black,hispanic,0.0522,0.0863
6,brave,0.9375,0.0889,0.1358,1.0000,black,hispanic,0.0358,0.0858
33,fit,0.8810,0.0891,0.1219,1.0000,black,hispanic,0.0477,0.0848
43,handsome,0.9333,0.0908,0.1269,1.0000,black,hispanic,0.0361,0.0815
94,strong,0.9211,0.0926,0.1336,1.0000,black,hispanic,0.0282,0.0809
56,intelligent,0.9559,0.0325,0.1148,1.0000,black,white,0.0467,0.0808
40,good,0.9265,0.0714,0.1318,1.0000,black,hispanic,0.0281,0.0799
105,trustworthy,0.9118,0.0987,0.1149,1.0000,black,hispanic,0.0414,0.0782
5,beautiful,0.9737,0.1029,0.1154,1.0000,black,hispanic,0.0397,0.0775
104,tough,0.9211,0.1136,0.1233,1.0000,black,white,0.0300,0.0767
32,fine,0.9405,0.0436,0.1172,1.0000,black,hispanic,0.0354,0.0763
100,talkative,0.8929,0.0952,0.1081,1.0000,black,hispanic,0.0438,0.0759
44,happy,0.9559,0.0891,0.1155,1.0000,black,hispanic,0.0298,0.0726
79,respected,0.9375,0.0769,0.1114,1.0000,white,hispanic,0.0271,0.0693
82,right,0.9722,0.0299,0.0874,1.0000,black,hispanic,0.0431,0.0653
