,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
0,academic,0.8375,0.1060,0.0980,1.0000,asian,hispanic,0.1476
1,accountant,0.9375,0.0797,0.0654,1.0000,asian,hispanic,0.0421
2,actor,0.9167,0.0392,0.0698,1.0000,asian,hispanic,0.0716
3,administrator,0.8571,0.1480,0.1278,1.0000,asian,hispanic,0.0652
4,aeronautical engineer,0.8958,0.0484,0.0399,1.0000,asian,black,0.0596
5,agent,0.9333,0.0904,0.0779,1.0000,asian,hispanic,0.0429
6,airman,0.8333,0.2082,0.1506,1.0000,asian,black,0.0650
7,analyst,0.8594,0.1007,0.0835,1.0000,asian,hispanic,0.0302
8,architect,0.7500,0.1257,0.0957,1.0000,asian,black,0.0557
9,army,0.9615,0.1321,0.1056,1.0000,asian,hispanic,0.0843
10,artist,0.8462,-0.0047,0.0438,1.0000,asian,hispanic,0.0918
11,assistant,0.8529,0.0162,0.0661,1.0000,asian,hispanic,0.0283
12,astronomer,0.6667,0.1662,0.1468,1.0000,asian,hispanic,0.0770
13,athlete,0.9545,0.0456,0.0465,1.0000,asian,hispanic,0.1073
14,attendant,0.8182,-0.0107,0.0707,1.0000,asian,hispanic,0.0435
15,attourney,0.8750,0.0324,0.0643,1.0000,asian,black,0.0192
16,auditor,0.8594,0.1182,0.0920,1.0000,asian,hispanic,0.0377
17,author,0.9167,0.0030,0.0370,1.0000,asian,hispanic,0.1091
18,baker,0.8611,0.0343,0.0389,1.0000,asian,hispanic,0.0676
19,banker,0.9000,0.0936,0.0732,1.0000,asian,hispanic,0.0770
20,barber,0.8611,0.1160,0.0857,1.0000,asian,black,0.0204
21,bartender,0.7727,0.1214,0.1028,1.0000,asian,hispanic,0.0423
22,boxer,0.8594,0.0482,0.0554,1.0000,asian,hispanic,0.0685
23,broker,0.8750,0.0424,0.0597,1.0000,asian,hispanic,0.0308
24,builder,0.8824,0.1272,0.0957,1.0000,asian,hispanic,0.0592
25,businessperson,0.7500,0.1285,0.1483,1.0000,asian,hispanic,0.0427
26,butcher,0.7812,0.1225,0.0957,1.0000,asian,hispanic,0.0543
27,butler,0.8125,0.0759,0.0659,1.0000,asian,black,0.0882
28,carpenter,0.8214,0.0988,0.0835,1.0000,asian,black,0.0312
29,cashier,0.8452,0.0862,0.0989,1.0000,asian,black,0.0284
30,CEO,0.8906,0.0714,0.0724,1.0000,asian,hispanic,0.0567
31,chef,0.8333,0.0826,0.0749,1.0000,asian,hispanic,0.0585
32,chemist,0.8750,0.0887,0.0716,1.0000,asian,hispanic,0.0481
33,chess player,0.8542,-0.0076,0.0311,1.0000,asian,black,0.0229
34,chief,0.8571,0.1463,0.1074,1.0000,asian,hispanic,0.0601
35,civil,0.7917,0.1219,0.1144,1.0000,asian,hispanic,0.1299
36,cleaner,1.0000,0.0156,0.0218,1.0000,asian,hispanic,0.0352
37,clerk,0.9118,0.0840,0.0737,1.0000,asian,hispanic,0.0551
38,coach,0.7833,0.1385,0.1304,1.0000,asian,hispanic,0.0538
39,comedian,0.9643,0.0385,0.0376,1.0000,asian,hispanic,0.0637
40,commander,0.8864,0.0620,0.0771,1.0000,asian,hispanic,0.0603
41,composer,0.7692,0.0472,0.0887,1.0000,asian,hispanic,0.0671
