,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
template,A1,A2,A3,A4,A,B1,B2,B3,B4,B,C1,C2,C3,C4,C,Gender,Race,Race-AB,Race-C
en1,0.44465215734449537,0.29469649733483105,0.003338602291170875,0.002611172531032935,0.18632460737538256,0.7467559696363172,0.5701648766795794,0.0034380409682930354,0.002920646467326402,0.330819883437879,0.07886201461301522,0.015686596200050026,0.061589012789700665,0.03762298005977889,0.04844015091563619,0.3661200880663231,0.010936339752942026,0.003077115564455812,0.02665478812991446
nn1,0.5365824905021557,0.6854699929441072,0.9938760853149522,0.9915785542849836,0.8018767807615497,0.24838811725797788,0.4238896192875744,0.9941837577752664,0.9929797813810152,0.6648603189254585,0.669443436363276,0.6850732608952306,0.6669099433039708,0.5681609192319915,0.6473968899486172,0.5384472666098437,0.87097539314724,0.9931545446890544,0.626617090063611
cn1,0.018765349736319145,0.01983351344456789,0.0027853114395992645,0.005810278204895942,0.011798613206345562,0.004855916326938792,0.005945502412732926,0.0023781957603256467,0.00409957329774725,0.004319796949436154,0.25169455521601314,0.29924014532430604,0.2715010424745885,0.3942160997911906,0.30416296070152454,0.09543264660186007,0.1180882673030108,0.0037683396756420257,0.3467281225577483
en2,0.17215221684428983,0.14888083095523133,0.0027909793589316625,0.0026419553193183423,0.08161649561944279,0.2873729579281849,0.282561503741462,0.002924466016210458,0.0027927601306522586,0.1439129219541274,0.0774988222847435,0.01490088760461235,0.05875280161198442,0.05799689346066338,0.052287351240500914,0.171203188894316,0.014007990315064741,0.00278754020627818,0.03644889053263787
nn2,0.7686444737471885,0.8089489852759801,0.9936378207844747,0.986893547506168,0.8895312068284529,0.6400853040772425,0.6890819513977602,0.9944062812227599,0.993060710101292,0.8291585616997637,0.617615635090686,0.6200113703327422,0.5262380979641549,0.5992688952784028,0.5907834996664965,0.675102407925502,0.86454643753764,0.9919995899036738,0.6096401328055725
cn2,0.05920331075485848,0.042170181940711135,0.003571200543607939,0.01046449206327891,0.028852296325614115,0.0725417377150119,0.028356546435395428,0.002669255240184163,0.004146530543823309,0.0269285174836037,0.30488554059349476,0.3650877419647507,0.41500909802453856,0.34273421166659823,0.35692914806234555,0.15369440257733505,0.1214455720037072,0.00521286959772358,0.35391097681567446
en3,,,0.0026898757615257843,0.0034312249054923526,0.0030605503335090684,,,0.0022751759011364002,0.003077992108642477,0.0026765840048894388,,,,,,,0.0028685671691992534,0.0028685671691992534,
nn3,,,0.9837719667965258,0.9874891494882518,0.9856305581423888,,,0.988370269536972,0.99087018442565,0.989620226981311,,,,,,,0.9876253925618499,0.9876253925618499,
cn3,,,0.013538161866550505,0.00907962727119568,0.011308894568873093,,,0.009354551155513651,0.006051822234314449,0.007703186694914051,,,,,,,0.00950604063189357,0.00950604063189357,
en4,,,0.0036245916353564865,0.003965007602879456,0.003794799619117971,,,0.003271503931462345,0.003237452343957306,0.003254478137709825,,,,,,,0.003524638878413898,0.003524638878413898,
nn4,,,0.9874826489200055,0.9900159311705622,0.9887492900452839,,,0.9910597964911394,0.9920477861988133,0.9915537913449763,,,,,,,0.99015154069513,0.99015154069513,
cn4,,,0.008892760474339758,0.006019069740934105,0.007455915107636931,,,0.00566870088256161,0.004714764478006239,0.005191732680283925,,,,,,,0.0063238238939604275,0.0063238238939604275,
en_avg,0.3084021870943926,0.2217886641450312,0.003111012261746202,0.0031623400896807715,0.13411605089771267,0.517064463782251,0.4263631902105207,0.0029772967042755597,0.0030072127626446107,0.23735304086492298,0.07818041844887937,0.015293741902331187,0.06017090720084255,0.04780993676022113,0.05036375107806856,0.2686616384803196,0.012560256746816578,0.003064465454586786,0.03155183933127616
nn_avg,0.6526134821246721,0.7472094891100437,0.9896921304539895,0.9889942956124914,0.8446273493252991,0.44423671066761017,0.5564857853426673,0.9920050262565344,0.9922396155266926,0.7462417844483762,0.6435295357269809,0.6525423156139865,0.5965740206340628,0.5837149072551971,0.6190901948075569,0.6067748372676728,0.8665313817864818,0.9907327669624271,0.6181286114345919
