,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
0,academic,0.9583,0.0593,0.0721,1.0000,asian,black,0.0089
1,accountant,0.8750,0.0647,0.1035,1.0000,white,hispanic,0.0039
2,actor,0.8500,0.0936,0.1042,1.0000,white,black,0.0045
3,administrator,0.8421,0.1027,0.1126,1.0000,asian,hispanic,0.0036
4,aeronautical engineer,0.8906,0.1861,0.1544,1.0000,white,hispanic,0.0045
5,agent,0.8333,0.1498,0.1509,1.0000,white,hispanic,0.0038
6,airman,0.7895,0.2156,0.1742,1.0000,white,hispanic,0.0076
7,analyst,0.9167,0.0866,0.1111,1.0000,white,hispanic,0.0041
8,architect,0.8375,0.1606,0.1751,1.0000,white,hispanic,0.0043
9,army,0.6167,0.0657,0.3049,1.0000,asian,hispanic,0.0957
10,artist,0.8438,0.0716,0.0903,1.0000,white,black,0.0045
11,assistant,0.9500,0.0696,0.0957,1.0000,white,hispanic,0.0033
12,astronomer,0.8958,0.1027,0.1033,1.0000,asian,hispanic,0.0073
13,athlete,0.8194,0.1363,0.1322,1.0000,asian,black,0.0049
14,attendant,0.9286,0.0450,0.0973,1.0000,white,asian,0.0030
15,attourney,0.9265,0.0659,0.0789,1.0000,asian,hispanic,0.0072
16,auditor,0.8393,0.1844,0.1552,1.0000,white,hispanic,0.0053
17,author,0.8077,0.0975,0.0934,1.0000,white,black,0.0040
18,baker,0.9750,0.0439,0.0546,1.0000,white,hispanic,0.0038
19,banker,0.9167,0.0871,0.1007,1.0000,white,hispanic,0.0041
20,barber,0.8864,0.0975,0.0957,1.0000,white,asian,0.0027
21,bartender,0.8214,0.2156,0.1695,1.0000,white,asian,0.0023
22,boxer,0.8906,0.1458,0.1244,1.0000,black,hispanic,0.0063
23,broker,0.8269,0.1202,0.1382,1.0000,white,hispanic,0.0030
24,builder,0.9167,0.1397,0.1268,1.0000,white,hispanic,0.0034
25,businessperson,0.8824,0.1158,0.1206,1.0000,asian,hispanic,0.0045
26,butcher,0.9000,0.1106,0.1234,1.0000,white,hispanic,0.0031
27,butler,0.7833,0.1086,0.0882,1.0000,white,black,0.0034
28,carpenter,0.8833,0.1598,0.1695,1.0000,hispanic,black,0.0034
29,cashier,0.8438,0.1228,0.1010,1.0000,white,hispanic,0.0024
30,CEO,0.8529,0.0923,0.1611,1.0000,white,hispanic,0.0052
31,chef,0.9231,0.0859,0.0974,1.0000,white,asian,0.0045
32,chemist,0.9500,0.0953,0.1087,1.0000,white,hispanic,0.0069
33,chess player,0.8750,0.0689,0.0663,1.0000,asian,hispanic,0.0029
34,chief,0.8235,0.1669,0.2255,1.0000,white,hispanic,0.0062
35,civil,0.8594,0.1260,0.1276,1.0000,asian,white,0.0084
36,cleaner,0.9125,0.0573,0.0755,1.0000,black,asian,0.0023
37,clerk,0.9500,0.0804,0.0920,1.0000,white,hispanic,0.0032
38,coach,0.8654,0.1201,0.1245,1.0000,white,hispanic,0.0036
39,comedian,0.8684,0.1246,0.1173,1.0000,asian,black,0.0046
40,commander,0.7143,0.1882,0.2202,1.0000,white,hispanic,0.0057
41,composer,0.8500,0.2138,0.1553,1.0000,white,hispanic,0.0047
42,construction worker,0.8750,0.1478,0.1242,1.0000,white,black,0.0035
43,cook,0.9333,-0.0128,0.0320,1.0000,white,hispanic,0.0039
44,counselor,0.8333,0.0463,0.0735,1.0000,white,asian,0.0026
45,dancer,0.8654,0.0817,0.0971,1.0000,asian,black,0.0062
46,dealer,0.8333,0.1211,0.1170,1.0000,white,hispanic,0.0032
47,delivery,0.9062,0.0550,0.1156,1.0000,black,hispanic,0.0087
48,dentist,0.9375,0.0991,0.1652,1.0000,white,asian,0.0032
