,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
66,fireman,0.7692,0.1279,0.1410,1.0000,hispanic,black,0.0305,0.0857
15,attourney,0.6562,-0.0563,0.0789,1.0000,hispanic,black,0.0913,0.0851
54,drawer,0.7857,0.0136,0.0666,1.0000,hispanic,black,0.0884,0.0775
6,airman,0.6667,0.0309,0.1077,1.0000,hispanic,black,0.0425,0.0751
115,postman,0.8077,0.0947,0.1253,1.0000,hispanic,black,0.0243,0.0748
68,foster parent,0.6923,-0.1300,0.1369,1.0000,asian,black,0.0087,0.0728
78,housekeeper,0.7955,-0.1549,0.1355,1.0000,hispanic,black,0.0074,0.0714
77,hostess,0.8529,-0.1539,0.1224,1.0000,hispanic,black,0.0192,0.0708
22,boxer,0.8438,0.0365,0.1089,1.0000,hispanic,black,0.0282,0.0686
65,firefighter,0.7083,0.0720,0.0931,1.0000,hispanic,black,0.0374,0.0652
67,football player,0.9423,0.0173,0.0775,1.0000,hispanic,black,0.0489,0.0632
9,army,0.7692,0.0336,0.0632,1.0000,white,asian,0.0599,0.0615
104,performing artist,0.7692,-0.0250,0.0666,1.0000,hispanic,black,0.0563,0.0614
12,astronomer,0.5556,0.0981,0.0886,1.0000,white,asian,0.0334,0.0610
98,musician,0.6667,0.0258,0.0835,1.0000,hispanic,black,0.0346,0.0591
20,barber,0.9028,0.0490,0.0941,1.0000,hispanic,black,0.0209,0.0575
26,butcher,0.8125,0.0896,0.0926,1.0000,hispanic,black,0.0223,0.0574
111,plumber,0.7969,0.0257,0.0846,1.0000,hispanic,black,0.0280,0.0563
133,soldier,0.7647,0.0809,0.0946,1.0000,hispanic,black,0.0179,0.0563
139,tennis player,0.8235,0.0133,0.0680,1.0000,hispanic,black,0.0442,0.0561
27,butler,0.7812,0.1006,0.0977,1.0000,hispanic,black,0.0137,0.0557
141,umpire,0.6500,0.0745,0.0805,1.0000,hispanic,black,0.0302,0.0554
35,civil,0.6458,-0.0331,0.0720,1.0000,hispanic,black,0.0383,0.0552
64,farmer,0.8409,0.0472,0.0970,1.0000,hispanic,black,0.0122,0.0546
91,magician,0.8438,0.1057,0.0960,1.0000,hispanic,black,0.0128,0.0544
86,lawn mower,0.8000,0.0456,0.0672,1.0000,hispanic,black,0.0412,0.0542
80,inspector,0.8000,0.0971,0.0952,1.0000,hispanic,black,0.0125,0.0538
55,driver,0.7708,0.0164,0.0780,1.0000,hispanic,black,0.0296,0.0538
136,swimmer,0.7333,-0.0719,0.0659,1.0000,hispanic,black,0.0413,0.0536
24,builder,0.8088,0.0226,0.0844,1.0000,hispanic,black,0.0209,0.0526
122,receptionist,0.7143,-0.0725,0.0877,1.0000,hispanic,black,0.0171,0.0524
45,dancer,0.7188,-0.0674,0.0739,1.0000,hispanic,black,0.0309,0.0524
129,sheriff,0.8333,0.0595,0.0887,1.0000,hispanic,black,0.0155,0.0521
31,chef,0.7500,-0.0315,0.0840,1.0000,hispanic,white,0.0193,0.0517
