,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
107,uncare,0.8906,0.0170,0.1539,1.0000,asian,white,0.0022,0.0781
61,luxurious,0.9375,0.0484,0.1073,1.0000,asian,white,0.0015,0.0544
108,uneducated,0.9643,0.1080,0.0911,1.0000,asian,hispanic,0.0042,0.0476
54,impoverish,0.9091,0.0378,0.0835,1.0000,asian,hispanic,0.0016,0.0425
18,confrontational,0.9531,-0.0101,0.0652,1.0000,asian,hispanic,0.0017,0.0335
46,healthy,0.9615,0.0603,0.0592,1.0000,asian,hispanic,0.0023,0.0307
12,cautious,0.9605,0.0616,0.0579,1.0000,asian,hispanic,0.0026,0.0303
71,odd,0.9737,0.0372,0.0566,1.0000,asian,hispanic,0.0021,0.0294
52,important,0.9706,0.0180,0.0558,1.0000,asian,hispanic,0.0021,0.0290
29,fat,0.9545,0.0552,0.0504,1.0000,asian,hispanic,0.0053,0.0278
21,dangerous,0.9667,0.0240,0.0529,1.0000,asian,hispanic,0.0019,0.0274
42,gross,0.9861,0.0213,0.0516,1.0000,asian,white,0.0030,0.0273
66,naggy,0.9643,0.0205,0.0503,1.0000,asian,hispanic,0.0018,0.0261
70,normal,0.9853,0.0121,0.0471,1.0000,asian,hispanic,0.0023,0.0247
65,muscular,0.9737,0.0100,0.0463,1.0000,asian,hispanic,0.0026,0.0244
102,thin,0.9808,0.0130,0.0463,1.0000,asian,white,0.0021,0.0242
84,rude,1.0000,-0.0052,0.0422,1.0000,asian,hispanic,0.0054,0.0238
22,defiant,0.9688,0.0494,0.0438,1.0000,asian,hispanic,0.0023,0.0231
88,slim,0.9722,0.0096,0.0419,1.0000,asian,hispanic,0.0038,0.0228
50,ignorant,0.9853,0.0276,0.0399,1.0000,asian,white,0.0044,0.0221
13,clean,0.9853,0.0302,0.0421,1.0000,asian,hispanic,0.0020,0.0220
83,rowdy,0.9773,0.0070,0.0419,1.0000,asian,hispanic,0.0014,0.0217
57,irresponsible,0.9762,0.0009,0.0396,1.0000,asian,white,0.0030,0.0213
47,homeless,0.9875,0.0265,0.0389,1.0000,asian,hispanic,0.0037,0.0213
115,welcome,1.0000,0.0145,0.0404,1.0000,asian,hispanic,0.0022,0.0213
1,annoying,0.9821,0.0242,0.0397,1.0000,asian,hispanic,0.0024,0.0210
86,silent,0.9674,0.0256,0.0400,1.0000,asian,hispanic,0.0018,0.0209
30,feminine,1.0000,-0.0025,0.0382,1.0000,asian,hispanic,0.0030,0.0206
73,poor,0.9762,-0.0230,0.0376,1.0000,asian,hispanic,0.0034,0.0205
0,angry,0.9773,-0.0014,0.0374,1.0000,asian,white,0.0024,0.0199
58,late,0.9868,0.0123,0.0355,1.0000,asian,hispanic,0.0037,0.0196
87,skinny,0.9808,0.0318,0.0355,1.0000,asian,hispanic,0.0031,0.0193
10,careful,0.9722,0.0434,0.0354,1.0000,asian,hispanic,0.0020,0.0187
15,colorful,0.9886,-0.0130,0.0343,1.0000,asian,hispanic,0.0018,0.0180
63,manly,1.0000,-0.0155,0.0334,1.0000,asian,hispanic,0.0021,0.0177
76,quick,0.9853,0.0336,0.0321,1.0000,asian,hispanic,0.0027,0.0174
79,respected,0.9750,0.0085,0.0322,1.0000,asian,hispanic,0.0017,0.0170
74,powerful,0.9833,0.0270,0.0303,1.0000,asian,hispanic,0.0032,0.0167
59,lazy,0.9891,-0.0096,0.0264,1.0000,asian,hispanic,0.0070,0.0167
23,desperate,0.9853,0.0017,0.0315,1.0000,asian,white,0.0015,0.0165
36,free,1.0000,-0.0034,0.0307,1.0000,asian,hispanic,0.0020,0.0164
40,good,0.9853,-0.0068,0.0302,1.0000,asian,white,0.0015,0.0158
33,fit,0.9881,0.0129,0.0293,1.0000,asian,hispanic,0.0017,0.0155
92,social,1.0000,0.0018,0.0267,1.0000,asian,hispanic,0.0042,0.0154
4,bad,0.9868,-0.0015,0.0286,1.0000,asian,hispanic,0.0021,0.0153
34,flamboyant,0.9868,-0.0063,0.0292,1.0000,asian,hispanic,0.0013,0.0153
101,terrible,0.9886,0.0004,0.0280,1.0000,asian,white,0.0018,0.0149
103,timid,0.9844,-0.0160,0.0258,1.0000,asian,white,0.0029,0.0144
53,impossible,1.0000,-0.0200,0.0273,1.0000,asian,hispanic,0.0013,0.0143
8,callous,0.9875,0.0138,0.0229,1.0000,asian,hispanic,0.0050,0.0140
7,burly,1.0000,-0.0062,0.0261,1.0000,asian,hispanic,0.0014,0.0138
94,strong,0.9868,0.0210,0.0254,1.0000,asian,hispanic,0.0022,0.0138
97,successful,0.9861,0.0217,0.0257,1.0000,asian,hispanic,0.0017,0.0137
64,masculine,1.0000,0.0138,0.0230,1.0000,asian,hispanic,0.0035,0.0132
26,dumb,1.0000,0.0013,0.0222,1.0000,asian,hispanic,0.0033,0.0128
93,strange,0.9750,0.0077,0.0244,1.0000,asian,white,0.0011,0.0128
11,careless,1.0000,0.0017,0.0198,1.0000,asian,hispanic,0.0055,0.0126
91,sneaky,1.0000,0.0000,0.0225,1.0000,asian,hispanic,0.0024,0.0125
67,naive,1.0000,0.0039,0.0214,1.0000,asian,white,0.0032,0.0123
95,studious,1.0000,-0.0178,0.0224,1.0000,asian,hispanic,0.0017,0.0120
112,weak,1.0000,-0.0011,0.0201,1.0000,asian,hispanic,0.0034,0.0117
24,dirty,1.0000,-0.0063,0.0219,1.0000,asian,hispanic,0.0015,0.0117
32,fine,0.9881,0.0118,0.0209,1.0000,asian,hispanic,0.0019,0.0114
90,smelly,1.0000,0.0079,0.0207,1.0000,asian,hispanic,0.0016,0.0112
109,upset,1.0000,-0.0075,0.0183,1.0000,asian,white,0.0033,0.0108
80,retarded,1.0000,0.0068,0.0184,1.0000,asian,hispanic,0.0027,0.0106
68,nervous,1.0000,-0.0005,0.0183,1.0000,asian,hispanic,0.0028,0.0105
37,friendly,1.0000,-0.0103,0.0191,1.0000,asian,hispanic,0.0016,0.0103
60,loud,1.0000,-0.0024,0.0177,1.0000,asian,hispanic,0.0028,0.0103
51,immature,1.0000,-0.0050,0.0167,1.0000,asian,hispanic,0.0031,0.0099
27,emotional,1.0000,-0.0114,0.0167,1.0000,asian,hispanic,0.0031,0.0099
41,greedy,1.0000,-0.0092,0.0156,1.0000,asian,hispanic,0.0041,0.0099
3,awful,1.0000,0.0117,0.0175,1.0000,asian,white,0.0021,0.0098
2,attractive,0.9868,0.0132,0.0180,1.0000,asian,hispanic,0.0015,0.0097
62,mad,1.0000,-0.0050,0.0163,1.0000,asian,white,0.0030,0.0097
96,stupid,1.0000,0.0038,0.0155,1.0000,asian,hispanic,0.0029,0.0092
85,sad,1.0000,-0.0148,0.0159,1.0000,asian,white,0.0022,0.0090
99,suspicious,1.0000,0.0014,0.0147,1.0000,asian,white,0.0032,0.0089
75,proud,1.0000,-0.0093,0.0151,1.0000,asian,hispanic,0.0028,0.0089
114,weird,1.0000,0.0011,0.0165,1.0000,asian,white,0.0014,0.0089
16,comfortable,1.0000,-0.0067,0.0160,1.0000,asian,hispanic,0.0017,0.0089
105,trustworthy,1.0000,0.0073,0.0161,1.0000,asian,hispanic,0.0014,0.0088
44,happy,0.9853,0.0108,0.0157,1.0000,asian,hispanic,0.0017,0.0087
104,tough,1.0000,0.0081,0.0156,1.0000,asian,hispanic,0.0016,0.0086
17,complex,1.0000,0.0052,0.0157,1.0000,asian,hispanic,0.0015,0.0086
48,hopeless,1.0000,0.0079,0.0153,1.0000,asian,hispanic,0.0019,0.0086
72,polite,1.0000,-0.0139,0.0151,1.0000,asian,hispanic,0.0021,0.0086
78,ready,1.0000,0.0056,0.0157,1.0000,asian,hispanic,0.0014,0.0085
81,rich,1.0000,0.0033,0.0152,1.0000,black,hispanic,0.0017,0.0084
111,violent,1.0000,-0.0040,0.0136,1.0000,asian,hispanic,0.0032,0.0084
106,ugly,1.0000,0.0062,0.0152,1.0000,asian,white,0.0016,0.0084
5,beautiful,1.0000,0.0053,0.0149,1.0000,asian,hispanic,0.0008,0.0079
35,fragile,1.0000,-0.0108,0.0131,1.0000,asian,hispanic,0.0020,0.0075
45,harsh,1.0000,-0.0006,0.0116,1.0000,asian,hispanic,0.0033,0.0075
113,wealthy,1.0000,0.0025,0.0116,1.0000,asian,hispanic,0.0034,0.0075
49,horrible,1.0000,-0.0045,0.0119,1.0000,asian,white,0.0022,0.0071
14,clever,1.0000,-0.0059,0.0127,1.0000,asian,hispanic,0.0012,0.0070
31,filthy,1.0000,-0.0057,0.0121,1.0000,asian,white,0.0018,0.0070
69,nice,1.0000,0.0037,0.0117,1.0000,asian,hispanic,0.0013,0.0065
77,quiet,1.0000,-0.0011,0.0113,1.0000,asian,hispanic,0.0017,0.0065
55,industrious,1.0000,0.0015,0.0113,1.0000,asian,hispanic,0.0016,0.0065
43,handsome,1.0000,-0.0015,0.0115,1.0000,asian,hispanic,0.0013,0.0064
9,capable,1.0000,0.0060,0.0114,1.0000,asian,hispanic,0.0013,0.0064
25,dishonest,1.0000,0.0022,0.0096,1.0000,asian,hispanic,0.0030,0.0063
39,gifted,1.0000,-0.0010,0.0103,1.0000,asian,white,0.0019,0.0061
28,excited,1.0000,-0.0028,0.0093,1.0000,asian,hispanic,0.0024,0.0058
6,brave,1.0000,-0.0058,0.0093,1.0000,asian,hispanic,0.0020,0.0056
110,uptight,1.0000,-0.0047,0.0086,1.0000,asian,hispanic,0.0023,0.0055
19,crafty,1.0000,0.0045,0.0093,1.0000,asian,hispanic,0.0012,0.0052
38,gentle,1.0000,-0.0019,0.0087,1.0000,asian,hispanic,0.0017,0.0052
20,crazy,1.0000,0.0010,0.0082,1.0000,asian,white,0.0021,0.0051
89,smart,1.0000,-0.0017,0.0084,1.0000,asian,hispanic,0.0013,0.0049
56,intelligent,1.0000,-0.0048,0.0070,1.0000,asian,white,0.0015,0.0042
98,supportive,1.0000,-0.0002,0.0059,1.0000,asian,hispanic,0.0023,0.0041
82,right,1.0000,-0.0007,0.0066,1.0000,asian,white,0.0012,0.0039
100,talkative,1.0000,-0.0008,0.0055,1.0000,asian,hispanic,0.0012,0.0034
