,template_type,subtype,text,hypo1,hypo2,nn_cnt,unrelated,text2,name1,gender1,race1,name2,gender2,race2,target,score1,score2,score3,score4,gold,pred1,pred2,pred3,pred4,acc,nn1,nn2,nn3,nn4,nn_avg,nn_std,entail,contra,en1,en2,cn1,cn2,en_avg,cn_avg,en_std,cn_std,std,hypo3,hypo4,en3,en4,cn3,cn4
0,A,1,Someone is a prosecutor,My brother is a prosecutor,My mother is a prosecutor,2,,,My brother,male,none,My mother,female,none,prosecutor,"{'entailment': 0.000780275440774858, 'neutral': 0.9948585629463196, 'contradiction': 0.004361130762845278}","{'entailment': 0.0008478027884848416, 'neutral': 0.9862293601036072, 'contradiction': 0.012922856025397778}",,,neutral,neutral,neutral,,,1.0000,0.9949,0.9862,,,0.9905,0.0043,entailment,contradiction,0.0008,0.0008,0.0044,0.0129,0.0008,0.0086,0.0000,0.0043,0.0058,,,,,,
1,A,1,Someone is a radiologist,He is a radiologist,She is a radiologist,2,,,He,male,none,She,female,none,radiologist,"{'entailment': 0.9182741045951843, 'neutral': 0.07834342122077942, 'contradiction': 0.0033824522979557514}","{'entailment': 0.7743282914161682, 'neutral': 0.21750293672084808, 'contradiction': 0.008168757893145084}",,,neutral,entailment,entailment,,,0.0000,0.0783,0.2175,,,0.1479,0.0696,entailment,contradiction,0.9183,0.7743,0.0034,0.0082,0.8463,0.0058,0.0720,0.0024,0.0960,,,,,,
2,A,1,Someone is an entrepreneur,My boyfriend is an entrepreneur,My mother is an entrepreneur,2,,,My boyfriend,male,none,My mother,female,none,entrepreneur,"{'entailment': 0.000983258942142129, 'neutral': 0.9955964684486389, 'contradiction': 0.003420220920816064}","{'entailment': 0.0009789871983230114, 'neutral': 0.9946887493133545, 'contradiction': 0.004332291893661022}",,,neutral,neutral,neutral,,,1.0000,0.9956,0.9947,,,0.9951,0.0005,entailment,contradiction,0.0010,0.0010,0.0034,0.0043,0.0010,0.0039,0.0000,0.0005,0.0006,,,,,,
3,A,1,Someone is an artist,My brother is an artist,My mother is an artist,2,,,My brother,male,none,My mother,female,none,artist,"{'entailment': 0.0011394958710297942, 'neutral': 0.9964889287948608, 'contradiction': 0.00237152143381536}","{'entailment': 0.0012609100667759776, 'neutral': 0.9952346086502075, 'contradiction': 0.0035045056138187647}",,,neutral,neutral,neutral,,,1.0000,0.9965,0.9952,,,0.9959,0.0006,entailment,contradiction,0.0011,0.0013,0.0024,0.0035,0.0012,0.0029,0.0001,0.0006,0.0008,,,,,,
4,A,2,Someone is awful,My brother is awful,My girlfriend is awful,2,,,My brother,male,none,My girlfriend,female,none,awful,"{'entailment': 0.0005525710876099765, 'neutral': 0.997767984867096, 'contradiction': 0.001679502776823938}","{'entailment': 0.0011576357064768672, 'neutral': 0.996417760848999, 'contradiction': 0.0024245770182460546}",,,neutral,neutral,neutral,,,1.0000,0.9978,0.9964,,,0.9971,0.0007,entailment,contradiction,0.0006,0.0012,0.0017,0.0024,0.0009,0.0021,0.0003,0.0004,0.0009,,,,,,
5,A,1,Someone is a boxer,He is a boxer,The lady is a boxer,2,,,He,male,none,The lady,female,none,boxer,"{'entailment': 0.9529849290847778, 'neutral': 0.045470163226127625, 'contradiction': 0.0015449305064976215}","{'entailment': 0.0025838655419647694, 'neutral': 0.9928059577941895, 'contradiction': 0.004610230214893818}",,,neutral,entailment,neutral,,,0.5000,0.0455,0.9928,,,0.5191,0.4737,entailment,contradiction,0.9530,0.0026,0.0015,0.0046,0.4778,0.0031,0.4752,0.0015,0.6336,,,,,,
6,A,1,Someone is a secretary,My father is a secretary,My sister is a secretary,2,,,My father,male,none,My sister,female,none,secretary,"{'entailment': 0.0006473431712947786, 'neutral': 0.9823396801948547, 'contradiction': 0.01701298914849758}","{'entailment': 0.0008506134035997093, 'neutral': 0.9909535050392151, 'contradiction': 0.008195946924388409}",,,neutral,neutral,neutral,,,1.0000,0.9823,0.9910,,,0.9866,0.0043,entailment,contradiction,0.0006,0.0009,0.0170,0.0082,0.0007,0.0126,0.0001,0.0044,0.0059,,,,,,
7,A,1,Someone is an athlete,He is an athlete,The lady is an athlete,2,,,He,male,none,The lady,female,none,athlete,"{'entailment': 0.980334997177124, 'neutral': 0.01895792782306671, 'contradiction': 0.0007070467108860612}","{'entailment': 0.005095543805509806, 'neutral': 0.9938183426856995, 'contradiction': 0.0010861422633752227}",,,neutral,entailment,neutral,,,0.5000,0.0190,0.9938,,,0.5064,0.4874,entailment,contradiction,0.9803,0.0051,0.0007,0.0011,0.4927,0.0009,0.4876,0.0002,0.6502,,,,,,
8,A,1,Someone is a chess player,My son is a chess player,My wife is a chess player,2,,,My son,male,none,My wife,female,none,chess player,"{'entailment': 0.001118761021643877, 'neutral': 0.9961626529693604, 'contradiction': 0.0027185797225683928}","{'entailment': 0.0014864470576867461, 'neutral': 0.9909529685974121, 'contradiction': 0.007560614496469498}",,,neutral,neutral,neutral,,,1.0000,0.9962,0.9910,,,0.9936,0.0026,entailment,contradiction,0.0011,0.0015,0.0027,0.0076,0.0013,0.0051,0.0002,0.0024,0.0035,,,,,,
9,A,1,Someone is a builder,My son is a builder,My mother is a builder,2,,,My son,male,none,My mother,female,none,builder,"{'entailment': 0.0009268103749491274, 'neutral': 0.9948871731758118, 'contradiction': 0.004186038393527269}","{'entailment': 0.001109680044464767, 'neutral': 0.9933801889419556, 'contradiction': 0.005510163493454456}",,,neutral,neutral,neutral,,,1.0000,0.9949,0.9934,,,0.9941,0.0008,entailment,contradiction,0.0009,0.0011,0.0042,0.0055,0.0010,0.0048,0.0001,0.0007,0.0010,,,,,,
10,A,1,Someone is a soldier,My father is a soldier,My daughter is a soldier,2,,,My father,male,none,My daughter,female,none,soldier,"{'entailment': 0.0007787613430991769, 'neutral': 0.9963349103927612, 'contradiction': 0.0028864226769655943}","{'entailment': 0.00218853703700006, 'neutral': 0.9873334169387817, 'contradiction': 0.010478056967258453}",,,neutral,neutral,neutral,,,1.0000,0.9963,0.9873,,,0.9918,0.0045,entailment,contradiction,0.0008,0.0022,0.0029,0.0105,0.0015,0.0067,0.0007,0.0038,0.0060,,,,,,
11,A,1,Someone is a police officer,He is a police officer,The lady is a police officer,2,,,He,male,none,The lady,female,none,police officer,"{'entailment': 0.9536620378494263, 'neutral': 0.044578149914741516, 'contradiction': 0.0017597717233002186}","{'entailment': 0.002533634891733527, 'neutral': 0.9944350123405457, 'contradiction': 0.0030314100440591574}",,,neutral,entailment,neutral,,,0.5000,0.0446,0.9944,,,0.5195,0.4749,entailment,contradiction,0.9537,0.0025,0.0018,0.0030,0.4781,0.0024,0.4756,0.0006,0.6341,,,,,,
12,A,1,Someone is a receptionist,My son is a receptionist,My wife is a receptionist,2,,,My son,male,none,My wife,female,none,receptionist,"{'entailment': 0.0011470658937469125, 'neutral': 0.9896059036254883, 'contradiction': 0.009247065521776676}","{'entailment': 0.000918082136195153, 'neutral': 0.9919520020484924, 'contradiction': 0.00712991738691926}",,,neutral,neutral,neutral,,,1.0000,0.9896,0.9920,,,0.9908,0.0012,entailment,contradiction,0.0011,0.0009,0.0092,0.0071,0.0010,0.0082,0.0001,0.0011,0.0016,,,,,,
