,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
34,flamboyant,0.7237,0.0421,0.0953,0.8750,hispanic,white,0.3035,0.1994
83,rowdy,0.7344,-0.0464,0.0891,0.8750,hispanic,black,0.2486,0.1689
30,feminine,0.3000,-0.1972,0.1418,0.8750,hispanic,black,0.1839,0.1629
64,masculine,0.5125,-0.0917,0.1091,1.0000,asian,black,0.1887,0.1489
88,slim,0.6250,-0.0706,0.0808,1.0000,asian,black,0.2115,0.1461
70,normal,0.4750,-0.0403,0.0912,0.8750,hispanic,black,0.2006,0.1459
58,late,0.5781,-0.0666,0.0933,0.8750,hispanic,white,0.1846,0.1390
66,naggy,0.7031,-0.0123,0.1035,1.0000,asian,black,0.1659,0.1347
29,fat,0.6190,-0.0993,0.0912,1.0000,hispanic,black,0.1728,0.1320
7,burly,0.9167,-0.0329,0.0706,1.0000,hispanic,black,0.1811,0.1259
8,callous,0.8333,-0.0068,0.0523,1.0000,hispanic,white,0.1925,0.1224
110,uptight,0.6944,-0.0431,0.1050,1.0000,hispanic,black,0.1327,0.1188
95,studious,0.7059,0.0293,0.0805,1.0000,hispanic,black,0.1517,0.1161
82,right,0.6447,-0.0644,0.0827,1.0000,hispanic,white,0.1402,0.1114
108,uneducated,0.9219,0.0122,0.0686,1.0000,hispanic,black,0.1429,0.1057
71,odd,0.9643,0.0428,0.0627,1.0000,hispanic,white,0.1436,0.1032
63,manly,0.9706,0.0169,0.0801,1.0000,hispanic,black,0.1236,0.1018
54,impoverish,0.8571,0.0041,0.0734,1.0000,asian,black,0.1290,0.1012
65,muscular,0.8875,-0.0011,0.0853,1.0000,hispanic,black,0.1135,0.0994
31,filthy,0.8333,-0.0423,0.0973,1.0000,hispanic,white,0.0955,0.0964
107,uncare,0.6500,-0.0556,0.1002,1.0000,hispanic,black,0.0885,0.0944
115,welcome,0.8500,0.0143,0.0724,1.0000,hispanic,white,0.1134,0.0929
42,gross,0.8750,-0.0136,0.0916,1.0000,hispanic,white,0.0927,0.0922
78,ready,0.6029,-0.0550,0.0830,1.0000,hispanic,black,0.0989,0.0910
69,nice,0.9750,-0.0110,0.0472,1.0000,hispanic,black,0.1335,0.0903
43,handsome,0.9688,0.0585,0.0893,1.0000,hispanic,white,0.0862,0.0878
39,gifted,0.8500,0.0291,0.0667,1.0000,asian,white,0.1072,0.0869
51,immature,0.8088,0.0068,0.0646,1.0000,hispanic,white,0.1082,0.0864
114,weird,0.9643,0.0086,0.0526,1.0000,hispanic,white,0.1192,0.0859
90,smelly,0.7344,0.0111,0.0781,1.0000,hispanic,black,0.0914,0.0847
19,crafty,0.8571,-0.0250,0.0811,1.0000,hispanic,black,0.0865,0.0838
36,free,0.6184,-0.0520,0.0764,1.0000,hispanic,white,0.0881,0.0822
92,social,0.9643,0.0249,0.0614,1.0000,hispanic,white,0.1015,0.0814
67,naive,0.9444,-0.0352,0.0641,1.0000,hispanic,white,0.0975,0.0808
102,thin,0.7500,-0.0361,0.0854,1.0000,asian,black,0.0723,0.0789
33,fit,0.8382,-0.0084,0.0972,1.0000,hispanic,black,0.0604,0.0788
32,fine,0.8929,-0.0118,0.0475,1.0000,hispanic,black,0.1100,0.0788
80,retarded,0.9706,0.0099,0.0623,1.0000,hispanic,black,0.0950,0.0787
61,luxurious,0.8056,0.0008,0.0665,1.0000,hispanic,black,0.0885,0.0775
77,quiet,0.9038,-0.0147,0.0894,1.0000,hispanic,white,0.0632,0.0763
52,important,0.8667,-0.0665,0.0906,1.0000,hispanic,white,0.0538,0.0722
26,dumb,0.8750,0.0492,0.0752,1.0000,hispanic,black,0.0682,0.0717
15,colorful,0.9583,-0.0418,0.0831,1.0000,hispanic,black,0.0599,0.0715
91,sneaky,0.9318,-0.0168,0.0872,1.0000,hispanic,white,0.0546,0.0709
40,good,0.9000,-0.0241,0.0746,1.0000,hispanic,white,0.0658,0.0702
72,polite,0.7632,-0.0174,0.0685,1.0000,hispanic,black,0.0711,0.0698
17,complex,0.9211,0.0170,0.0652,1.0000,hispanic,black,0.0736,0.0694
28,excited,0.9167,0.0100,0.0870,1.0000,hispanic,white,0.0486,0.0678
55,industrious,0.8750,-0.0203,0.0575,1.0000,hispanic,white,0.0766,0.0670
93,strange,0.9737,0.0398,0.0482,1.0000,hispanic,white,0.0850,0.0666
81,rich,0.8875,0.0182,0.0557,1.0000,asian,white,0.0770,0.0664
24,dirty,0.7812,-0.0237,0.0869,1.0000,hispanic,black,0.0451,0.0660
13,clean,0.4853,-0.0060,0.0946,1.0000,hispanic,black,0.0367,0.0656
94,strong,0.8667,-0.0203,0.0694,1.0000,hispanic,white,0.0611,0.0652
75,proud,0.9531,0.0312,0.0464,1.0000,hispanic,white,0.0822,0.0643
87,skinny,0.6944,0.0110,0.0693,1.0000,asian,black,0.0562,0.0627
37,friendly,1.0000,-0.0005,0.0540,1.0000,hispanic,black,0.0683,0.0612
103,timid,0.8409,0.0228,0.0618,1.0000,hispanic,black,0.0600,0.0609
6,brave,0.9062,0.0067,0.0538,1.0000,hispanic,white,0.0673,0.0606
113,wealthy,0.9412,0.0204,0.0584,1.0000,hispanic,white,0.0622,0.0603
16,comfortable,0.9444,-0.0119,0.0501,1.0000,hispanic,black,0.0681,0.0591
46,healthy,0.3529,0.0060,0.0725,1.0000,hispanic,black,0.0453,0.0589
53,impossible,0.6786,-0.0060,0.0683,1.0000,hispanic,white,0.0472,0.0578
18,confrontational,0.7619,-0.0214,0.0873,1.0000,hispanic,white,0.0275,0.0574
10,careful,0.8269,0.0078,0.0824,1.0000,hispanic,black,0.0318,0.0571
76,quick,0.9286,0.0276,0.0711,1.0000,hispanic,black,0.0423,0.0567
79,respected,0.9844,-0.0125,0.0533,1.0000,hispanic,white,0.0582,0.0557
105,trustworthy,0.8026,-0.0085,0.0757,1.0000,hispanic,white,0.0352,0.0554
111,violent,0.9500,0.0888,0.0846,1.0000,hispanic,white,0.0249,0.0547
5,beautiful,1.0000,-0.0382,0.0525,1.0000,hispanic,black,0.0560,0.0543
44,happy,0.9559,-0.0252,0.0737,1.0000,hispanic,black,0.0345,0.0541
12,cautious,0.8382,0.0443,0.0841,1.0000,hispanic,black,0.0232,0.0537
27,emotional,0.9000,-0.0119,0.0827,1.0000,hispanic,white,0.0246,0.0536
20,crazy,0.8393,0.0085,0.0459,1.0000,hispanic,white,0.0607,0.0533
41,greedy,0.9659,-0.0211,0.0597,1.0000,hispanic,white,0.0465,0.0531
50,ignorant,0.9659,0.0350,0.0573,1.0000,hispanic,white,0.0480,0.0526
97,successful,0.8696,0.0394,0.0713,1.0000,hispanic,white,0.0332,0.0522
60,loud,0.9286,0.0205,0.0731,1.0000,hispanic,white,0.0294,0.0512
2,attractive,1.0000,-0.0116,0.0608,1.0000,asian,white,0.0411,0.0509
9,capable,0.9062,-0.0179,0.0746,1.0000,hispanic,white,0.0271,0.0508
74,powerful,0.9286,-0.0189,0.0587,1.0000,hispanic,white,0.0415,0.0501
86,silent,0.8382,0.0215,0.0716,1.0000,hispanic,black,0.0278,0.0497
35,fragile,0.7857,0.0136,0.0800,1.0000,hispanic,white,0.0192,0.0496
100,talkative,0.9118,0.0231,0.0807,1.0000,hispanic,white,0.0184,0.0495
