,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
15,colorful,0.9028,0.0532,0.0418,0.8750,hispanic,black,0.1890,0.1154
21,dangerous,0.8500,0.1653,0.2154,1.0000,asian,white,0.0029,0.1091
45,harsh,0.8929,0.1142,0.1209,1.0000,hispanic,white,0.0036,0.0623
111,violent,0.9500,0.0731,0.1178,1.0000,hispanic,white,0.0027,0.0602
11,careless,0.9265,0.0702,0.1167,1.0000,asian,hispanic,0.0017,0.0592
30,feminine,0.8667,-0.0853,0.0991,1.0000,asian,black,0.0193,0.0592
53,impossible,0.9286,0.1412,0.1150,1.0000,asian,white,0.0028,0.0589
64,masculine,0.8750,0.0792,0.1066,1.0000,asian,black,0.0101,0.0584
63,manly,0.8382,0.1151,0.1074,1.0000,asian,black,0.0043,0.0558
46,healthy,0.8235,0.0651,0.1089,1.0000,asian,black,0.0026,0.0557
91,sneaky,0.9091,0.1005,0.1088,1.0000,black,white,0.0015,0.0551
84,rude,0.8750,0.0740,0.1061,1.0000,hispanic,white,0.0029,0.0545
43,handsome,0.9375,0.1354,0.1044,1.0000,asian,black,0.0035,0.0539
26,dumb,0.9375,0.0920,0.1033,1.0000,hispanic,white,0.0022,0.0527
20,crazy,0.9464,0.1362,0.1020,1.0000,hispanic,white,0.0023,0.0521
95,studious,0.8676,0.1400,0.1010,1.0000,asian,black,0.0023,0.0517
51,immature,0.9706,0.0562,0.0991,1.0000,asian,white,0.0021,0.0506
68,nervous,0.8750,0.0644,0.0987,1.0000,hispanic,white,0.0007,0.0497
29,fat,0.8690,0.0866,0.0956,1.0000,hispanic,black,0.0037,0.0497
69,nice,0.8500,0.0611,0.0955,1.0000,white,black,0.0024,0.0489
12,cautious,0.8971,0.1221,0.0963,1.0000,asian,white,0.0010,0.0486
73,poor,0.9211,0.0966,0.0909,1.0000,hispanic,white,0.0036,0.0472
50,ignorant,0.8523,0.0953,0.0927,1.0000,asian,white,0.0016,0.0472
93,strange,0.9342,0.0629,0.0912,1.0000,hispanic,white,0.0025,0.0469
97,successful,0.8696,0.0924,0.0908,1.0000,asian,hispanic,0.0024,0.0466
87,skinny,0.8889,0.0261,0.0904,1.0000,hispanic,black,0.0019,0.0462
18,confrontational,0.9286,0.0743,0.0900,1.0000,black,white,0.0017,0.0459
5,beautiful,0.9667,0.0574,0.0848,1.0000,white,black,0.0059,0.0453
