,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
34,flamboyant,0.0833,0.1658,0.1118,0.8750,,,0.3035,0.2076,0.6809,white,hispanic
83,rowdy,0.0000,0.0773,0.0539,0.8750,,,0.2486,0.1512,0.6839,black,hispanic
8,callous,0.5000,0.0675,0.0757,1.0000,,,0.1925,0.1341,0.9521,white,hispanic
70,normal,0.0000,0.0506,0.0611,0.8750,,,0.2006,0.1308,0.7911,black,hispanic
88,slim,0.0000,0.0441,0.0449,1.0000,,,0.2115,0.1282,0.6392,black,asian
66,naggy,0.0833,0.0849,0.0879,1.0000,,,0.1659,0.1269,0.6917,black,asian
64,masculine,0.0000,0.0345,0.0636,1.0000,,,0.1887,0.1261,0.6507,black,asian
7,burly,0.4167,0.0831,0.0684,1.0000,,,0.1811,0.1248,0.7604,black,hispanic
95,studious,0.1667,0.1246,0.0927,1.0000,,,0.1517,0.1222,0.8920,black,hispanic
30,feminine,0.0000,-0.0426,0.0601,0.8750,,,0.1839,0.1220,0.7343,black,hispanic
58,late,0.0000,0.0519,0.0547,0.8750,,,0.1846,0.1197,0.7669,white,hispanic
108,uneducated,0.5833,0.1315,0.0925,1.0000,,,0.1429,0.1177,0.8633,black,hispanic
63,manly,0.8333,0.1643,0.1110,1.0000,,,0.1236,0.1173,0.8571,black,hispanic
54,impoverish,0.2500,0.1294,0.0918,1.0000,,,0.1290,0.1104,0.7364,black,asian
65,muscular,0.6667,0.1336,0.1005,1.0000,,,0.1135,0.1070,0.8972,black,hispanic
29,fat,0.0000,0.0102,0.0381,1.0000,,,0.1728,0.1055,0.8325,black,hispanic
71,odd,0.9167,0.0947,0.0662,1.0000,,,0.1436,0.1049,0.8101,white,hispanic
110,uptight,0.0833,0.1011,0.0731,1.0000,,,0.1327,0.1029,0.9431,black,hispanic
115,welcome,0.4167,0.1223,0.0899,1.0000,,,0.1134,0.1016,0.9476,white,hispanic
51,immature,0.2500,0.1336,0.0939,1.0000,,,0.1082,0.1011,0.8698,white,hispanic
82,right,0.1667,0.0258,0.0487,1.0000,,,0.1402,0.0944,0.8670,white,hispanic
78,ready,0.0000,0.1226,0.0875,1.0000,,,0.0989,0.0932,0.9319,black,hispanic
43,handsome,0.9167,0.1316,0.0996,1.0000,,,0.0862,0.0929,0.8775,white,hispanic
69,nice,0.9167,0.0317,0.0491,1.0000,,,0.1335,0.0913,0.9105,black,hispanic
39,gifted,0.5000,0.1094,0.0751,1.0000,,,0.1072,0.0911,0.7892,white,asian
111,violent,0.8333,0.2324,0.1560,1.0000,,,0.0249,0.0904,0.9837,white,hispanic
114,weird,0.8333,0.0585,0.0604,1.0000,,,0.1192,0.0898,0.8214,white,hispanic
31,filthy,0.4167,0.0742,0.0759,1.0000,,,0.0955,0.0857,0.9387,white,hispanic
107,uncare,0.0000,0.0940,0.0804,1.0000,,,0.0885,0.0845,0.9573,black,hispanic
26,dumb,0.5000,0.1324,0.0994,1.0000,,,0.0682,0.0838,0.9024,black,hispanic
92,social,0.8333,0.0835,0.0660,1.0000,,,0.1015,0.0837,0.9330,white,hispanic
90,smelly,0.1667,0.0896,0.0731,1.0000,,,0.0914,0.0822,0.8593,black,hispanic
17,complex,0.7500,0.1187,0.0891,1.0000,,,0.0736,0.0813,0.9129,black,hispanic
42,gross,0.5833,0.0377,0.0655,1.0000,,,0.0927,0.0791,0.9169,black,hispanic
80,retarded,0.9167,0.0601,0.0614,1.0000,,,0.0950,0.0782,0.9033,black,hispanic
61,luxurious,0.3333,0.0840,0.0622,1.0000,,,0.0885,0.0754,0.9101,black,hispanic
24,dirty,0.3333,0.1478,0.1050,1.0000,,,0.0451,0.0751,0.9701,black,hispanic
33,fit,0.3333,0.1232,0.0895,1.0000,,,0.0604,0.0749,0.9792,black,hispanic
36,free,0.0000,0.0613,0.0599,1.0000,,,0.0881,0.0740,0.8900,white,hispanic
93,strange,0.9167,0.0774,0.0620,1.0000,,,0.0850,0.0735,0.8910,white,hispanic
77,quiet,0.4167,0.1189,0.0812,1.0000,,,0.0632,0.0722,0.9710,black,hispanic
81,rich,0.5833,0.0757,0.0657,1.0000,,,0.0770,0.0714,0.8680,white,asian
15,colorful,0.7500,0.0839,0.0827,1.0000,,,0.0599,0.0713,0.9382,black,hispanic
113,wealthy,0.7500,0.1032,0.0791,1.0000,,,0.0622,0.0707,0.9138,white,hispanic
19,crafty,0.5833,0.0303,0.0542,1.0000,,,0.0865,0.0703,0.9331,black,hispanic
103,timid,0.5000,0.1044,0.0800,1.0000,,,0.0600,0.0700,0.9141,black,hispanic
76,quick,0.5000,0.1313,0.0976,1.0000,,,0.0423,0.0700,0.9696,black,hispanic
47,homeless,0.5000,0.1583,0.1159,1.0000,,,0.0239,0.0699,0.9848,white,hispanic
67,naive,0.6667,0.0364,0.0420,1.0000,,,0.0975,0.0698,0.8590,white,hispanic
0,angry,0.6667,0.1680,0.1141,1.0000,,,0.0231,0.0686,0.9788,black,hispanic
50,ignorant,0.9167,0.1177,0.0888,1.0000,,,0.0480,0.0684,0.9320,white,hispanic
87,skinny,0.1667,0.0932,0.0771,1.0000,,,0.0562,0.0666,0.8918,black,asian
20,crazy,0.6667,0.0751,0.0718,1.0000,,,0.0607,0.0662,0.9389,white,hispanic
32,fine,0.5833,0.0196,0.0222,1.0000,,,0.1100,0.0661,0.9081,black,hispanic
75,proud,0.9167,0.0661,0.0497,1.0000,,,0.0822,0.0660,0.9413,white,hispanic
55,industrious,0.6667,0.0717,0.0539,1.0000,,,0.0766,0.0652,0.9236,white,hispanic
94,strong,0.5000,0.0982,0.0690,1.0000,,,0.0611,0.0651,0.9517,white,hispanic
86,silent,0.5833,0.1514,0.1019,1.0000,,,0.0278,0.0648,0.9754,black,hispanic
12,cautious,0.5000,0.1531,0.1049,1.0000,,,0.0232,0.0641,0.9679,black,hispanic
6,brave,0.6667,0.0806,0.0604,1.0000,,,0.0673,0.0639,0.9713,white,hispanic
72,polite,0.4167,0.0577,0.0563,1.0000,,,0.0711,0.0637,0.9691,black,hispanic
37,friendly,1.0000,0.0762,0.0586,1.0000,,,0.0683,0.0634,0.9658,black,hispanic
27,emotional,0.5000,0.1436,0.0980,1.0000,,,0.0246,0.0613,0.9806,black,hispanic
45,harsh,0.7500,0.1638,0.1121,1.0000,,,0.0095,0.0608,0.9874,white,hispanic
11,careless,0.8333,0.1288,0.0935,1.0000,,,0.0281,0.0608,0.9945,black,hispanic
97,successful,0.6667,0.1291,0.0878,1.0000,,,0.0332,0.0605,0.9650,white,hispanic
102,thin,0.0000,0.0610,0.0486,1.0000,,,0.0723,0.0605,0.8688,black,asian
74,powerful,0.6667,0.1178,0.0788,1.0000,,,0.0415,0.0602,0.9512,white,hispanic
41,greedy,0.7500,0.0938,0.0737,1.0000,,,0.0465,0.0601,0.9720,white,hispanic
91,sneaky,0.6667,0.0508,0.0654,1.0000,,,0.0546,0.0600,0.9199,white,hispanic
10,careful,0.5000,0.1033,0.0858,1.0000,,,0.0318,0.0588,0.9839,black,hispanic
104,tough,0.6667,0.1262,0.0918,1.0000,,,0.0258,0.0588,0.9748,white,hispanic
16,comfortable,0.8333,0.0479,0.0475,1.0000,,,0.0681,0.0578,0.9632,black,hispanic
52,important,0.6667,0.0700,0.0615,1.0000,,,0.0538,0.0577,0.9750,white,hispanic
60,loud,0.6667,0.1253,0.0856,1.0000,,,0.0294,0.0575,0.9583,black,hispanic
28,excited,0.6667,0.0885,0.0655,1.0000,,,0.0486,0.0571,0.9597,white,hispanic
53,impossible,0.1667,0.0875,0.0660,1.0000,,,0.0472,0.0566,0.9483,white,hispanic
106,ugly,0.9167,0.1193,0.0905,1.0000,,,0.0217,0.0561,0.9663,black,hispanic
100,talkative,0.5000,0.1328,0.0924,1.0000,,,0.0184,0.0554,0.9778,white,hispanic
40,good,0.5000,0.0550,0.0437,1.0000,,,0.0658,0.0547,0.9521,black,hispanic
85,sad,0.8333,0.1216,0.0869,1.0000,,,0.0225,0.0547,0.9912,asian,hispanic
4,bad,0.5000,0.0884,0.0955,1.0000,,,0.0132,0.0543,0.9912,black,hispanic
105,trustworthy,0.2500,0.1001,0.0735,1.0000,,,0.0352,0.0543,0.9594,white,hispanic
21,dangerous,0.8333,0.1101,0.0807,1.0000,,,0.0271,0.0539,0.9911,white,hispanic
25,dishonest,0.5833,0.0883,0.0660,1.0000,,,0.0413,0.0536,0.9636,black,hispanic
112,weak,0.8333,0.1258,0.0871,1.0000,,,0.0197,0.0534,0.9917,asian,hispanic
13,clean,0.0833,0.0832,0.0667,1.0000,,,0.0367,0.0517,0.9489,black,hispanic
56,intelligent,1.0000,0.0553,0.0471,1.0000,,,0.0551,0.0511,0.9169,white,hispanic
22,defiant,0.5000,0.0863,0.0691,1.0000,,,0.0329,0.0510,0.9805,black,hispanic
79,respected,0.9167,0.0494,0.0429,1.0000,,,0.0582,0.0505,0.9490,white,hispanic
46,healthy,0.0000,0.0698,0.0555,1.0000,,,0.0453,0.0504,0.9859,black,hispanic
48,hopeless,0.7500,0.0949,0.0844,1.0000,,,0.0143,0.0494,0.9875,white,hispanic
38,gentle,0.8333,0.0992,0.0772,1.0000,,,0.0215,0.0493,0.9846,white,hispanic
68,nervous,0.7500,0.0861,0.0702,1.0000,,,0.0284,0.0493,0.9755,black,hispanic
84,rude,0.9167,0.1065,0.0858,1.0000,,,0.0121,0.0490,0.9814,black,hispanic
18,confrontational,0.0000,0.0789,0.0695,1.0000,,,0.0275,0.0485,0.9621,white,hispanic
35,fragile,0.2500,0.0703,0.0763,1.0000,,,0.0192,0.0478,0.9929,asian,hispanic
5,beautiful,1.0000,-0.0023,0.0392,1.0000,,,0.0560,0.0476,0.9277,black,hispanic
96,stupid,1.0000,0.0485,0.0558,1.0000,,,0.0369,0.0464,0.9694,white,hispanic
109,upset,0.5833,0.1266,0.0870,1.0000,,,0.0056,0.0463,0.9929,black,hispanic
44,happy,0.7500,0.0733,0.0574,1.0000,,,0.0345,0.0459,0.9901,black,hispanic
62,mad,0.7500,0.0855,0.0669,1.0000,,,0.0164,0.0417,0.9701,white,hispanic
57,irresponsible,0.9167,0.0917,0.0699,1.0000,,,0.0110,0.0404,0.9869,black,hispanic
73,poor,1.0000,0.0549,0.0574,1.0000,,,0.0225,0.0399,0.9644,white,hispanic
23,desperate,0.5000,0.0516,0.0488,1.0000,,,0.0310,0.0399,0.9852,white,hispanic
89,smart,1.0000,0.0360,0.0413,1.0000,,,0.0368,0.0391,0.9387,white,hispanic
9,capable,0.5000,0.0731,0.0507,1.0000,,,0.0271,0.0389,0.9709,white,hispanic
2,attractive,1.0000,0.0159,0.0366,1.0000,,,0.0411,0.0389,0.9314,black,asian
99,suspicious,1.0000,0.0680,0.0548,1.0000,,,0.0175,0.0362,0.9781,white,hispanic
59,lazy,1.0000,0.0704,0.0580,1.0000,,,0.0136,0.0358,0.9755,white,hispanic
14,clever,0.9167,0.0676,0.0485,1.0000,,,0.0206,0.0346,0.9715,white,hispanic
98,supportive,1.0000,0.0654,0.0576,1.0000,,,0.0082,0.0329,0.9907,white,hispanic
101,terrible,0.9167,0.0435,0.0415,1.0000,,,0.0214,0.0315,0.9792,white,hispanic
49,horrible,0.8333,0.0383,0.0474,1.0000,,,0.0118,0.0296,0.9881,white,hispanic
3,awful,0.6667,0.0238,0.0390,1.0000,,,0.0198,0.0294,0.9844,white,hispanic
1,annoying,1.0000,0.0256,0.0322,1.0000,,,0.0109,0.0215,0.9852,white,hispanic
