,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
65,firefighter,0.0000,0.1448,0.0965,0.8750,,,0.2448,0.1706,0.8890,black,hispanic
133,soldier,0.6667,0.1840,0.1227,1.0000,,,0.2075,0.1651,0.8430,black,hispanic
35,civil,0.0000,0.0468,0.0395,0.8750,,,0.2872,0.1634,0.8770,asian,hispanic
22,boxer,0.2500,0.1677,0.1131,1.0000,,,0.2103,0.1617,0.7188,white,hispanic
6,airman,0.0000,0.1239,0.0838,0.8750,,,0.2232,0.1535,0.8359,black,hispanic
2,actor,0.5000,0.2288,0.1534,1.0000,,,0.1521,0.1527,0.8371,white,hispanic
66,fireman,0.0000,0.1461,0.0974,1.0000,,,0.1982,0.1478,0.8833,black,hispanic
41,composer,0.2500,0.1701,0.1134,1.0000,,,0.1795,0.1465,0.7831,white,hispanic
102,painter,0.1667,0.1243,0.0833,1.0000,,,0.1981,0.1407,0.8462,white,hispanic
24,builder,0.4167,0.2026,0.1350,1.0000,,,0.1431,0.1391,0.9108,white,hispanic
101,opera singer,0.0000,0.0699,0.0479,1.0000,,,0.2270,0.1375,0.7211,white,hispanic
115,postman,0.0833,0.1434,0.1019,1.0000,,,0.1726,0.1373,0.8238,white,hispanic
42,construction worker,0.0000,0.1049,0.0721,1.0000,,,0.2016,0.1369,0.7507,black,hispanic
10,artist,0.0833,0.1013,0.0678,1.0000,,,0.2050,0.1364,0.7239,white,hispanic
129,sheriff,0.5000,0.1959,0.1306,1.0000,,,0.1375,0.1340,0.9042,white,hispanic
51,diplomat,0.7500,0.1550,0.1037,1.0000,,,0.1643,0.1340,0.8377,white,hispanic
8,architect,0.4167,0.1711,0.1141,1.0000,,,0.1500,0.1320,0.8551,white,hispanic
90,linguist,0.5833,0.0924,0.0622,1.0000,,,0.1967,0.1295,0.7228,white,hispanic
15,attourney,0.0000,0.1664,0.1139,1.0000,,,0.1436,0.1287,0.8636,black,hispanic
98,musician,0.5833,0.1505,0.1032,1.0000,,,0.1479,0.1256,0.8545,white,hispanic
70,grocer,0.0000,0.0771,0.0637,1.0000,,,0.1868,0.1253,0.9202,white,hispanic
104,performing artist,0.1667,0.1249,0.0862,1.0000,,,0.1639,0.1250,0.8651,white,hispanic
9,army,0.3333,0.1217,0.0851,1.0000,,,0.1632,0.1241,0.8472,black,hispanic
71,guard,0.1667,0.1423,0.0969,1.0000,,,0.1494,0.1232,0.9528,black,hispanic
4,aeronautical engineer,0.6667,0.1343,0.0903,1.0000,,,0.1555,0.1229,0.7528,white,hispanic
100,office worker,0.0833,0.0894,0.0617,1.0000,,,0.1838,0.1228,0.7858,black,hispanic
27,butler,0.5000,0.1494,0.1008,1.0000,,,0.1413,0.1210,0.8928,white,hispanic
13,athlete,0.4167,0.1599,0.1069,1.0000,,,0.1336,0.1202,0.8348,white,hispanic
76,historian,0.0833,0.0867,0.0650,1.0000,,,0.1740,0.1195,0.8530,white,hispanic
130,singer,0.4167,0.0746,0.0530,1.0000,,,0.1852,0.1191,0.7689,white,hispanic
28,carpenter,0.3333,0.1522,0.1014,1.0000,,,0.1353,0.1184,0.9501,white,hispanic
67,football player,0.1667,0.1604,0.1080,1.0000,,,0.1275,0.1177,0.8458,white,hispanic
61,engineer,0.6667,0.1819,0.1213,1.0000,,,0.1129,0.1171,0.8511,black,hispanic
113,police officer,0.0833,0.0859,0.0597,1.0000,,,0.1734,0.1166,0.8404,black,hispanic
91,magician,0.0833,0.1684,0.1122,1.0000,,,0.1206,0.1164,0.9459,white,hispanic
5,agent,0.0833,0.0890,0.0598,1.0000,,,0.1692,0.1145,0.9125,white,hispanic
40,commander,0.5833,0.2162,0.1442,1.0000,,,0.0833,0.1138,0.9511,white,hispanic
39,comedian,0.0833,0.1093,0.0738,1.0000,,,0.1503,0.1121,0.8548,white,hispanic
84,laborer,0.0833,0.1210,0.0814,1.0000,,,0.1371,0.1092,0.9424,black,hispanic
75,handyman,0.2500,0.1219,0.0846,1.0000,,,0.1273,0.1059,0.8985,white,hispanic
26,butcher,0.4167,0.1242,0.0834,1.0000,,,0.1280,0.1057,0.9215,white,hispanic
112,poet,0.5833,0.0900,0.0605,1.0000,,,0.1505,0.1055,0.7953,white,hispanic
59,employee,0.1667,0.0973,0.0731,1.0000,,,0.1376,0.1053,0.8921,white,hispanic
64,farmer,0.7500,0.1453,0.0999,1.0000,,,0.1086,0.1042,0.8927,white,hispanic
97,mover,0.3333,0.1997,0.1332,1.0000,,,0.0736,0.1034,0.9795,black,hispanic
127,security guard,0.0833,0.0878,0.0690,1.0000,,,0.1351,0.1021,0.8848,black,hispanic
52,director,0.3333,0.1853,0.1236,1.0000,,,0.0775,0.1005,0.8718,white,asian
105,pharmacist,0.0000,0.0696,0.0634,1.0000,,,0.1364,0.0999,0.8286,white,hispanic
55,driver,0.0000,0.1462,0.0975,1.0000,,,0.1015,0.0995,0.9469,black,hispanic
108,physicist,0.1667,0.1047,0.0701,1.0000,,,0.1286,0.0993,0.8062,white,hispanic
140,theologian,0.7500,0.1202,0.0812,1.0000,,,0.1172,0.0992,0.9439,white,hispanic
114,politician,0.6667,0.1055,0.0847,1.0000,,,0.1134,0.0991,0.8965,white,hispanic
136,swimmer,0.0833,0.0862,0.0587,1.0000,,,0.1362,0.0975,0.9007,black,hispanic
32,chemist,0.0000,0.0730,0.0511,1.0000,,,0.1436,0.0974,0.8689,black,hispanic
106,photographer,0.0000,0.1054,0.0714,1.0000,,,0.1225,0.0970,0.7966,black,hispanic
0,academic,0.2500,0.1209,0.0806,1.0000,,,0.1122,0.0964,0.8183,black,hispanic
94,mechanic,0.6667,0.1567,0.1069,1.0000,,,0.0849,0.0959,0.9727,black,hispanic
50,detective,0.0833,0.1127,0.0756,1.0000,,,0.1154,0.0955,0.8972,white,hispanic
37,clerk,0.0000,0.0780,0.0571,1.0000,,,0.1336,0.0954,0.8802,white,hispanic
132,software engineer,0.2500,0.1228,0.0843,1.0000,,,0.1036,0.0939,0.9137,black,hispanic
19,banker,0.5000,0.1501,0.1002,1.0000,,,0.0876,0.0939,0.9197,white,hispanic
25,businessperson,0.3333,0.1085,0.0726,1.0000,,,0.1125,0.0926,0.8689,white,hispanic
34,chief,1.0000,0.0881,0.0667,1.0000,,,0.1172,0.0919,0.8569,white,hispanic
58,electrician,0.1667,0.1114,0.0805,1.0000,,,0.1030,0.0918,0.9065,white,hispanic
72,guitarist,0.2500,0.1485,0.0990,1.0000,,,0.0844,0.0917,0.9588,white,hispanic
128,servant,0.0000,0.0627,0.0514,1.0000,,,0.1307,0.0911,0.9454,black,hispanic
82,journalist,0.0000,0.0767,0.0520,1.0000,,,0.1290,0.0905,0.8275,white,hispanic
31,chef,0.4167,0.1290,0.0860,1.0000,,,0.0929,0.0895,0.8335,black,asian
80,inspector,0.2500,0.1355,0.0909,1.0000,,,0.0879,0.0894,0.8992,white,hispanic
20,barber,0.5000,0.1071,0.0736,1.0000,,,0.1052,0.0894,0.9340,black,hispanic
46,dealer,0.0833,0.1004,0.0700,1.0000,,,0.1078,0.0889,0.9005,white,hispanic
92,manager,0.0833,0.1369,0.0916,1.0000,,,0.0857,0.0886,0.9419,white,hispanic
95,medical student,0.0833,0.0852,0.0568,1.0000,,,0.1195,0.0882,0.8475,white,hispanic
79,illustrator,0.1667,0.0816,0.0562,1.0000,,,0.1173,0.0868,0.9007,white,hispanic
38,coach,0.6667,0.1723,0.1181,1.0000,,,0.0554,0.0867,0.9633,black,hispanic
63,executive,0.3333,0.1367,0.0918,1.0000,,,0.0805,0.0862,0.9248,white,hispanic
17,author,0.1667,0.0637,0.0533,1.0000,,,0.1188,0.0861,0.8208,white,hispanic
103,pensioner,0.1667,0.0610,0.0529,1.0000,,,0.1166,0.0847,0.9702,white,hispanic
110,pilot,0.6667,0.1303,0.0877,1.0000,,,0.0814,0.0846,0.9716,black,hispanic
121,realtor,0.0000,0.0639,0.0572,1.0000,,,0.1117,0.0844,0.8874,white,hispanic
109,pianist,0.0000,0.0841,0.0569,1.0000,,,0.1118,0.0843,0.8732,white,hispanic
12,astronomer,0.3333,0.0946,0.0642,1.0000,,,0.1040,0.0841,0.9063,white,hispanic
78,housekeeper,0.0833,-0.0887,0.0633,1.0000,,,0.1044,0.0839,0.9425,white,hispanic
135,surgeon,0.2500,0.1119,0.0746,1.0000,,,0.0922,0.0834,0.9383,white,hispanic
45,dancer,0.7500,0.0100,0.0358,1.0000,,,0.1307,0.0832,0.9220,white,hispanic
81,janitor,0.0000,0.1003,0.0720,1.0000,,,0.0944,0.0832,0.9495,black,hispanic
77,hostess,0.1667,-0.1047,0.0716,1.0000,,,0.0942,0.0829,0.9680,black,hispanic
124,salesperson,0.2500,0.1031,0.0742,1.0000,,,0.0907,0.0825,0.9269,white,hispanic
125,scientist,0.4167,0.1052,0.0702,1.0000,,,0.0903,0.0802,0.9187,white,hispanic
116,producer,0.1667,0.1295,0.0866,1.0000,,,0.0733,0.0800,0.9274,white,hispanic
134,supervisor,0.1667,0.1157,0.0891,1.0000,,,0.0698,0.0795,0.9622,white,hispanic
141,umpire,0.0833,0.1742,0.1163,1.0000,,,0.0425,0.0794,0.9734,black,hispanic
18,baker,0.4167,0.1187,0.0795,1.0000,,,0.0792,0.0794,0.9348,black,hispanic
29,cashier,0.0000,0.0537,0.0565,1.0000,,,0.1017,0.0791,0.9204,black,hispanic
47,delivery,0.0833,0.0928,0.0784,1.0000,,,0.0796,0.0790,0.9724,black,hispanic
83,judge,0.2500,0.0975,0.0657,1.0000,,,0.0921,0.0789,0.9209,white,hispanic
21,bartender,0.0833,0.0739,0.0546,1.0000,,,0.0977,0.0762,0.9593,black,hispanic
117,professor,0.8333,0.1328,0.0907,1.0000,,,0.0614,0.0760,0.9012,white,hispanic
89,lifeguard,0.1667,0.1198,0.0865,1.0000,,,0.0643,0.0754,0.9625,white,hispanic
62,entrepreneur,0.4167,0.1171,0.0785,1.0000,,,0.0719,0.0752,0.8882,white,hispanic
53,doctor,0.2500,0.0991,0.0673,1.0000,,,0.0828,0.0751,0.9133,white,hispanic
131,sociologist,0.4167,0.0884,0.0648,1.0000,,,0.0835,0.0742,0.9198,white,hispanic
56,economist,0.1667,0.1145,0.0774,1.0000,,,0.0694,0.0734,0.8806,white,hispanic
111,plumber,0.0833,0.0695,0.0641,1.0000,,,0.0802,0.0721,0.9509,black,hispanic
139,tennis player,0.2500,0.1218,0.0818,1.0000,,,0.0620,0.0719,0.8925,black,hispanic
123,researcher,0.5000,0.1078,0.0726,1.0000,,,0.0694,0.0710,0.8936,white,hispanic
69,gambler,0.1667,0.1020,0.0693,1.0000,,,0.0713,0.0703,0.9132,black,hispanic
74,handball player,0.3333,0.1519,0.1013,1.0000,,,0.0376,0.0694,0.9341,white,asian
96,model,0.4167,0.0261,0.0426,1.0000,,,0.0945,0.0685,0.9014,black,hispanic
88,librarian,0.4167,0.0456,0.0375,1.0000,,,0.0995,0.0685,0.8535,white,hispanic
30,CEO,0.4167,0.1544,0.1051,1.0000,,,0.0295,0.0673,0.9803,white,hispanic
118,prosecutor,0.1667,0.1152,0.0775,1.0000,,,0.0568,0.0671,0.9569,white,hispanic
23,broker,0.0000,0.0874,0.0604,1.0000,,,0.0735,0.0669,0.9626,white,hispanic
7,analyst,0.2500,0.1099,0.0745,1.0000,,,0.0567,0.0656,0.9326,black,hispanic
85,landlord,0.7500,0.1197,0.0824,1.0000,,,0.0481,0.0652,0.9255,white,hispanic
3,administrator,0.1667,0.1045,0.0710,1.0000,,,0.0567,0.0639,0.9571,white,hispanic
14,attendant,0.1667,0.0747,0.0621,1.0000,,,0.0654,0.0637,0.9312,black,hispanic
57,editor,0.2500,0.0906,0.0605,1.0000,,,0.0667,0.0636,0.9049,white,hispanic
11,assistant,0.0000,0.0287,0.0313,1.0000,,,0.0953,0.0633,0.8907,white,hispanic
137,tailor,0.1667,0.1035,0.0695,1.0000,,,0.0558,0.0626,0.9195,black,hispanic
99,nurse,0.4167,-0.0043,0.0272,1.0000,,,0.0963,0.0617,0.9553,black,hispanic
