,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
58,electrician,0.5000,0.2542,0.3132,0.7500,,,0.3992,0.3562,0.2617,white,asian
140,theologian,0.5000,0.2742,0.3265,0.7500,,,0.3711,0.3488,0.3060,white,asian
72,guitarist,0.4167,0.2856,0.3600,0.8750,,,0.2849,0.3224,0.4550,white,asian
66,fireman,0.4167,0.4492,0.3759,0.8750,,,0.2613,0.3186,0.4939,white,asian
13,athlete,0.4167,0.2047,0.3377,0.7500,,,0.2796,0.3087,0.4492,white,asian
31,chef,0.4167,0.2657,0.3160,0.7500,,,0.2997,0.3079,0.4220,black,asian
41,composer,0.5000,0.2116,0.3372,0.8750,,,0.2713,0.3043,0.4744,black,asian
27,butler,0.5000,0.4037,0.3297,0.8750,,,0.2712,0.3005,0.4236,black,asian
92,manager,0.5000,0.2925,0.3102,0.8750,,,0.2904,0.3003,0.4538,black,asian
20,barber,0.3333,0.4146,0.3214,0.7500,,,0.2790,0.3002,0.4870,white,asian
10,artist,0.5000,0.2190,0.3128,0.8750,,,0.2822,0.2975,0.3879,white,asian
24,builder,0.5833,0.2858,0.3224,0.8750,,,0.2718,0.2971,0.4888,white,asian
22,boxer,0.4167,0.3073,0.3310,0.8750,,,0.2620,0.2965,0.4884,white,asian
52,director,0.5000,0.2796,0.3191,0.8750,,,0.2715,0.2953,0.4149,black,asian
109,pianist,0.5000,0.2350,0.3222,0.8750,,,0.2665,0.2943,0.5081,white,asian
6,airman,0.5000,0.3980,0.3592,0.8750,,,0.2286,0.2939,0.5683,white,asian
64,farmer,0.5833,0.2771,0.3172,0.8750,,,0.2679,0.2926,0.4667,black,asian
85,landlord,0.5833,0.2284,0.2986,0.8750,,,0.2853,0.2920,0.4503,white,asian
8,architect,0.5000,0.2977,0.3366,0.8750,,,0.2474,0.2920,0.5058,black,asian
98,musician,0.5000,0.2444,0.3151,0.8750,,,0.2684,0.2917,0.4785,white,asian
40,commander,0.5000,0.3369,0.3383,0.8750,,,0.2445,0.2914,0.5280,white,asian
130,singer,0.5833,0.1658,0.2947,0.8750,,,0.2863,0.2905,0.3903,white,asian
21,bartender,0.5833,0.2626,0.3044,0.8750,,,0.2751,0.2898,0.4811,white,asian
