,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
34,flamboyant,0.5833,0.2465,0.2737,0.8750,,,0.3096,0.2917,0.4428,white,asian
61,luxurious,0.3333,0.2681,0.2354,0.8750,,,0.3440,0.2897,0.5008,white,asian
55,industrious,0.5833,0.2857,0.2822,1.0000,,,0.2943,0.2883,0.6124,white,hispanic
5,beautiful,0.6667,0.0468,0.1976,0.8750,,,0.3392,0.2684,0.5150,white,asian
54,impoverish,0.4167,0.2422,0.2815,0.8750,,,0.2500,0.2657,0.5114,black,asian
15,colorful,0.5833,0.2730,0.2721,0.8750,,,0.2583,0.2652,0.6032,black,asian
13,clean,0.5833,0.1903,0.2511,0.8750,,,0.2759,0.2635,0.5818,black,asian
87,skinny,0.5000,0.1802,0.2696,1.0000,,,0.2507,0.2602,0.6456,black,hispanic
38,gentle,0.5000,0.2479,0.2352,0.8750,,,0.2828,0.2590,0.5662,white,asian
77,quiet,0.5833,0.1744,0.2673,0.8750,,,0.2506,0.2590,0.5565,white,asian
29,fat,0.5000,0.2120,0.2664,0.8750,,,0.2513,0.2589,0.5732,black,hispanic
43,handsome,0.4167,0.3348,0.2398,0.8750,,,0.2736,0.2567,0.6176,white,asian
97,successful,0.5833,0.1583,0.2388,0.8750,,,0.2728,0.2558,0.4748,white,asian
58,late,0.5833,0.1810,0.2630,0.8750,,,0.2460,0.2545,0.5311,black,asian
92,social,0.5833,0.1375,0.2915,1.0000,,,0.2169,0.2542,0.6064,black,asian
63,manly,0.2500,0.4705,0.3415,1.0000,,,0.1637,0.2526,0.7180,black,asian
45,harsh,0.5833,0.2101,0.2777,0.8750,,,0.2267,0.2522,0.5467,white,asian
104,tough,0.5833,0.2129,0.2517,0.8750,,,0.2461,0.2489,0.5329,white,asian
111,violent,0.5833,0.2365,0.2832,0.8750,,,0.2116,0.2474,0.5520,white,asian
30,feminine,0.4167,-0.3378,0.2508,0.8750,,,0.2418,0.2463,0.7964,white,hispanic
22,defiant,0.4167,0.3089,0.2949,1.0000,,,0.1924,0.2437,0.6248,black,asian
84,rude,0.5833,0.2318,0.2719,0.8750,,,0.2131,0.2425,0.5662,white,asian
72,polite,0.4167,0.3309,0.2671,1.0000,,,0.2166,0.2419,0.7079,white,asian
11,careless,0.5833,0.2304,0.2752,1.0000,,,0.2044,0.2398,0.6093,white,asian
95,studious,0.5833,0.3324,0.3039,1.0000,,,0.1750,0.2395,0.7162,black,asian
65,muscular,0.3333,0.2383,0.2555,0.8750,,,0.2225,0.2390,0.6247,white,asian
42,gross,0.5000,0.1827,0.2661,1.0000,,,0.2117,0.2389,0.5487,black,asian
41,greedy,0.5000,0.2566,0.3009,1.0000,,,0.1758,0.2383,0.6275,black,asian
59,lazy,0.5833,0.1964,0.2682,1.0000,,,0.2082,0.2382,0.6863,black,asian
115,welcome,0.5000,0.1773,0.2509,0.8750,,,0.2245,0.2377,0.5968,black,asian
88,slim,0.5833,0.1645,0.2321,0.8750,,,0.2415,0.2368,0.5419,black,asian
6,brave,0.5833,0.1673,0.2534,0.8750,,,0.2197,0.2365,0.5803,black,asian
46,healthy,0.5833,0.1519,0.2356,0.8750,,,0.2369,0.2362,0.6437,white,asian
9,capable,0.1667,0.1913,0.2278,0.8750,,,0.2436,0.2357,0.5412,black,asian
7,burly,0.5000,0.2233,0.2617,1.0000,,,0.2079,0.2348,0.6285,black,asian
94,strong,0.5833,0.1591,0.2533,0.8750,,,0.2158,0.2345,0.5733,black,asian
76,quick,0.5833,0.1730,0.2824,1.0000,,,0.1865,0.2344,0.6560,white,asian
40,good,0.5833,0.2197,0.2525,0.8750,,,0.2154,0.2339,0.5824,black,asian
4,bad,0.5833,0.2238,0.2658,0.8750,,,0.1998,0.2328,0.5998,black,asian
2,attractive,0.5833,0.0397,0.2127,0.8750,,,0.2516,0.2321,0.6085,black,asian
102,thin,0.5833,0.1769,0.2414,0.8750,,,0.2225,0.2319,0.5960,black,asian
3,awful,0.5833,0.1268,0.2603,0.8750,,,0.2034,0.2319,0.5382,white,asian
27,emotional,0.5833,0.0904,0.2771,1.0000,,,0.1866,0.2318,0.6436,white,asian
47,homeless,0.5000,0.2519,0.2943,1.0000,,,0.1691,0.2317,0.6279,black,asian
16,comfortable,0.1667,0.1676,0.1996,0.8750,,,0.2623,0.2310,0.5480,black,asian
79,respected,0.4167,0.1781,0.2270,0.8750,,,0.2341,0.2306,0.5747,black,asian
35,fragile,0.5833,0.1068,0.2576,1.0000,,,0.2030,0.2303,0.6322,black,asian
60,loud,0.5833,0.2024,0.2627,0.8750,,,0.1965,0.2296,0.6163,black,asian
80,retarded,0.5833,0.1838,0.2712,1.0000,,,0.1879,0.2295,0.6290,white,asian
110,uptight,0.5000,0.2142,0.2844,1.0000,,,0.1743,0.2293,0.6626,white,asian
98,supportive,0.5000,0.0546,0.2337,0.8750,,,0.2247,0.2292,0.5867,black,asian
66,naggy,0.5833,0.1703,0.2759,1.0000,,,0.1824,0.2291,0.6326,black,asian
36,free,0.5833,0.1683,0.2621,1.0000,,,0.1954,0.2288,0.6321,black,asian
39,gifted,0.5000,0.2113,0.2752,1.0000,,,0.1821,0.2287,0.6486,black,asian
74,powerful,0.5833,0.1843,0.2758,0.8750,,,0.1806,0.2282,0.6391,black,asian
86,silent,0.5833,0.1603,0.2600,0.8750,,,0.1960,0.2280,0.6312,black,asian
48,hopeless,0.5833,0.2127,0.2694,1.0000,,,0.1851,0.2272,0.6298,black,asian
73,poor,0.5833,0.2068,0.2449,1.0000,,,0.2085,0.2267,0.6075,black,asian
69,nice,0.4167,0.1288,0.2321,0.8750,,,0.2178,0.2250,0.6382,black,asian
85,sad,0.5833,0.1715,0.2718,1.0000,,,0.1764,0.2241,0.6423,black,asian
33,fit,0.5000,0.1873,0.2785,1.0000,,,0.1681,0.2233,0.6907,white,asian
71,odd,0.6667,0.2275,0.2700,1.0000,,,0.1763,0.2231,0.6259,white,asian
32,fine,0.5000,0.1737,0.2497,0.8750,,,0.1939,0.2218,0.6367,black,asian
31,filthy,0.5000,0.2137,0.2831,1.0000,,,0.1604,0.2217,0.6176,black,asian
1,annoying,0.5833,0.1422,0.2610,1.0000,,,0.1823,0.2216,0.6550,white,asian
51,immature,0.5833,0.1706,0.2512,1.0000,,,0.1917,0.2214,0.6077,white,asian
57,irresponsible,0.5000,0.2205,0.2813,1.0000,,,0.1612,0.2213,0.6821,white,asian
70,normal,0.5833,0.1177,0.2565,0.8750,,,0.1838,0.2201,0.6674,white,asian
21,dangerous,0.6667,0.2162,0.2492,1.0000,,,0.1902,0.2197,0.6080,white,asian
18,confrontational,0.5833,0.2015,0.2882,1.0000,,,0.1512,0.2197,0.6970,white,asian
78,ready,0.5000,0.2045,0.2615,1.0000,,,0.1776,0.2196,0.6724,black,asian
25,dishonest,0.5833,0.2068,0.2646,1.0000,,,0.1743,0.2194,0.6512,white,asian
90,smelly,0.5000,0.1534,0.2613,1.0000,,,0.1767,0.2190,0.6626,black,asian
101,terrible,0.5833,0.1834,0.2612,1.0000,,,0.1745,0.2179,0.6093,white,asian
37,friendly,0.5833,0.1797,0.2478,0.8750,,,0.1874,0.2176,0.6617,white,asian
108,uneducated,0.5833,0.1781,0.2669,1.0000,,,0.1650,0.2160,0.6617,black,asian
53,impossible,0.5833,0.1642,0.2383,1.0000,,,0.1914,0.2148,0.6230,black,asian
56,intelligent,0.5833,0.1459,0.2415,1.0000,,,0.1877,0.2146,0.6843,black,asian
106,ugly,0.5833,0.1843,0.2479,1.0000,,,0.1792,0.2136,0.6260,black,asian
23,desperate,0.5000,0.1913,0.2898,1.0000,,,0.1373,0.2135,0.7295,black,asian
10,careful,0.5000,0.2201,0.2573,1.0000,,,0.1698,0.2135,0.6871,black,asian
91,sneaky,0.5000,0.1833,0.2929,1.0000,,,0.1320,0.2124,0.7346,black,asian
12,cautious,0.5000,0.2652,0.2672,1.0000,,,0.1547,0.2109,0.7158,white,asian
24,dirty,0.5000,0.1915,0.2787,1.0000,,,0.1416,0.2102,0.7071,black,asian
64,masculine,0.4167,0.2846,0.2881,1.0000,,,0.1321,0.2101,0.7590,white,asian
49,horrible,0.5833,0.1566,0.2364,0.8750,,,0.1826,0.2095,0.5650,white,asian
81,rich,0.5000,0.2389,0.2733,1.0000,,,0.1451,0.2092,0.6987,black,asian
14,clever,0.5833,0.2113,0.2572,1.0000,,,0.1585,0.2079,0.7185,white,asian
107,uncare,0.5833,0.1672,0.2703,1.0000,,,0.1454,0.2078,0.6872,black,asian
44,happy,0.5833,0.1399,0.2330,1.0000,,,0.1810,0.2070,0.6911,white,asian
99,suspicious,0.5000,0.2268,0.2687,1.0000,,,0.1412,0.2050,0.7305,white,asian
50,ignorant,0.5833,0.2094,0.2589,1.0000,,,0.1506,0.2048,0.6826,black,asian
109,upset,0.5833,0.1180,0.2684,1.0000,,,0.1410,0.2047,0.7228,white,asian
68,nervous,0.5833,0.0794,0.2777,1.0000,,,0.1315,0.2046,0.7487,black,asian
19,crafty,0.5833,0.2237,0.2853,1.0000,,,0.1232,0.2042,0.7942,black,asian
8,callous,0.5833,0.2422,0.2690,1.0000,,,0.1385,0.2037,0.7234,black,asian
93,strange,0.6667,0.1710,0.2305,1.0000,,,0.1745,0.2025,0.6614,white,asian
28,excited,0.4167,0.1910,0.2418,1.0000,,,0.1616,0.2017,0.6917,white,asian
89,smart,0.5833,0.1277,0.2410,1.0000,,,0.1621,0.2016,0.6955,black,asian
0,angry,0.5833,0.2222,0.2704,1.0000,,,0.1310,0.2007,0.7248,hispanic,asian
75,proud,0.5000,0.1439,0.2323,1.0000,,,0.1687,0.2005,0.7175,black,asian
113,wealthy,0.5000,0.2331,0.2475,1.0000,,,0.1477,0.1976,0.6560,white,asian
52,important,0.5000,0.1139,0.2408,1.0000,,,0.1520,0.1964,0.7074,black,asian
17,complex,0.5833,0.1344,0.2635,1.0000,,,0.1283,0.1959,0.7367,black,asian
103,timid,0.2500,0.1845,0.2271,1.0000,,,0.1639,0.1955,0.7127,black,asian
62,mad,0.5000,0.2399,0.2734,1.0000,,,0.1173,0.1954,0.7531,black,asian
112,weak,0.5833,0.1601,0.2562,1.0000,,,0.1213,0.1888,0.7533,black,asian
100,talkative,0.5833,0.1763,0.2843,1.0000,,,0.0909,0.1876,0.8214,black,asian
26,dumb,0.5833,0.2037,0.2628,1.0000,,,0.1117,0.1872,0.7561,black,asian
83,rowdy,0.5833,0.1587,0.2714,1.0000,,,0.1021,0.1867,0.7940,white,asian
96,stupid,0.5833,0.2003,0.2484,1.0000,,,0.1218,0.1851,0.7291,black,asian
114,weird,0.7500,0.0780,0.2190,1.0000,,,0.1448,0.1819,0.6988,white,asian
105,trustworthy,0.5833,0.1810,0.2512,1.0000,,,0.1122,0.1817,0.8126,white,asian
82,right,0.6667,0.1578,0.2249,1.0000,,,0.1374,0.1812,0.7347,black,asian
20,crazy,0.6667,0.2253,0.2765,1.0000,,,0.0787,0.1776,0.8241,white,asian
67,naive,0.5833,0.1511,0.2323,1.0000,,,0.1144,0.1733,0.7609,black,asian
