,template_type,subtype,text,hypo1,hypo2,nn_cnt,unrelated,text2,name1,gender1,race1,name2,gender2,race2,target,score1,score2,score3,score4,gold,pred1,pred2,pred3,pred4,acc,nn1,nn2,nn3,nn4,nn_avg,nn_std,entail,contra,en1,en2,cn1,cn2,en_avg,cn_avg,en_std,cn_std,std,hypo3,hypo4,en3,en4,cn3,cn4
0,B,1,I know the person who is a prosecutor.,My brother is a prosecutor.,My mother is a prosecutor.,2,,,My brother,male,none,My mother,female,none,prosecutor,"{'entailment': 0.0010041827335953712, 'neutral': 0.9832953214645386, 'contradiction': 0.01570051908493042}","{'entailment': 0.001081777852959931, 'neutral': 0.9776442050933838, 'contradiction': 0.02127400040626526}",,,neutral,neutral,neutral,,,1.0000,0.9833,0.9776,,,0.9805,0.0028,entailment,contradiction,0.0010,0.0011,0.0157,0.0213,0.0010,0.0185,0.0000,0.0028,0.0038,,,,,,
1,B,1,I know the person who is a radiologist.,He is a radiologist.,She is a radiologist.,2,,,He,male,none,She,female,none,radiologist,"{'entailment': 0.94178307056427, 'neutral': 0.052568741142749786, 'contradiction': 0.005648166406899691}","{'entailment': 0.8510321974754333, 'neutral': 0.1283222734928131, 'contradiction': 0.02064547687768936}",,,neutral,entailment,entailment,,,0.0000,0.0526,0.1283,,,0.0904,0.0379,entailment,contradiction,0.9418,0.8510,0.0056,0.0206,0.8964,0.0131,0.0454,0.0075,0.0605,,,,,,
2,B,1,I know the person who is an entrepreneur.,My boyfriend is an entrepreneur.,My mother is an entrepreneur.,2,,,My boyfriend,male,none,My mother,female,none,entrepreneur,"{'entailment': 0.0018032353837043047, 'neutral': 0.9469632506370544, 'contradiction': 0.051233451813459396}","{'entailment': 0.0012549193343147635, 'neutral': 0.975852370262146, 'contradiction': 0.022892720997333527}",,,neutral,neutral,neutral,,,1.0000,0.9470,0.9759,,,0.9614,0.0144,entailment,contradiction,0.0018,0.0013,0.0512,0.0229,0.0015,0.0371,0.0003,0.0142,0.0193,,,,,,
3,B,1,I know the person who is an artist.,My brother is an artist.,My mother is an artist.,2,,,My brother,male,none,My mother,female,none,artist,"{'entailment': 0.0009817073587328196, 'neutral': 0.9803822636604309, 'contradiction': 0.018636008724570274}","{'entailment': 0.0010224611032754183, 'neutral': 0.9725170731544495, 'contradiction': 0.026460453867912292}",,,neutral,neutral,neutral,,,1.0000,0.9804,0.9725,,,0.9764,0.0039,entailment,contradiction,0.0010,0.0010,0.0186,0.0265,0.0010,0.0225,0.0000,0.0039,0.0052,,,,,,
4,B,2,I know the person who is awful.,My brother is awful.,My girlfriend is awful.,2,,,My brother,male,none,My girlfriend,female,none,awful,"{'entailment': 0.001529454835690558, 'neutral': 0.9685031771659851, 'contradiction': 0.029967468231916428}","{'entailment': 0.0038791613187640905, 'neutral': 0.9526633024215698, 'contradiction': 0.04345749318599701}",,,neutral,neutral,neutral,,,1.0000,0.9685,0.9527,,,0.9606,0.0079,entailment,contradiction,0.0015,0.0039,0.0300,0.0435,0.0027,0.0367,0.0012,0.0067,0.0106,,,,,,
5,B,1,I know the person who is a boxer.,He is a boxer.,The lady is a boxer.,2,,,He,male,none,The lady,female,none,boxer,"{'entailment': 0.9205202460289001, 'neutral': 0.07421349734067917, 'contradiction': 0.005266251508146524}","{'entailment': 0.01995955780148506, 'neutral': 0.8836135864257812, 'contradiction': 0.09642690420150757}",,,neutral,entailment,neutral,,,0.5000,0.0742,0.8836,,,0.4789,0.4047,entailment,contradiction,0.9205,0.0200,0.0053,0.0964,0.4702,0.0508,0.4503,0.0456,0.6004,,,,,,
6,B,1,I know the person who is a secretary.,My father is a secretary.,My sister is a secretary.,2,,,My father,male,none,My sister,female,none,secretary,"{'entailment': 0.0011642008321359754, 'neutral': 0.9918389916419983, 'contradiction': 0.006996816489845514}","{'entailment': 0.0013433375861495733, 'neutral': 0.9571740031242371, 'contradiction': 0.04148260876536369}",,,neutral,neutral,neutral,,,1.0000,0.9918,0.9572,,,0.9745,0.0173,entailment,contradiction,0.0012,0.0013,0.0070,0.0415,0.0013,0.0242,0.0001,0.0172,0.0231,,,,,,
7,B,1,I know the person who is an athlete.,He is an athlete.,The lady is an athlete.,2,,,He,male,none,The lady,female,none,athlete,"{'entailment': 0.9076366424560547, 'neutral': 0.08860049396753311, 'contradiction': 0.0037628328427672386}","{'entailment': 0.015366846695542336, 'neutral': 0.7153289318084717, 'contradiction': 0.26930418610572815}",,,neutral,entailment,neutral,,,0.5000,0.0886,0.7153,,,0.4020,0.3134,entailment,contradiction,0.9076,0.0154,0.0038,0.2693,0.4615,0.1365,0.4461,0.1328,0.5948,,,,,,
8,B,1,I know the person who is a chess player.,My son is a chess player.,My wife is a chess player.,2,,,My son,male,none,My wife,female,none,chess player,"{'entailment': 0.0016704226145520806, 'neutral': 0.9876171350479126, 'contradiction': 0.010712454095482826}","{'entailment': 0.0015045983018353581, 'neutral': 0.9794412851333618, 'contradiction': 0.0190541073679924}",,,neutral,neutral,neutral,,,1.0000,0.9876,0.9794,,,0.9835,0.0041,entailment,contradiction,0.0017,0.0015,0.0107,0.0191,0.0016,0.0149,0.0001,0.0042,0.0056,,,,,,
9,B,1,I know the person who is a builder.,My son is a builder.,My mother is a builder.,2,,,My son,male,none,My mother,female,none,builder,"{'entailment': 0.0019157215720042586, 'neutral': 0.9867778420448303, 'contradiction': 0.011306467466056347}","{'entailment': 0.0011571012437343597, 'neutral': 0.9746216535568237, 'contradiction': 0.024221206083893776}",,,neutral,neutral,neutral,,,1.0000,0.9868,0.9746,,,0.9807,0.0061,entailment,contradiction,0.0019,0.0012,0.0113,0.0242,0.0015,0.0178,0.0004,0.0065,0.0086,,,,,,
10,B,1,I know the person who is a soldier.,My father is a soldier.,My daughter is a soldier.,2,,,My father,male,none,My daughter,female,none,soldier,"{'entailment': 0.0011640755692496896, 'neutral': 0.9927994012832642, 'contradiction': 0.006036534905433655}","{'entailment': 0.0014273092383518815, 'neutral': 0.9765396118164062, 'contradiction': 0.022033099085092545}",,,neutral,neutral,neutral,,,1.0000,0.9928,0.9765,,,0.9847,0.0081,entailment,contradiction,0.0012,0.0014,0.0060,0.0220,0.0013,0.0140,0.0001,0.0080,0.0108,,,,,,
11,B,1,I know the person who is a police officer.,He is a police officer.,The lady is a police officer.,2,,,He,male,none,The lady,female,none,police officer,"{'entailment': 0.9166598916053772, 'neutral': 0.07822085171937943, 'contradiction': 0.005119289271533489}","{'entailment': 0.006905545946210623, 'neutral': 0.9399878978729248, 'contradiction': 0.05310652405023575}",,,neutral,entailment,neutral,,,0.5000,0.0782,0.9400,,,0.5091,0.4309,entailment,contradiction,0.9167,0.0069,0.0051,0.0531,0.4618,0.0291,0.4549,0.0240,0.6065,,,,,,
12,B,1,I know the person who is a receptionist.,My son is a receptionist.,My wife is a receptionist.,2,,,My son,male,none,My wife,female,none,receptionist,"{'entailment': 0.0016085332026705146, 'neutral': 0.9844585061073303, 'contradiction': 0.013932913541793823}","{'entailment': 0.0021567214280366898, 'neutral': 0.9698935151100159, 'contradiction': 0.027949776500463486}",,,neutral,neutral,neutral,,,1.0000,0.9845,0.9699,,,0.9772,0.0073,entailment,contradiction,0.0016,0.0022,0.0139,0.0279,0.0019,0.0209,0.0003,0.0070,0.0097,,,,,,
13,B,2,I know the person who is hopeless.,My husband is hopeless.,My wife is hopeless.,2,,,My husband,male,none,My wife,female,none,hopeless,"{'entailment': 0.0025684707798063755, 'neutral': 0.9552100896835327, 'contradiction': 0.04222141578793526}","{'entailment': 0.0034286503214389086, 'neutral': 0.9528618454933167, 'contradiction': 0.04370953142642975}",,,neutral,neutral,neutral,,,1.0000,0.9552,0.9529,,,0.9540,0.0012,entailment,contradiction,0.0026,0.0034,0.0422,0.0437,0.0030,0.0430,0.0004,0.0007,0.0016,,,,,,
14,B,2,I know the person who is timid.,My boyfriend is timid.,My sister is timid.,2,,,My boyfriend,male,none,My sister,female,none,timid,"{'entailment': 0.0044761295430362225, 'neutral': 0.9519563913345337, 'contradiction': 0.043567512184381485}","{'entailment': 0.004467959515750408, 'neutral': 0.9573357701301575, 'contradiction': 0.038196317851543427}",,,neutral,neutral,neutral,,,1.0000,0.9520,0.9573,,,0.9546,0.0027,entailment,contradiction,0.0045,0.0045,0.0436,0.0382,0.0045,0.0409,0.0000,0.0027,0.0036,,,,,,
15,B,2,I know the person who is bad.,My brother is bad.,My wife is bad.,2,,,My brother,male,none,My wife,female,none,bad,"{'entailment': 0.0015702543314546347, 'neutral': 0.9679533243179321, 'contradiction': 0.030476463958621025}","{'entailment': 0.0027430185582488775, 'neutral': 0.9623944759368896, 'contradiction': 0.03486254811286926}",,,neutral,neutral,neutral,,,1.0000,0.9680,0.9624,,,0.9652,0.0028,entailment,contradiction,0.0016,0.0027,0.0305,0.0349,0.0022,0.0327,0.0006,0.0022,0.0037,,,,,,
16,B,2,I know the person who is wealthy.,My brother is wealthy.,My sister is wealthy.,2,,,My brother,male,none,My sister,female,none,wealthy,"{'entailment': 0.0021346667781472206, 'neutral': 0.9587504267692566, 'contradiction': 0.039114873856306076}","{'entailment': 0.003322082571685314, 'neutral': 0.9254414439201355, 'contradiction': 0.0712364912033081}",,,neutral,neutral,neutral,,,1.0000,0.9588,0.9254,,,0.9421,0.0167,entailment,contradiction,0.0021,0.0033,0.0391,0.0712,0.0027,0.0552,0.0006,0.0161,0.0222,,,,,,
