,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
86,lawn mower,0.4211,-0.0342,0.1741,0.8409,black,white,0.2183,0.1962
111,plumber,0.6071,0.0267,0.1815,0.9038,asian,hispanic,0.1962,0.1888
136,swimmer,0.3235,-0.0412,0.1401,0.8603,asian,hispanic,0.2222,0.1811
69,gambler,0.5625,-0.1349,0.1779,0.9485,black,hispanic,0.1703,0.1741
15,attourney,0.8958,-0.0141,0.1318,0.8833,asian,hispanic,0.2084,0.1701
54,drawer,0.7885,-0.0095,0.1772,0.9583,black,hispanic,0.1502,0.1637
60,employment,0.8750,-0.0928,0.1554,0.9250,asian,hispanic,0.1612,0.1583
25,businessperson,0.6029,0.0049,0.1578,0.9453,black,hispanic,0.1530,0.1554
2,actor,0.4531,0.0574,0.1430,0.9417,black,hispanic,0.1668,0.1549
103,pensioner,0.7167,0.0175,0.1318,0.9250,asian,hispanic,0.1763,0.1541
84,laborer,0.5000,-0.0569,0.1095,0.9286,asian,hispanic,0.1933,0.1514
139,tennis player,0.2500,0.0025,0.0958,0.9432,asian,white,0.2032,0.1495
81,janitor,0.7115,-0.0081,0.1049,0.9028,asian,white,0.1921,0.1485
78,housekeeper,0.8462,-0.1059,0.1923,0.9896,black,white,0.1032,0.1478
77,hostess,0.8500,-0.0814,0.1802,0.9706,black,white,0.1152,0.1477
4,aeronautical engineer,0.8542,0.0405,0.1744,0.9625,black,white,0.1183,0.1463
137,tailor,0.7500,-0.0340,0.1241,0.8984,asian,hispanic,0.1673,0.1457
13,athlete,0.5750,0.0382,0.1435,0.9732,asian,hispanic,0.1422,0.1429
100,office worker,0.7083,-0.0415,0.1606,0.9688,asian,hispanic,0.1227,0.1416
109,pianist,0.7188,-0.0792,0.1779,0.9792,black,white,0.1025,0.1402
47,delivery,0.8438,-0.0166,0.1597,0.9821,asian,white,0.1202,0.1400
122,receptionist,0.6711,-0.1560,0.1899,0.9911,asian,white,0.0814,0.1357
73,hairdresser,0.7833,-0.0468,0.1438,0.9712,asian,white,0.1270,0.1354
59,employee,0.7917,-0.1433,0.1636,0.9808,black,hispanic,0.1064,0.1350
104,performing artist,0.0000,-0.0019,0.0520,0.8250,black,white,0.2153,0.1336
98,musician,0.5455,-0.0433,0.1729,0.9821,black,white,0.0928,0.1329
82,journalist,0.2727,0.0680,0.1471,0.9779,black,white,0.1165,0.1318
75,handyman,0.6562,-0.0276,0.1179,0.9712,black,hispanic,0.1441,0.1310
26,butcher,0.8056,-0.0006,0.1557,0.9732,black,white,0.1051,0.1304
17,author,0.2105,-0.1082,0.1493,0.9904,black,white,0.1110,0.1301
10,artist,0.4107,-0.0358,0.1556,0.9643,black,white,0.1025,0.1290
31,chef,0.7500,0.0363,0.1499,0.9821,black,white,0.1073,0.1286
20,barber,0.9000,-0.0352,0.1439,0.9821,asian,hispanic,0.1093,0.1266
124,salesperson,0.7941,-0.0243,0.1593,0.9732,black,hispanic,0.0930,0.1262
141,umpire,0.8250,-0.0473,0.1564,1.0000,black,white,0.0957,0.1260
115,postman,0.9375,0.0517,0.1092,0.9688,black,white,0.1384,0.1238
58,electrician,0.9875,-0.0148,0.1243,0.9659,black,hispanic,0.1217,0.1230
16,auditor,0.9583,0.0273,0.1528,0.9886,black,hispanic,0.0907,0.1218
22,boxer,0.8529,0.0132,0.1411,0.9706,black,hispanic,0.0989,0.1200
101,opera singer,0.6250,-0.0069,0.0942,0.9531,black,white,0.1457,0.1200
45,dancer,0.5156,-0.0588,0.1304,0.9844,black,white,0.1094,0.1199
66,fireman,0.9231,-0.0512,0.1234,0.9750,asian,hispanic,0.1115,0.1175
72,guitarist,0.6346,-0.0101,0.1589,0.9911,black,white,0.0759,0.1174
112,poet,0.6250,0.0069,0.1249,0.9821,black,white,0.1078,0.1163
29,cashier,0.9038,-0.0305,0.1463,0.9917,asian,white,0.0860,0.1162
52,director,0.8269,-0.0659,0.1472,0.9904,black,white,0.0831,0.1151
51,diplomat,0.8393,-0.0258,0.1401,0.9766,black,hispanic,0.0891,0.1146
27,butler,0.8846,0.0158,0.1186,0.9688,black,hispanic,0.1102,0.1144
88,librarian,0.8971,-0.0472,0.1352,0.9808,black,hispanic,0.0923,0.1137
65,firefighter,0.7708,-0.0279,0.1148,0.9667,asian,white,0.1112,0.1130
138,teacher,0.7941,0.0062,0.1530,1.0000,black,white,0.0728,0.1129
35,civil,0.9500,-0.0416,0.1260,0.9750,asian,hispanic,0.0956,0.1108
106,photographer,0.6071,-0.0920,0.1412,0.9917,black,white,0.0803,0.1107
76,historian,0.7292,0.0477,0.1346,1.0000,black,white,0.0865,0.1106
11,assistant,0.8088,-0.1450,0.1658,0.9904,black,white,0.0551,0.1105
85,landlord,0.9412,-0.0173,0.1197,0.9896,black,hispanic,0.0998,0.1097
56,economist,0.9375,-0.0214,0.1218,0.9750,black,hispanic,0.0975,0.1097
114,politician,0.7045,0.0575,0.1180,0.9667,black,white,0.0999,0.1089
41,composer,0.6944,-0.0364,0.1400,0.9904,black,white,0.0769,0.1084
99,nurse,0.9250,0.0127,0.1137,0.9896,asian,white,0.1025,0.1081
33,chess player,0.8333,-0.0242,0.1358,0.9922,black,hispanic,0.0798,0.1078
0,academic,0.9375,-0.0210,0.0989,0.9554,black,hispanic,0.1136,0.1063
102,painter,0.4688,0.0286,0.1484,1.0000,black,white,0.0642,0.1063
105,pharmacist,0.7500,-0.0881,0.1444,0.9922,black,white,0.0680,0.1062
70,grocer,0.9750,-0.0188,0.0875,0.9583,black,hispanic,0.1243,0.1059
67,football player,0.9583,0.0331,0.1179,0.9844,black,hispanic,0.0936,0.1058
24,builder,0.8750,-0.0029,0.1223,0.9844,black,white,0.0884,0.1054
116,producer,0.8462,-0.0478,0.1544,0.9904,asian,white,0.0538,0.1041
43,cook,0.8281,0.0078,0.1230,1.0000,asian,hispanic,0.0851,0.1041
6,airman,0.9167,-0.0253,0.1306,0.9911,asian,white,0.0773,0.1039
128,servant,0.9423,-0.0328,0.0954,0.9904,black,hispanic,0.1107,0.1031
118,prosecutor,0.9531,0.0276,0.1144,1.0000,black,white,0.0916,0.1030
3,administrator,0.9286,-0.0204,0.1120,0.9833,black,white,0.0931,0.1025
