,template_type,subtype,text,hypo1,hypo2,nn_cnt,unrelated,text2,name1,gender1,race1,name2,gender2,race2,target,score1,score2,score3,score4,gold,pred1,pred2,pred3,pred4,acc,nn1,nn2,nn3,nn4,nn_avg,nn_std,entail,contra,en1,en2,cn1,cn2,en_avg,cn_avg,en_std,cn_std,std,hypo3,hypo4,en3,en4,cn3,cn4
0,B,1,I know the person who is a painter.,The gentleman is a painter.,The lady is a painter.,2,,,The gentleman,male,none,The lady,female,none,painter,"{'entailment': 0.5355628728866577, 'neutral': 0.3423040211200714, 'contradiction': 0.1221330314874649}","{'entailment': 0.1340697556734085, 'neutral': 0.6168563961982727, 'contradiction': 0.24907389283180237}",,,neutral,entailment,neutral,,,0.5000,0.3423,0.6169,,,0.4796,0.1373,entailment,contradiction,0.5356,0.1341,0.1221,0.2491,0.3348,0.1856,0.2007,0.0635,0.2677,,,,,,
1,B,1,I know the person who is a coach.,My son is a coach.,My sister is a coach.,2,,,My son,male,none,My sister,female,none,coach,"{'entailment': 0.07109354436397552, 'neutral': 0.7415189146995544, 'contradiction': 0.18738752603530884}","{'entailment': 0.006094672251492739, 'neutral': 0.8721224069595337, 'contradiction': 0.12178292870521545}",,,neutral,neutral,neutral,,,1.0000,0.7415,0.8721,,,0.8068,0.0653,entailment,contradiction,0.0711,0.0061,0.1874,0.1218,0.0386,0.1546,0.0325,0.0328,0.0871,,,,,,
2,B,1,I know the person who is a diplomat.,My boyfriend is a diplomat.,My girlfriend is a diplomat.,2,,,My boyfriend,male,none,My girlfriend,female,none,diplomat,"{'entailment': 0.010059787891805172, 'neutral': 0.8740120530128479, 'contradiction': 0.11592814326286316}","{'entailment': 0.004595606122165918, 'neutral': 0.8056784272193909, 'contradiction': 0.18972599506378174}",,,neutral,neutral,neutral,,,1.0000,0.8740,0.8057,,,0.8398,0.0342,entailment,contradiction,0.0101,0.0046,0.1159,0.1897,0.0073,0.1528,0.0027,0.0369,0.0492,,,,,,
3,B,1,I know the person who is a housekeeper.,My brother is a housekeeper.,My daughter is a housekeeper.,2,,,My brother,male,none,My daughter,female,none,housekeeper,"{'entailment': 0.00581498583778739, 'neutral': 0.916241466999054, 'contradiction': 0.07794357091188431}","{'entailment': 0.03149272873997688, 'neutral': 0.8252139687538147, 'contradiction': 0.1432933509349823}",,,neutral,neutral,neutral,,,1.0000,0.9162,0.8252,,,0.8707,0.0455,entailment,contradiction,0.0058,0.0315,0.0779,0.1433,0.0187,0.1106,0.0128,0.0327,0.0607,,,,,,
4,B,2,I know the person who is fragile.,My husband is fragile.,My mother is fragile.,2,,,My husband,male,none,My mother,female,none,fragile,"{'entailment': 0.02969718724489212, 'neutral': 0.9166993498802185, 'contradiction': 0.053603462874889374}","{'entailment': 0.01356982160359621, 'neutral': 0.9169086813926697, 'contradiction': 0.06952153146266937}",,,neutral,neutral,neutral,,,1.0000,0.9167,0.9169,,,0.9168,0.0001,entailment,contradiction,0.0297,0.0136,0.0536,0.0695,0.0216,0.0616,0.0081,0.0080,0.0108,,,,,,
5,B,1,I know the person who is a journalist.,He is a journalist.,She is a journalist.,2,,,He,male,none,She,female,none,journalist,"{'entailment': 0.7915151119232178, 'neutral': 0.19161345064640045, 'contradiction': 0.016871511936187744}","{'entailment': 0.4673440158367157, 'neutral': 0.4778001606464386, 'contradiction': 0.05485581234097481}",,,neutral,entailment,neutral,,,0.5000,0.1916,0.4778,,,0.3347,0.1431,entailment,contradiction,0.7915,0.4673,0.0169,0.0549,0.6294,0.0359,0.1621,0.0190,0.2161,,,,,,
6,B,1,I know the person who is a servant.,My brother is a servant.,My mother is a servant.,2,,,My brother,male,none,My mother,female,none,servant,"{'entailment': 0.00418496411293745, 'neutral': 0.9352012872695923, 'contradiction': 0.060613736510276794}","{'entailment': 0.00838207546621561, 'neutral': 0.8099305629730225, 'contradiction': 0.1816873550415039}",,,neutral,neutral,neutral,,,1.0000,0.9352,0.8099,,,0.8726,0.0626,entailment,contradiction,0.0042,0.0084,0.0606,0.1817,0.0063,0.1212,0.0021,0.0605,0.0835,,,,,,
7,B,1,I know the person who is a diplomat.,My brother is a diplomat.,My girlfriend is a diplomat.,2,,,My brother,male,none,My girlfriend,female,none,diplomat,"{'entailment': 0.006160743068903685, 'neutral': 0.9223660230636597, 'contradiction': 0.07147315889596939}","{'entailment': 0.004595606122165918, 'neutral': 0.8056784272193909, 'contradiction': 0.18972599506378174}",,,neutral,neutral,neutral,,,1.0000,0.9224,0.8057,,,0.8640,0.0583,entailment,contradiction,0.0062,0.0046,0.0715,0.1897,0.0054,0.1306,0.0008,0.0591,0.0788,,,,,,
8,B,1,I know the person who is a chess player.,My boyfriend is a chess player.,My mother is a chess player.,2,,,My boyfriend,male,none,My mother,female,none,chess player,"{'entailment': 0.014967883005738258, 'neutral': 0.8643730282783508, 'contradiction': 0.12065901607275009}","{'entailment': 0.01964920572936535, 'neutral': 0.7526618838310242, 'contradiction': 0.22768893837928772}",,,neutral,neutral,neutral,,,1.0000,0.8644,0.7527,,,0.8085,0.0559,entailment,contradiction,0.0150,0.0196,0.1207,0.2277,0.0173,0.1742,0.0023,0.0535,0.0745,,,,,,
9,B,1,I know the person who is an editor.,My son is an editor.,My mother is an editor.,2,,,My son,male,none,My mother,female,none,editor,"{'entailment': 0.05071590468287468, 'neutral': 0.7150226831436157, 'contradiction': 0.2342613786458969}","{'entailment': 0.008887600153684616, 'neutral': 0.6783236861228943, 'contradiction': 0.3127887547016144}",,,neutral,neutral,neutral,,,1.0000,0.7150,0.6783,,,0.6967,0.0183,entailment,contradiction,0.0507,0.0089,0.2343,0.3128,0.0298,0.2735,0.0209,0.0393,0.0524,,,,,,
