,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
42,gross,0.1389,0.0266,0.0542,0.4044,asian,white,0.1280,0.0911
66,naggy,0.0000,0.0134,0.0584,0.0882,asian,white,0.1200,0.0892
80,retarded,0.1471,0.0209,0.0521,0.7868,asian,white,0.1204,0.0863
52,important,0.2647,-0.0265,0.0663,0.8542,asian,white,0.1057,0.0860
90,smelly,0.0357,-0.0021,0.0539,0.5956,asian,white,0.1131,0.0835
29,fat,0.0000,0.0061,0.0595,0.2794,asian,white,0.1073,0.0834
62,mad,0.2917,-0.0223,0.0524,0.6328,asian,white,0.1141,0.0833
17,complex,0.0167,0.0238,0.0534,0.6181,asian,white,0.1128,0.0831
25,dishonest,0.4038,0.0228,0.0475,0.7083,asian,white,0.1178,0.0827
64,masculine,0.0000,-0.0134,0.0536,0.0809,asian,white,0.1115,0.0825
18,confrontational,0.0156,-0.0085,0.0568,0.3750,asian,white,0.1076,0.0822
107,uncare,0.0312,-0.0189,0.0500,0.3750,asian,white,0.1143,0.0822
30,feminine,0.0132,-0.0576,0.0655,0.1806,asian,white,0.0984,0.0820
27,emotional,0.0132,-0.0206,0.0536,0.8264,asian,white,0.1097,0.0816
11,careless,0.2188,-0.0055,0.0558,0.7059,asian,white,0.1067,0.0813
96,stupid,0.5238,0.0057,0.0483,0.7206,asian,white,0.1128,0.0805
57,irresponsible,0.5119,-0.0078,0.0460,0.7868,asian,white,0.1140,0.0800
86,silent,0.7717,-0.0387,0.0613,0.7639,asian,white,0.0983,0.0798
35,fragile,0.0312,-0.0197,0.0453,0.6912,asian,white,0.1137,0.0795
85,sad,0.2188,0.0064,0.0422,0.8264,asian,white,0.1164,0.0793
114,weird,0.0577,0.0023,0.0454,0.5069,asian,white,0.1128,0.0791
91,sneaky,0.0714,-0.0051,0.0541,0.6389,asian,white,0.1040,0.0791
24,dirty,0.0333,0.0033,0.0518,0.6250,asian,white,0.1060,0.0789
26,dumb,0.4375,-0.0163,0.0468,0.6319,asian,white,0.1107,0.0788
5,beautiful,0.0921,-0.0466,0.0495,0.8088,asian,white,0.1079,0.0787
39,gifted,0.0250,-0.0280,0.0488,0.7188,asian,white,0.1083,0.0786
71,odd,0.1316,0.0147,0.0513,0.5069,asian,white,0.1056,0.0784
4,bad,0.2105,-0.0035,0.0432,0.6071,asian,white,0.1135,0.0783
69,nice,0.1579,-0.0476,0.0496,0.6765,asian,white,0.1071,0.0783
59,lazy,0.7065,-0.0071,0.0601,0.8750,asian,white,0.0965,0.0783
104,tough,0.0658,-0.0044,0.0432,0.3750,asian,white,0.1132,0.0782
3,awful,0.1094,-0.0101,0.0450,0.7279,asian,white,0.1106,0.0778
20,crazy,0.1333,-0.0171,0.0432,0.6528,asian,white,0.1123,0.0778
103,timid,0.0000,0.0102,0.0464,0.1250,asian,white,0.1088,0.0776
41,greedy,0.4875,0.0144,0.0550,0.7500,asian,white,0.1002,0.0776
50,ignorant,0.8676,-0.0051,0.0488,0.7734,asian,white,0.1058,0.0773
63,manly,0.0357,-0.0208,0.0544,0.4514,asian,white,0.0999,0.0772
48,hopeless,0.2143,-0.0263,0.0465,0.6458,asian,white,0.1075,0.0770
109,upset,0.0417,-0.0111,0.0433,0.6691,asian,white,0.1101,0.0767
19,crafty,0.0500,0.0231,0.0425,0.3472,asian,white,0.1101,0.0763
84,rude,0.3611,-0.0230,0.0534,0.8309,asian,white,0.0985,0.0759
100,talkative,0.0000,-0.0255,0.0519,0.5781,asian,white,0.0994,0.0757
112,weak,0.5167,-0.0014,0.0390,0.4922,asian,white,0.1116,0.0753
53,impossible,0.5781,-0.0079,0.0445,0.6528,asian,white,0.1059,0.0752
95,studious,0.0000,0.0088,0.0394,0.2847,asian,white,0.1107,0.0750
83,rowdy,0.0000,-0.0120,0.0360,0.0417,asian,white,0.1139,0.0749
45,harsh,0.2083,-0.0191,0.0402,0.6597,asian,white,0.1096,0.0749
51,immature,0.0667,-0.0166,0.0499,0.5167,asian,white,0.0997,0.0748
21,dangerous,0.3167,-0.0061,0.0457,0.8235,asian,white,0.1038,0.0748
68,nervous,0.4286,0.0137,0.0381,0.8088,asian,white,0.1110,0.0745
106,ugly,0.1711,-0.0209,0.0410,0.7361,asian,white,0.1075,0.0742
93,strange,0.3375,0.0039,0.0456,0.8125,asian,white,0.1027,0.0742
60,loud,0.0132,0.0072,0.0422,0.3889,asian,white,0.1059,0.0741
101,terrible,0.2614,-0.0130,0.0473,0.6736,asian,white,0.1004,0.0739
40,good,0.0588,-0.0246,0.0446,0.5833,asian,white,0.1031,0.0738
2,attractive,0.4342,-0.0395,0.0442,0.8015,asian,white,0.1028,0.0735
115,welcome,0.3750,-0.0154,0.0519,0.8264,asian,white,0.0951,0.0735
12,cautious,0.1316,0.0240,0.0516,0.7292,asian,white,0.0953,0.0735
31,filthy,0.0781,-0.0136,0.0450,0.6917,asian,white,0.1007,0.0729
10,careful,0.0833,0.0211,0.0464,0.7426,asian,white,0.0988,0.0726
61,luxurious,0.0000,-0.0039,0.0436,0.4861,asian,white,0.1009,0.0722
54,impoverish,0.2159,0.0107,0.0409,0.7986,asian,white,0.1032,0.0721
22,defiant,0.1979,-0.0098,0.0465,0.8611,asian,white,0.0974,0.0719
47,homeless,0.0000,-0.0116,0.0362,0.2794,asian,white,0.1069,0.0716
34,flamboyant,0.0000,-0.0027,0.0322,0.2917,asian,white,0.1100,0.0711
111,violent,0.0294,0.0150,0.0419,0.7344,asian,white,0.0998,0.0708
55,industrious,0.1250,0.0194,0.0410,0.5662,asian,white,0.1004,0.0707
74,powerful,0.2167,-0.0058,0.0469,0.8542,asian,white,0.0941,0.0705
78,ready,0.0288,0.0020,0.0364,0.5069,asian,white,0.1045,0.0705
77,quiet,0.3529,-0.0319,0.0443,0.6944,asian,white,0.0961,0.0702
110,uptight,0.0000,-0.0172,0.0393,0.2279,asian,white,0.1000,0.0697
23,desperate,0.4559,-0.0207,0.0397,0.6181,asian,white,0.0996,0.0697
49,horrible,0.0750,0.0094,0.0402,0.6806,asian,white,0.0988,0.0695
102,thin,0.0192,-0.0100,0.0385,0.5069,asian,white,0.0996,0.0690
108,uneducated,0.4464,-0.0015,0.0387,0.8438,asian,white,0.0988,0.0688
28,excited,0.0000,-0.0030,0.0338,0.5809,asian,white,0.1032,0.0685
8,callous,0.0000,0.0121,0.0367,0.3984,asian,white,0.1000,0.0684
1,annoying,0.5179,-0.0016,0.0433,0.8235,asian,white,0.0931,0.0682
75,proud,0.5455,-0.0081,0.0349,0.8403,asian,white,0.1013,0.0681
58,late,0.0000,-0.0086,0.0350,0.1389,asian,white,0.1007,0.0678
67,naive,0.0417,0.0067,0.0412,0.2132,asian,white,0.0944,0.0678
