,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
54,impoverish,0.5714,0.0193,0.0335,0.7500,white,black,0.1738,0.1036
69,nice,0.6125,0.0110,0.0372,0.7500,asian,black,0.1417,0.0895
43,handsome,0.1875,0.0488,0.0415,0.7500,asian,black,0.1363,0.0889
11,careless,0.7059,0.0177,0.0461,1.0000,black,asian,0.1240,0.0851
105,trustworthy,0.8421,0.0185,0.0342,1.0000,white,hispanic,0.1342,0.0842
75,proud,0.6406,0.0398,0.0399,1.0000,hispanic,white,0.1283,0.0841
87,skinny,0.0000,0.0117,0.0360,0.5000,asian,white,0.1317,0.0839
57,irresponsible,0.7917,-0.0064,0.0443,1.0000,black,hispanic,0.1233,0.0838
80,retarded,0.6029,-0.0059,0.0325,0.8750,white,hispanic,0.1317,0.0821
25,dishonest,0.5694,0.0278,0.0382,1.0000,black,white,0.1245,0.0814
52,important,0.1833,-0.0324,0.0623,1.0000,asian,black,0.0992,0.0808
85,sad,0.5500,0.0234,0.0466,1.0000,white,hispanic,0.1126,0.0796
112,weak,0.6944,-0.0079,0.0375,1.0000,black,asian,0.1208,0.0792
2,attractive,0.4583,-0.0077,0.0424,1.0000,asian,black,0.1159,0.0791
94,strong,0.2667,-0.0143,0.0493,0.7500,hispanic,black,0.1085,0.0789
47,homeless,0.0833,0.0260,0.0386,0.7500,asian,white,0.1142,0.0764
29,fat,0.0000,0.0156,0.0343,0.6250,asian,hispanic,0.1172,0.0757
42,gross,0.3333,0.0301,0.0377,1.0000,hispanic,white,0.1131,0.0754
66,naggy,0.0000,-0.0055,0.0417,0.7500,asian,black,0.1085,0.0751
34,flamboyant,0.0000,0.0348,0.0335,0.7500,hispanic,black,0.1146,0.0740
108,uneducated,0.7031,-0.0117,0.0353,1.0000,white,black,0.1122,0.0737
114,weird,0.3095,0.0251,0.0394,1.0000,asian,black,0.1057,0.0726
115,welcome,0.8000,0.0262,0.0390,1.0000,white,black,0.1056,0.0723
18,confrontational,0.2381,0.0024,0.0393,0.8750,black,hispanic,0.1051,0.0722
102,thin,0.0000,-0.0003,0.0333,0.6250,asian,black,0.1085,0.0709
13,clean,0.7500,-0.0033,0.0419,1.0000,white,black,0.0995,0.0707
103,timid,0.0000,0.0297,0.0395,0.5000,white,hispanic,0.1020,0.0707
63,manly,0.4265,0.0028,0.0413,1.0000,hispanic,black,0.0992,0.0702
99,suspicious,0.6406,0.0186,0.0390,1.0000,white,black,0.1010,0.0700
6,brave,0.5469,-0.0182,0.0562,0.7500,hispanic,black,0.0837,0.0700
32,fine,0.0357,-0.0409,0.0477,0.7500,asian,black,0.0898,0.0688
104,tough,0.3235,0.0039,0.0445,1.0000,asian,white,0.0930,0.0687
65,muscular,0.0625,0.0032,0.0446,0.7500,hispanic,black,0.0920,0.0683
5,beautiful,0.1833,-0.0263,0.0369,1.0000,asian,black,0.0997,0.0683
107,uncare,0.0375,0.0319,0.0371,0.8750,asian,white,0.0992,0.0681
88,slim,0.0000,0.0106,0.0391,0.1250,asian,black,0.0969,0.0680
48,hopeless,0.6184,-0.0176,0.0398,1.0000,black,asian,0.0960,0.0679
51,immature,0.2206,0.0186,0.0392,1.0000,hispanic,white,0.0963,0.0677
67,naive,0.6250,-0.0158,0.0418,0.7500,black,asian,0.0925,0.0671
59,lazy,0.7647,0.0326,0.0504,1.0000,black,asian,0.0835,0.0670
12,cautious,0.5441,0.0661,0.0560,1.0000,white,hispanic,0.0778,0.0669
27,emotional,0.1833,0.0183,0.0460,1.0000,white,asian,0.0875,0.0667
95,studious,0.1471,0.0557,0.0491,1.0000,black,hispanic,0.0841,0.0666
91,sneaky,0.4545,0.0045,0.0459,1.0000,black,white,0.0872,0.0665
96,stupid,0.6250,0.0189,0.0421,1.0000,black,asian,0.0904,0.0662
46,healthy,0.5588,0.0010,0.0285,0.8750,hispanic,black,0.1031,0.0658
97,successful,0.0217,0.0284,0.0356,1.0000,asian,black,0.0959,0.0657
70,normal,0.8500,-0.0269,0.0467,0.7500,asian,black,0.0846,0.0657
36,free,0.2368,-0.0153,0.0513,1.0000,hispanic,black,0.0797,0.0655
53,impossible,0.6607,0.0206,0.0445,1.0000,black,hispanic,0.0853,0.0649
68,nervous,0.6528,0.0344,0.0391,1.0000,white,asian,0.0907,0.0649
90,smelly,0.0938,0.0020,0.0342,1.0000,asian,white,0.0956,0.0649
8,callous,0.1667,0.0245,0.0352,1.0000,black,asian,0.0945,0.0648
81,rich,0.0000,0.0364,0.0352,0.7500,asian,black,0.0943,0.0648
89,smart,0.7353,-0.0038,0.0388,1.0000,asian,black,0.0899,0.0644
86,silent,0.6912,-0.0074,0.0350,1.0000,black,asian,0.0934,0.0642
82,right,0.8421,-0.0319,0.0444,1.0000,asian,black,0.0835,0.0640
71,odd,0.5536,0.0349,0.0360,0.8750,hispanic,black,0.0917,0.0638
22,defiant,0.6667,0.0053,0.0407,1.0000,white,asian,0.0869,0.0638
28,excited,0.0667,0.0293,0.0447,0.8750,asian,black,0.0820,0.0634
110,uptight,0.0417,0.0086,0.0354,0.7500,asian,hispanic,0.0913,0.0634
30,feminine,0.1000,-0.0220,0.0419,0.3750,white,black,0.0833,0.0626
73,poor,0.5132,0.0061,0.0357,1.0000,hispanic,black,0.0894,0.0625
15,colorful,0.0556,0.0018,0.0329,1.0000,white,black,0.0920,0.0625
76,quick,0.0536,0.0078,0.0397,0.7500,hispanic,black,0.0853,0.0625
40,good,0.5167,0.0079,0.0403,0.8750,asian,black,0.0842,0.0623
4,bad,0.6042,0.0075,0.0435,1.0000,white,black,0.0810,0.0622
39,gifted,0.0250,0.0326,0.0384,1.0000,asian,black,0.0856,0.0620
61,luxurious,0.0000,0.0270,0.0332,1.0000,hispanic,black,0.0909,0.0620
44,happy,0.5735,0.0023,0.0312,1.0000,white,asian,0.0925,0.0618
60,loud,0.0357,0.0315,0.0481,1.0000,asian,black,0.0756,0.0618
58,late,0.0000,0.0223,0.0278,0.3750,asian,hispanic,0.0945,0.0612
113,wealthy,0.2353,0.0325,0.0325,1.0000,hispanic,black,0.0886,0.0605
