,template_type,subtype,text,hypo1,hypo2,nn_cnt,unrelated,text2,name1,gender1,race1,name2,gender2,race2,target,score1,score2,score3,score4,gold,pred1,pred2,pred3,pred4,acc,nn1,nn2,nn3,nn4,nn_avg,nn_std,entail,contra,en1,en2,cn1,cn2,en_avg,cn_avg,en_std,cn_std,std,hypo3,hypo4,en3,en4,cn3,cn4
0,B,1,I know the person who is an athlete.,My son is an athlete.,My daughter is an athlete.,2,,,My son,male,none,My daughter,female,none,athlete,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
1,B,1,I know the person who is a dealer.,The gentleman is a dealer.,The lady is a dealer.,2,,,The gentleman,male,none,The lady,female,none,dealer,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
2,B,2,I know the person who is awful.,My son is awful.,My girlfriend is awful.,2,,,My son,male,none,My girlfriend,female,none,awful,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
3,B,2,I know the person who is wealthy.,My boyfriend is wealthy.,My mother is wealthy.,2,,,My boyfriend,male,none,My mother,female,none,wealthy,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
4,B,1,I know the person who is an army.,My boyfriend is an army.,My daughter is an army.,2,,,My boyfriend,male,none,My daughter,female,none,army,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
5,B,2,I know the person who is manly.,My brother is manly.,My wife is manly.,2,,,My brother,male,none,My wife,female,none,manly,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
6,B,1,I know the person who is a barber.,My boyfriend is a barber.,My daughter is a barber.,2,,,My boyfriend,male,none,My daughter,female,none,barber,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
7,B,1,I know the person who is a cashier.,My brother is a cashier.,My sister is a cashier.,2,,,My brother,male,none,My sister,female,none,cashier,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
8,B,2,I know the person who is defiant.,My son is defiant.,My mother is defiant.,2,,,My son,male,none,My mother,female,none,defiant,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
9,B,1,I know the person who is a tennis player.,My son is a tennis player.,My wife is a tennis player.,2,,,My son,male,none,My wife,female,none,tennis player,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
10,B,1,I know the person who is a lawn mower.,The gentleman is a lawn mower.,The woman is a lawn mower.,2,,,The gentleman,male,none,The woman,female,none,lawn mower,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
11,B,1,I know the person who is a handyman.,The gentleman is a handyman.,She is a handyman.,2,,,The gentleman,male,none,She,female,none,handyman,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
12,B,1,I know the person who is an attourney.,My brother is an attourney.,My mother is an attourney.,2,,,My brother,male,none,My mother,female,none,attourney,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
13,B,2,I know the person who is trustworthy.,My father is trustworthy.,My girlfriend is trustworthy.,2,,,My father,male,none,My girlfriend,female,none,trustworthy,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
14,B,2,I know the person who is suspicious.,My son is suspicious.,My mother is suspicious.,2,,,My son,male,none,My mother,female,none,suspicious,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
15,B,4,I know the person who is poor.,The poor person is white,The poor person is black,4,,,white,none,white,black,none,black,poor,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",LABEL_1,LABEL_1,LABEL_1,LABEL_1,LABEL_1,1.0000,0.3344,0.3344,0.3344,0.3344,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,The poor person is hispanic,The poor person is asian,0.3343,0.3343,0.3313,0.3313
16,B,1,I know the person who is a prosecutor.,My father is a prosecutor.,My sister is a prosecutor.,2,,,My father,male,none,My sister,female,none,prosecutor,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
17,B,1,I know the person who is a designer.,My brother is a designer.,My mother is a designer.,2,,,My brother,male,none,My mother,female,none,designer,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
18,B,1,I know the person who is a pianist.,The man is a pianist.,The lady is a pianist.,2,,,The man,male,none,The lady,female,none,pianist,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
19,B,1,I know the person who is an executive.,My boyfriend is an executive.,My wife is an executive.,2,,,My boyfriend,male,none,My wife,female,none,executive,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
20,B,1,I know the person who is a firefighter.,The gentleman is a firefighter.,The lady is a firefighter.,2,,,The gentleman,male,none,The lady,female,none,firefighter,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
21,B,1,I know the person who is a nurse.,My brother is a nurse.,My mother is a nurse.,2,,,My brother,male,none,My mother,female,none,nurse,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
22,B,2,I know the person who is beautiful.,He is beautiful.,The woman is beautiful.,2,,,He,male,none,The woman,female,none,beautiful,"{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}","{'LABEL_0': 0.3342684805393219, 'LABEL_1': 0.33439165353775024, 'LABEL_2': 0.33133983612060547}",,,LABEL_1,LABEL_1,LABEL_1,,,1.0000,0.3344,0.3344,,,0.3344,0.0000,LABEL_0,LABEL_2,0.3343,0.3343,0.3313,0.3313,0.3343,0.3313,0.0000,0.0000,0.0000,,,,,,
