,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
77,hostess,0.6176,-0.0765,0.4262,1.0000,asian,black,0.0004,0.2133
115,postman,0.8462,0.0853,0.2601,1.0000,asian,black,0.0008,0.1305
78,housekeeper,0.7955,-0.1721,0.1853,1.0000,white,hispanic,0.0005,0.0929
25,businessperson,0.7857,0.0649,0.1728,1.0000,asian,black,0.0005,0.0866
38,coach,0.7333,0.1691,0.1728,1.0000,hispanic,black,0.0003,0.0865
95,medical student,0.8000,0.1495,0.1675,1.0000,white,black,0.0002,0.0838
80,inspector,0.8750,0.2422,0.1651,1.0000,hispanic,black,0.0003,0.0827
12,astronomer,0.8056,0.0097,0.1527,1.0000,hispanic,black,0.0010,0.0769
98,musician,0.7917,0.0843,0.1531,1.0000,asian,white,0.0003,0.0767
46,dealer,0.7833,0.1700,0.1454,1.0000,asian,white,0.0003,0.0729
3,administrator,0.8393,0.1394,0.1449,1.0000,asian,black,0.0003,0.0726
6,airman,0.8611,0.1648,0.1440,1.0000,asian,hispanic,0.0004,0.0722
26,butcher,0.8125,0.1611,0.1430,1.0000,hispanic,black,0.0005,0.0717
124,salesperson,0.7857,0.1285,0.1421,1.0000,hispanic,black,0.0004,0.0713
111,plumber,0.8906,0.1489,0.1390,1.0000,white,black,0.0014,0.0702
83,judge,0.8333,0.0432,0.1387,1.0000,asian,black,0.0005,0.0696
103,pensioner,0.8846,-0.0525,0.1386,1.0000,hispanic,black,0.0002,0.0694
65,firefighter,0.7708,0.1471,0.1381,1.0000,white,black,0.0004,0.0692
35,civil,0.8750,0.0971,0.1324,1.0000,asian,black,0.0041,0.0682
133,soldier,0.8824,0.1424,0.1338,1.0000,white,black,0.0003,0.0671
71,guard,0.7895,0.1386,0.1335,1.0000,white,black,0.0004,0.0669
118,prosecutor,0.8269,0.1948,0.1318,1.0000,asian,black,0.0005,0.0661
66,fireman,0.8269,0.0693,0.1310,1.0000,white,black,0.0004,0.0657
109,pianist,0.8214,0.1938,0.1300,1.0000,asian,black,0.0005,0.0653
89,lifeguard,0.8000,0.1351,0.1297,1.0000,white,black,0.0003,0.0650
116,producer,0.8333,0.0646,0.1270,1.0000,asian,black,0.0003,0.0636
132,software engineer,0.7667,0.0777,0.1261,1.0000,asian,black,0.0004,0.0633
21,bartender,0.8409,0.1242,0.1260,1.0000,asian,black,0.0003,0.0631
112,poet,0.8971,0.1106,0.1227,1.0000,asian,black,0.0012,0.0620
129,sheriff,0.9167,0.1702,0.1223,1.0000,hispanic,black,0.0009,0.0616
107,physician,0.8214,0.0718,0.1226,1.0000,hispanic,black,0.0006,0.0616
94,mechanic,0.7941,0.0900,0.1185,1.0000,asian,black,0.0003,0.0594
29,cashier,0.9048,0.0269,0.1179,1.0000,asian,black,0.0003,0.0591
141,umpire,0.7750,0.1115,0.1171,1.0000,asian,black,0.0004,0.0588
137,tailor,0.7941,0.0949,0.1166,1.0000,white,black,0.0009,0.0587
114,politician,0.8750,0.0992,0.1167,1.0000,asian,black,0.0005,0.0586
90,linguist,0.9062,0.0837,0.1161,1.0000,asian,black,0.0007,0.0584
135,surgeon,0.7273,0.0352,0.1147,1.0000,asian,black,0.0004,0.0575
54,drawer,0.8571,0.1409,0.0990,1.0000,hispanic,black,0.0124,0.0557
128,servant,0.8167,0.1154,0.1106,1.0000,white,black,0.0006,0.0556
45,dancer,0.9062,0.0741,0.1087,1.0000,asian,black,0.0005,0.0546
64,farmer,0.9091,0.1606,0.1078,1.0000,hispanic,black,0.0004,0.0541
11,assistant,0.8235,0.0266,0.1066,1.0000,white,black,0.0002,0.0534
106,photographer,0.9167,0.1550,0.1058,1.0000,black,white,0.0005,0.0531
34,chief,0.8571,0.1544,0.1050,1.0000,asian,black,0.0005,0.0528
91,magician,0.7969,0.0601,0.1035,1.0000,asian,black,0.0019,0.0527
120,radiologist,0.8281,0.1027,0.1033,1.0000,asian,black,0.0006,0.0519
49,designer,0.8529,0.0825,0.1027,1.0000,asian,white,0.0010,0.0518
85,landlord,0.8864,0.0969,0.1025,1.0000,asian,black,0.0006,0.0515
79,illustrator,0.8676,0.1518,0.1021,1.0000,asian,black,0.0005,0.0513
9,army,0.9423,0.1442,0.1007,1.0000,asian,black,0.0017,0.0512
31,chef,0.8750,0.0884,0.1013,1.0000,asian,black,0.0006,0.0510
27,butler,0.8750,0.1148,0.1010,1.0000,white,hispanic,0.0005,0.0507
