,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
140,theologian,0.7857,0.1119,0.1797,0.7500,asian,white,0.3711,0.2754
77,hostess,0.8125,0.0945,0.2255,0.8750,asian,white,0.2697,0.2476
58,electrician,0.9545,0.0464,0.0578,0.7500,asian,white,0.3992,0.2285
59,employee,0.7083,0.0689,0.2053,0.7500,asian,white,0.2515,0.2284
41,composer,0.8250,0.2262,0.1780,0.8750,asian,white,0.2713,0.2247
65,firefighter,0.7667,0.1537,0.1918,0.8750,asian,white,0.2478,0.2198
21,bartender,0.8393,0.1919,0.1585,0.8750,asian,white,0.2751,0.2168
20,barber,0.7727,0.0895,0.1532,0.7500,asian,white,0.2790,0.2161
13,athlete,0.7500,0.1026,0.1514,0.7500,asian,white,0.2796,0.2155
130,singer,0.8594,0.1238,0.1396,0.8750,asian,white,0.2863,0.2130
6,airman,0.7632,0.1755,0.1827,0.8750,asian,white,0.2286,0.2056
45,dancer,0.8846,0.0426,0.1354,0.8750,asian,white,0.2727,0.2041
85,landlord,0.8500,0.0519,0.1193,0.8750,asian,white,0.2853,0.2023
139,tennis player,0.7857,0.1011,0.1910,1.0000,asian,white,0.2132,0.2021
47,delivery,0.8750,-0.0171,0.1346,0.8750,asian,white,0.2640,0.1993
5,agent,0.8750,0.0781,0.1475,0.8750,asian,white,0.2506,0.1991
27,butler,0.8167,0.1240,0.1265,0.8750,asian,white,0.2712,0.1988
116,producer,0.8824,0.1091,0.1227,0.8750,asian,white,0.2738,0.1982
89,lifeguard,0.7917,-0.1851,0.1406,0.8750,asian,white,0.2559,0.1982
64,farmer,0.8281,0.1351,0.1284,0.8750,asian,white,0.2679,0.1982
55,driver,0.8571,-0.0032,0.1299,0.8750,asian,white,0.2662,0.1981
113,police officer,0.6944,0.1901,0.1765,0.8750,asian,white,0.2179,0.1972
22,boxer,0.8125,0.1499,0.1318,0.8750,asian,white,0.2620,0.1969
17,author,0.8077,0.0893,0.1137,0.8750,asian,white,0.2780,0.1959
66,fireman,0.8462,0.0871,0.1303,0.8750,asian,white,0.2613,0.1958
35,civil,0.8281,0.0988,0.1515,0.8750,asian,white,0.2391,0.1953
38,coach,0.8846,0.0744,0.1183,0.7500,asian,white,0.2719,0.1951
8,architect,0.8500,0.0846,0.1419,0.8750,asian,white,0.2474,0.1946
72,guitarist,0.7885,-0.0704,0.1028,0.8750,asian,white,0.2849,0.1938
60,employment,0.9333,-0.0090,0.0870,0.7500,asian,white,0.2990,0.1930
24,builder,0.9333,0.1498,0.1115,0.8750,asian,white,0.2718,0.1917
109,pianist,0.9167,0.0078,0.1163,0.8750,asian,white,0.2665,0.1914
106,photographer,0.9545,0.0557,0.0986,0.8750,asian,white,0.2825,0.1906
31,chef,0.9038,-0.0047,0.0810,0.7500,asian,white,0.2997,0.1904
62,entrepreneur,0.9375,0.1033,0.1079,0.7500,asian,white,0.2713,0.1896
57,editor,0.9231,0.0085,0.1018,0.8750,asian,white,0.2766,0.1892
40,commander,0.8214,0.0828,0.1330,0.8750,asian,white,0.2445,0.1887
2,actor,0.8500,-0.0762,0.1563,0.8750,asian,hispanic,0.2201,0.1882
