,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
template,A1,A2,A3,A4,A,B1,B2,B3,B4,B,C1,C2,C3,C4,C,Gender,Race-AB,Race-C
en1,0.2766682114226278,0.21059217423945664,0.008302713608251177,0.005758143828956988,0.12533031077482315,0.2553279928052798,0.18596175395883618,0.004416207796041394,0.0028120730080288545,0.11212950689204657,0.009817964620293771,0.006851838623829694,0.0443461123697098,0.022777876709160857,0.02094844808074853,0.1637857015693673,0.005322284560319603,0.014814857666495276
nn1,0.5450245173545555,0.7067205744786188,0.831816531822715,0.9357215171230251,0.7548207851947286,0.6166455139229075,0.7647914177030325,0.9357563345365121,0.974075958646577,0.8228173062022572,0.8303580777917771,0.8558246317234907,0.7388538398341207,0.7241206665534801,0.7872893039757172,0.7003989901808353,0.9193425855322073,0.7899726491384853
cn1,0.1783072720002383,0.08268725219974295,0.15988075325239293,0.05852034410204867,0.11984890538860571,0.128026492575882,0.049246827051276344,0.05982745451931382,0.023111967843603986,0.06505318549751904,0.1598239614766963,0.13732353123751553,0.2168000420124447,0.2531014579390252,0.19176224816642046,0.1358153078860468,0.07533512992933986,0.1952124945882704
en2,0.12853279366367495,0.11917625678749755,0.006974186325235896,0.004714550765568455,0.06484944688549422,0.10095886233448982,0.0791341342390515,0.004017029359320205,0.002563430310491922,0.046668364060838366,0.015334287338810874,0.00952593794830715,0.030381272381945122,0.026241460240092492,0.02037073947728891,0.07891960112424497,0.004567299190154119,0.01788369909419982
nn2,0.610801589069888,0.7531559779457748,0.8817253175755622,0.9404154620293913,0.7965245866551541,0.6989832064732909,0.8394830839037896,0.9565507475758942,0.9769135795790573,0.867982654383008,0.8166919719982655,0.8153613162946634,0.6885065365705855,0.7708562640091557,0.7728540222181675,0.7346037276602657,0.9389012766899762,0.7931087901519096
cn2,0.2606656157039106,0.12766776406485586,0.1113004972240035,0.05486998586626402,0.1386259657147585,0.20005792967695743,0.08138278079684824,0.03943222483069125,0.02052299850540043,0.08534898345247435,0.16797375031053385,0.1751127557257529,0.28111219436049556,0.20290227632418076,0.2067752441802408,0.18647667248560026,0.0565314266065898,0.18900751602496685
en3,,,0.21916682986726224,0.194147367640559,0.20665709875391064,,,0.06444962377804266,0.04339960381260206,0.05392461379532236,,,,,,,0.1302908562746165,
nn3,,,0.7127230977508384,0.7646850093171514,0.7387040535339949,,,0.9034320993322722,0.9361303500060377,0.919781224669155,,,,,,,0.829242639101575,
cn3,,,0.06811007112264633,0.041167619501658044,0.054638845312152184,,,0.032118279185198564,0.02047004722508377,0.026294163205141167,,,,,,,0.040466504258646674,
en4,,,0.6342206769426104,0.5845789310747179,0.6093998040086641,,,0.26951714431945706,0.20613177319795922,0.23782445875870814,,,,,,,0.42361213138368614,
nn4,,,0.21221075705449347,0.29211411731124953,0.2521624371828715,,,0.6047596255658378,0.7204642760856398,0.6626119508257389,,,,,,,0.45738719400430516,
cn4,,,0.15356855960169308,0.12330694992801752,0.13843775476485531,,,0.12572323457455972,0.07340394782608953,0.09956359120032462,,,,,,,0.11900067298258996,
en_avg,0.20260050254315137,0.1648842155134771,0.21716610168583994,0.1972997483274506,0.19548764201747976,0.1781434275698848,0.13254794409894385,0.08560000131321534,0.06372672008227051,0.11500452326607863,0.012576125979552323,0.008188888286068422,0.037363692375827456,0.024509668474626673,0.020659593779018718,0.12135265134680617,0.1409481428521941,0.016349278380347547
nn_avg,0.5779130532122218,0.7299382762121968,0.6596189260509022,0.7332340264452043,0.6751760704801313,0.6578143601980991,0.802137250803411,0.8501247017526291,0.901896041079328,0.8029930884583667,0.8235250248950212,0.835592974009077,0.713680188202353,0.7474884652813178,0.7800716630969422,0.7175013589205506,0.7862184238320158,0.7915407196451973
