,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
9,army,0.6176,0.0984,0.2799,1.0000,asian,hispanic,0.0957,0.1878
40,commander,0.7941,0.1489,0.2110,1.0000,white,hispanic,0.0057,0.1083
129,sheriff,0.8309,0.1571,0.1992,1.0000,white,hispanic,0.0049,0.1020
75,handyman,0.8088,0.1688,0.1960,1.0000,asian,hispanic,0.0043,0.1002
30,CEO,0.7941,0.1342,0.1883,1.0000,white,hispanic,0.0052,0.0968
117,professor,0.7941,0.1303,0.1885,1.0000,white,asian,0.0031,0.0958
63,executive,0.8309,0.1241,0.1774,1.0000,white,black,0.0080,0.0927
66,fireman,0.8235,0.1716,0.1705,1.0000,white,hispanic,0.0033,0.0869
34,chief,0.8750,0.1173,0.1656,1.0000,white,hispanic,0.0062,0.0859
115,postman,0.8897,0.1778,0.1659,1.0000,white,hispanic,0.0038,0.0848
133,soldier,0.8897,0.1247,0.1583,1.0000,asian,hispanic,0.0081,0.0832
80,inspector,0.8676,0.1218,0.1573,1.0000,white,hispanic,0.0063,0.0818
114,politician,0.8456,0.1395,0.1514,1.0000,asian,hispanic,0.0087,0.0801
113,police officer,0.8676,0.1456,0.1546,1.0000,white,hispanic,0.0052,0.0799
28,carpenter,0.9118,0.1373,0.1531,1.0000,hispanic,black,0.0034,0.0782
135,surgeon,0.8897,0.1191,0.1531,1.0000,white,hispanic,0.0033,0.0782
141,umpire,0.8676,0.1311,0.1505,1.0000,white,hispanic,0.0031,0.0768
111,plumber,0.8676,0.1426,0.1503,1.0000,white,hispanic,0.0030,0.0766
92,manager,0.8456,0.1258,0.1491,1.0000,white,hispanic,0.0035,0.0763
38,coach,0.8676,0.1295,0.1486,1.0000,white,hispanic,0.0036,0.0761
8,architect,0.8676,0.1261,0.1467,1.0000,white,hispanic,0.0043,0.0755
58,electrician,0.8676,0.1218,0.1226,1.0000,asian,hispanic,0.0261,0.0744
61,engineer,0.8897,0.1234,0.1393,1.0000,white,hispanic,0.0090,0.0742
140,theologian,0.8676,0.1206,0.1213,1.0000,asian,hispanic,0.0270,0.0742
95,medical student,0.8897,0.1038,0.1447,1.0000,white,black,0.0033,0.0740
6,airman,0.8676,0.1340,0.1403,1.0000,white,hispanic,0.0076,0.0740
110,pilot,0.8897,0.1249,0.1409,1.0000,white,hispanic,0.0048,0.0729
67,football player,0.8676,0.1428,0.1392,1.0000,asian,black,0.0061,0.0727
65,firefighter,0.9118,0.1349,0.1403,1.0000,white,asian,0.0038,0.0720
54,drawer,0.8897,0.0632,0.1229,1.0000,asian,black,0.0203,0.0716
26,butcher,0.8897,0.1208,0.1396,1.0000,white,hispanic,0.0031,0.0714
83,judge,0.8897,0.0993,0.1374,1.0000,white,hispanic,0.0039,0.0706
118,prosecutor,0.8676,0.1165,0.1357,1.0000,white,hispanic,0.0050,0.0704
134,supervisor,0.8897,0.0953,0.1372,1.0000,white,hispanic,0.0032,0.0702
50,detective,0.9118,0.1133,0.1337,1.0000,white,hispanic,0.0047,0.0692
48,dentist,0.8897,0.1148,0.1348,1.0000,white,asian,0.0032,0.0690
86,lawn mower,0.8897,0.1003,0.1304,1.0000,white,hispanic,0.0064,0.0684
70,grocer,0.8897,0.1146,0.1297,1.0000,white,hispanic,0.0055,0.0676
64,farmer,0.9118,0.1195,0.1285,1.0000,white,hispanic,0.0054,0.0669
132,software engineer,0.8676,0.1271,0.1280,1.0000,white,hispanic,0.0058,0.0669
71,guard,0.9118,0.1085,0.1301,1.0000,white,asian,0.0036,0.0668
85,landlord,0.8897,0.1077,0.1290,1.0000,black,hispanic,0.0026,0.0658
42,construction worker,0.8897,0.1123,0.1273,1.0000,white,black,0.0035,0.0654
56,economist,0.8897,0.1118,0.1211,1.0000,white,hispanic,0.0095,0.0653
108,physicist,0.9118,0.1297,0.1230,1.0000,asian,black,0.0063,0.0647
127,security guard,0.8897,0.1229,0.1239,1.0000,white,hispanic,0.0054,0.0647
128,servant,0.8529,0.0571,0.1234,1.0000,asian,black,0.0056,0.0645
59,employee,0.8676,0.0850,0.1244,1.0000,white,black,0.0044,0.0644
7,analyst,0.8897,0.1080,0.1247,1.0000,white,hispanic,0.0041,0.0644
94,mechanic,0.8897,0.1123,0.1255,1.0000,white,hispanic,0.0031,0.0643
32,chemist,0.9118,0.1124,0.1213,1.0000,white,hispanic,0.0069,0.0641
93,mathematician,0.8897,0.1097,0.1120,1.0000,asian,black,0.0157,0.0638
52,director,0.8676,0.1195,0.1239,1.0000,white,hispanic,0.0035,0.0637
31,chef,0.8897,0.1223,0.1213,1.0000,white,asian,0.0045,0.0629
5,agent,0.8676,0.0954,0.1216,1.0000,white,hispanic,0.0038,0.0627
1,accountant,0.8897,0.1077,0.1214,1.0000,white,hispanic,0.0039,0.0627
60,employment,0.8676,0.0628,0.1082,1.0000,asian,hispanic,0.0171,0.0626
125,scientist,0.8897,0.1135,0.1196,1.0000,white,black,0.0056,0.0626
81,janitor,0.8897,0.0984,0.1225,1.0000,white,asian,0.0025,0.0625
91,magician,0.8897,0.1100,0.1160,1.0000,asian,black,0.0051,0.0605
46,dealer,0.8897,0.0968,0.1173,1.0000,white,hispanic,0.0032,0.0603
19,banker,0.8897,0.1154,0.1162,1.0000,white,hispanic,0.0041,0.0602
