,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
58,electrician,0.8015,0.1508,0.1532,0.7500,,,0.4445,0.2989,0.1958,black,asian
129,sheriff,0.8015,0.1812,0.1734,0.8750,,,0.3476,0.2605,0.3363,black,asian
67,football player,0.6912,0.2345,0.2440,0.8750,,,0.2763,0.2601,0.4683,black,asian
22,boxer,0.6324,0.2065,0.2174,0.8750,,,0.2974,0.2574,0.4285,black,asian
2,actor,0.6912,0.1710,0.2047,0.8750,,,0.3069,0.2558,0.3920,black,asian
141,umpire,0.7794,0.2116,0.2028,0.8750,,,0.3087,0.2557,0.4108,black,asian
63,executive,0.7059,0.1443,0.1580,0.8750,,,0.3475,0.2528,0.3333,black,asian
17,author,0.7647,0.1400,0.1500,0.8750,,,0.3549,0.2525,0.3087,black,asian
61,engineer,0.7426,0.1800,0.1839,0.8750,,,0.3203,0.2521,0.3818,black,asian
133,soldier,0.7647,0.1923,0.1998,0.8750,,,0.3041,0.2520,0.4265,black,asian
55,driver,0.8015,0.1766,0.1768,0.8750,,,0.3269,0.2519,0.3758,black,asian
9,army,0.7647,0.1573,0.1980,0.8750,,,0.3047,0.2514,0.4128,black,asian
72,guitarist,0.5735,0.1970,0.2164,0.8750,,,0.2827,0.2496,0.4489,black,asian
79,illustrator,0.6471,0.1291,0.1442,0.8750,,,0.3530,0.2486,0.3235,black,asian
21,bartender,0.6471,0.1362,0.1664,0.8750,,,0.3302,0.2483,0.3781,black,asian
114,politician,0.6912,0.1641,0.1978,0.8750,,,0.2955,0.2467,0.4223,black,asian
13,athlete,0.7647,0.1422,0.1762,0.8750,,,0.3133,0.2447,0.3663,black,asian
12,astronomer,0.7794,0.1825,0.1661,0.8750,,,0.3205,0.2433,0.3671,black,asian
111,plumber,0.7647,0.1139,0.1304,0.8750,,,0.3514,0.2409,0.3383,black,asian
30,CEO,0.7794,0.1839,0.1729,0.8750,,,0.3060,0.2395,0.4246,black,asian
106,photographer,0.7206,0.1277,0.1464,0.8750,,,0.3306,0.2385,0.3625,black,asian
91,magician,0.7647,0.1718,0.1908,0.8750,,,0.2862,0.2385,0.4538,black,asian
40,commander,0.8015,0.1809,0.1752,0.8750,,,0.3002,0.2377,0.4223,black,asian
52,director,0.7794,0.1648,0.1604,0.8750,,,0.3147,0.2375,0.4084,black,asian
57,editor,0.7794,0.1614,0.1580,0.8750,,,0.3159,0.2369,0.4021,black,asian
6,airman,0.8015,0.1957,0.1864,0.8750,,,0.2850,0.2357,0.4516,black,asian
38,coach,0.7059,0.1737,0.1813,0.8750,,,0.2880,0.2346,0.4495,black,asian
59,employee,0.8015,0.1370,0.1526,0.8750,,,0.3146,0.2336,0.4059,black,asian
25,businessperson,0.7279,0.1071,0.1607,0.8750,,,0.3033,0.2320,0.4416,black,asian
62,entrepreneur,0.8015,0.1413,0.1655,0.8750,,,0.2985,0.2320,0.4309,black,asian
46,dealer,0.7647,0.1554,0.1816,0.8750,,,0.2764,0.2290,0.4832,black,asian
5,agent,0.8015,0.1381,0.1545,0.8750,,,0.3031,0.2288,0.4326,black,asian
8,architect,0.7794,0.1677,0.1701,0.8750,,,0.2874,0.2287,0.4442,black,asian
60,employment,0.8015,0.1300,0.1388,0.8750,,,0.3164,0.2276,0.4014,black,asian
92,manager,0.7794,0.1550,0.1599,0.8750,,,0.2907,0.2253,0.4514,black,asian
34,chief,0.8015,0.1657,0.1607,0.8750,,,0.2890,0.2249,0.4554,black,asian
66,fireman,0.7059,0.1795,0.1836,0.8750,,,0.2656,0.2246,0.4878,black,asian
49,designer,0.7426,0.1104,0.1373,0.8750,,,0.3088,0.2231,0.4273,black,asian
139,tennis player,0.7059,0.2078,0.1888,0.8750,,,0.2573,0.2231,0.5005,black,asian
135,surgeon,0.7059,0.1714,0.1704,0.8750,,,0.2747,0.2225,0.4656,black,asian
115,postman,0.7426,0.1822,0.1736,0.8750,,,0.2710,0.2223,0.4853,black,asian
10,artist,0.7647,0.1209,0.1534,0.8750,,,0.2902,0.2218,0.4320,black,asian
98,musician,0.7794,0.1599,0.1717,0.8750,,,0.2711,0.2214,0.4752,black,asian
26,butcher,0.6691,0.1916,0.2004,0.8750,,,0.2415,0.2209,0.5343,black,asian
87,lawyer,0.8015,0.1465,0.1546,0.8750,,,0.2855,0.2200,0.4570,black,asian
74,handball player,0.7426,0.1972,0.1884,0.8750,,,0.2493,0.2189,0.5208,black,asian
112,poet,0.7794,0.1350,0.1420,0.8750,,,0.2943,0.2181,0.4108,black,asian
41,composer,0.8015,0.1703,0.1664,0.8750,,,0.2699,0.2181,0.4717,black,asian
1,accountant,0.7647,0.1641,0.1782,0.8750,,,0.2572,0.2177,0.5134,black,asian
102,painter,0.7206,0.1576,0.1613,0.8750,,,0.2733,0.2173,0.4755,black,asian
107,physician,0.7426,0.1484,0.1544,0.8750,,,0.2790,0.2167,0.4692,black,asian
116,producer,0.8015,0.1473,0.1525,0.8750,,,0.2779,0.2152,0.4734,black,asian
95,medical student,0.8015,0.1445,0.1489,0.8750,,,0.2796,0.2143,0.4738,black,asian
11,assistant,0.8015,0.1326,0.1346,0.8750,,,0.2898,0.2122,0.4734,black,asian
69,gambler,0.7794,0.1709,0.1651,0.8750,,,0.2569,0.2110,0.5158,black,asian
132,software engineer,0.7794,0.2017,0.1778,0.8750,,,0.2439,0.2108,0.5453,black,asian
110,pilot,0.7279,0.1773,0.1797,0.8750,,,0.2417,0.2107,0.5288,black,asian
47,delivery,0.8015,0.0900,0.1173,0.8750,,,0.3033,0.2103,0.4132,white,asian
37,clerk,0.8015,0.1340,0.1403,0.8750,,,0.2784,0.2093,0.4848,black,asian
20,barber,0.7426,0.1418,0.1490,0.8750,,,0.2691,0.2090,0.4890,black,asian
64,farmer,0.8015,0.1807,0.1692,0.8750,,,0.2463,0.2078,0.5302,black,asian
19,banker,0.8015,0.1619,0.1697,0.8750,,,0.2453,0.2075,0.5288,black,asian
124,salesperson,0.8015,0.1144,0.1471,0.8750,,,0.2678,0.2075,0.5081,black,asian
27,butler,0.7794,0.1651,0.1369,0.8750,,,0.2776,0.2072,0.4768,black,asian
24,builder,0.7794,0.1792,0.1762,0.8750,,,0.2377,0.2070,0.5402,black,asian
85,landlord,0.8015,0.1549,0.1571,0.8750,,,0.2557,0.2064,0.5049,black,asian
28,carpenter,0.7794,0.1727,0.1672,0.8750,,,0.2427,0.2050,0.5440,black,asian
53,doctor,0.8015,0.1456,0.1337,0.8750,,,0.2761,0.2049,0.4798,black,asian
136,swimmer,0.7647,0.0979,0.1355,0.8750,,,0.2729,0.2042,0.4494,black,asian
16,auditor,0.8015,0.1633,0.1671,0.8750,,,0.2402,0.2037,0.5488,black,asian
137,tailor,0.8015,0.1592,0.1507,0.8750,,,0.2554,0.2031,0.5251,black,asian
32,chemist,0.7794,0.1783,0.1798,0.8750,,,0.2253,0.2026,0.5679,black,asian
68,foster parent,0.8603,0.1554,0.1730,0.8750,,,0.2321,0.2025,0.5776,black,asian
65,firefighter,0.8015,0.1619,0.1539,0.8750,,,0.2502,0.2021,0.5161,black,asian
42,construction worker,0.8015,0.1343,0.1552,0.8750,,,0.2478,0.2015,0.5373,black,asian
3,administrator,0.8015,0.1454,0.1310,0.8750,,,0.2717,0.2014,0.4883,black,asian
51,diplomat,0.8015,0.1514,0.1449,0.8750,,,0.2572,0.2010,0.5067,black,asian
83,judge,0.8015,0.1332,0.1308,0.8750,,,0.2706,0.2007,0.4939,black,asian
93,mathematician,0.7426,0.1983,0.1655,0.8750,,,0.2358,0.2006,0.5437,black,asian
125,scientist,0.8015,0.1519,0.1584,0.8750,,,0.2428,0.2006,0.5285,black,asian
109,pianist,0.7574,0.1624,0.1498,0.8750,,,0.2510,0.2004,0.5135,black,asian
29,cashier,0.7794,0.1694,0.1543,0.8750,,,0.2455,0.1999,0.5457,black,asian
48,dentist,0.7059,0.1727,0.1672,0.8750,,,0.2321,0.1997,0.5552,black,asian
56,economist,0.7794,0.1667,0.1570,0.8750,,,0.2414,0.1992,0.5286,black,asian
33,chess player,0.8015,0.1958,0.1722,0.8750,,,0.2262,0.1992,0.5711,black,asian
31,chef,0.7794,0.1547,0.1641,0.8750,,,0.2321,0.1981,0.5485,black,asian
76,historian,0.8015,0.1606,0.1596,0.8750,,,0.2359,0.1977,0.5484,black,asian
128,servant,0.8015,0.1269,0.1107,0.8750,,,0.2847,0.1977,0.4617,black,asian
39,comedian,0.6691,0.1645,0.1733,0.8750,,,0.2219,0.1976,0.5764,black,asian
0,academic,0.7647,0.1404,0.1548,0.8750,,,0.2358,0.1953,0.5274,black,asian
117,professor,0.8015,0.1652,0.1638,0.8750,,,0.2259,0.1948,0.5761,black,asian
126,secretary,0.8015,0.1340,0.1353,0.8750,,,0.2536,0.1945,0.5316,black,asian
4,aeronautical engineer,0.7794,0.1928,0.1631,0.8750,,,0.2253,0.1942,0.5743,white,asian
100,office worker,0.8015,0.1180,0.1381,0.8750,,,0.2441,0.1911,0.5537,black,asian
118,prosecutor,0.8015,0.1536,0.1552,0.8750,,,0.2249,0.1900,0.5778,black,asian
44,counselor,0.8235,0.1276,0.1233,0.8750,,,0.2563,0.1898,0.5100,black,asian
138,teacher,0.8015,0.1156,0.1210,0.8750,,,0.2579,0.1894,0.5149,black,asian
103,pensioner,0.8015,0.1546,0.1505,0.8750,,,0.2266,0.1886,0.5751,black,asian
97,mover,0.8015,0.1452,0.1354,0.8750,,,0.2370,0.1862,0.5544,black,asian
122,receptionist,0.7794,0.1195,0.1195,0.8750,,,0.2500,0.1848,0.5227,black,asian
54,drawer,0.8015,0.1164,0.1271,1.0000,,,0.2393,0.1832,0.5656,black,asian
80,inspector,0.8015,0.1452,0.1498,0.8750,,,0.2162,0.1830,0.6009,black,asian
35,civil,0.8015,0.1528,0.1348,0.8750,,,0.2310,0.1829,0.5550,black,asian
14,attendant,0.8015,0.0669,0.0807,0.8750,,,0.2849,0.1828,0.4698,black,asian
140,theologian,0.7426,0.1574,0.1552,0.8750,,,0.2092,0.1822,0.5807,black,asian
89,lifeguard,0.8015,0.1234,0.1269,0.8750,,,0.2375,0.1822,0.5363,white,asian
113,police officer,0.8015,0.1572,0.1531,0.8750,,,0.2111,0.1821,0.6078,black,asian
43,cook,0.8235,0.1108,0.1255,0.8750,,,0.2372,0.1813,0.5363,black,asian
108,physicist,0.8015,0.1764,0.1573,0.8750,,,0.2043,0.1808,0.6035,black,asian
96,model,0.7279,0.0679,0.1098,0.8750,,,0.2508,0.1803,0.5113,black,asian
23,broker,0.8235,0.1436,0.1468,0.8750,,,0.2136,0.1802,0.5997,black,asian
75,handyman,0.8235,0.1553,0.1383,0.8750,,,0.2217,0.1800,0.5837,black,asian
71,guard,0.8015,0.1566,0.1365,0.8750,,,0.2235,0.1800,0.5849,black,asian
99,nurse,0.7353,-0.0288,0.0842,0.8750,,,0.2755,0.1798,0.4839,black,asian
104,performing artist,0.7206,0.1217,0.1393,0.8750,,,0.2201,0.1797,0.5882,black,asian
7,analyst,0.8235,0.1357,0.1322,0.8750,,,0.2245,0.1783,0.5784,black,asian
45,dancer,0.7794,0.0923,0.1153,0.8750,,,0.2400,0.1776,0.5377,black,asian
121,realtor,0.8015,0.1633,0.1573,1.0000,,,0.1962,0.1768,0.6260,black,asian
88,librarian,0.8015,0.0974,0.1193,0.8750,,,0.2340,0.1767,0.5612,black,asian
81,janitor,0.7426,0.1699,0.1606,1.0000,,,0.1892,0.1749,0.6434,black,asian
78,housekeeper,0.7353,-0.0279,0.0875,0.8750,,,0.2610,0.1742,0.5199,black,asian
77,hostess,0.7353,0.0039,0.0744,0.8750,,,0.2736,0.1740,0.4813,white,asian
70,grocer,0.7647,0.1566,0.1645,1.0000,,,0.1826,0.1735,0.6578,black,asian
84,laborer,0.8015,0.1291,0.1235,0.8750,,,0.2230,0.1732,0.5824,black,asian
50,detective,0.8456,0.1422,0.1380,0.8750,,,0.2078,0.1729,0.6133,black,asian
82,journalist,0.7794,0.1411,0.1446,0.8750,,,0.1986,0.1716,0.6191,black,asian
73,hairdresser,0.8015,0.1040,0.1093,0.8750,,,0.2258,0.1676,0.5829,white,asian
94,mechanic,0.7794,0.1795,0.1788,1.0000,,,0.1558,0.1673,0.6933,black,asian
18,baker,0.7794,0.1416,0.1421,1.0000,,,0.1883,0.1652,0.6429,black,asian
86,lawn mower,0.7794,0.1561,0.1374,1.0000,,,0.1923,0.1649,0.6415,black,asian
