,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std,asian-nn,race-nn_max,race-nn_min
30,feminine,0.8235,-0.1125,0.1190,0.7500,,,0.3672,0.2431,0.3414,black,asian
95,studious,0.8015,0.1669,0.1512,0.8750,,,0.2831,0.2171,0.4661,black,asian
83,rowdy,0.7794,0.1627,0.1524,0.8750,,,0.2671,0.2098,0.5017,black,asian
29,fat,0.7868,0.1035,0.1207,0.8750,,,0.2961,0.2084,0.4350,black,asian
64,masculine,0.8015,0.0870,0.0866,0.8750,,,0.3281,0.2074,0.3706,white,asian
102,thin,0.8235,0.1106,0.1136,0.8750,,,0.2848,0.1992,0.4769,black,asian
106,ugly,0.8676,0.0694,0.0779,0.8750,,,0.3117,0.1948,0.4227,black,asian
63,manly,0.8015,0.1869,0.1530,0.8750,,,0.2332,0.1931,0.5644,white,asian
112,weak,0.8456,0.1269,0.1064,0.8750,,,0.2784,0.1924,0.4838,black,asian
9,capable,0.8015,0.1511,0.1547,0.8750,,,0.2274,0.1911,0.5817,white,asian
60,loud,0.8456,0.1358,0.1222,0.8750,,,0.2537,0.1879,0.5372,black,asian
58,late,0.8676,0.1080,0.1167,0.8750,,,0.2581,0.1874,0.5232,black,asian
105,trustworthy,0.8456,0.1230,0.1026,0.8750,,,0.2700,0.1863,0.4997,black,asian
40,good,0.8015,0.1183,0.1188,0.8750,,,0.2526,0.1857,0.5315,white,asian
6,brave,0.8235,0.1266,0.1250,0.8750,,,0.2449,0.1850,0.5421,white,asian
72,polite,0.8015,0.0883,0.1037,0.8750,,,0.2624,0.1830,0.5131,white,asian
87,skinny,0.8015,0.0823,0.0996,0.8750,,,0.2644,0.1820,0.5058,black,asian
109,upset,0.8015,0.0762,0.0810,0.8750,,,0.2791,0.1801,0.4793,black,asian
65,muscular,0.8235,0.1589,0.1285,0.8750,,,0.2309,0.1797,0.5677,white,asian
115,welcome,0.8235,0.0977,0.0965,0.8750,,,0.2606,0.1785,0.5242,black,asian
78,ready,0.8015,0.1152,0.1095,0.8750,,,0.2454,0.1774,0.5517,black,asian
86,silent,0.8456,0.1205,0.1107,0.8750,,,0.2431,0.1769,0.5576,black,asian
44,happy,0.8897,0.0806,0.0822,0.8750,,,0.2702,0.1762,0.4957,white,asian
36,free,0.8235,0.1179,0.1152,0.8750,,,0.2358,0.1755,0.5588,white,asian
48,hopeless,0.8676,0.1147,0.1127,0.8750,,,0.2377,0.1752,0.5626,black,asian
103,timid,0.8235,0.1277,0.1131,0.8750,,,0.2371,0.1751,0.5563,black,asian
0,angry,0.8676,0.1044,0.1071,0.8750,,,0.2427,0.1749,0.5444,black,asian
43,handsome,0.8456,0.1080,0.1000,0.8750,,,0.2469,0.1734,0.5420,white,asian
22,defiant,0.8235,0.1220,0.1117,0.8750,,,0.2350,0.1734,0.5677,black,asian
81,rich,0.8456,0.1110,0.1091,0.8750,,,0.2362,0.1727,0.5538,white,asian
18,confrontational,0.8015,0.1197,0.1219,0.8750,,,0.2222,0.1721,0.5836,black,asian
70,normal,0.9118,0.0613,0.0788,0.8750,,,0.2598,0.1693,0.5268,white,asian
68,nervous,0.8235,0.1100,0.1069,0.8750,,,0.2286,0.1677,0.5760,black,asian
100,talkative,0.8015,0.0847,0.0895,0.8750,,,0.2459,0.1677,0.5376,black,asian
