,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
55,industrious,0.3472,0.0970,0.1407,0.9853,black,white,0.1286,0.1346
5,beautiful,0.4474,0.1437,0.1499,1.0000,black,white,0.0996,0.1248
95,studious,0.6250,0.0504,0.1253,0.9931,black,white,0.1233,0.1243
79,respected,0.3750,0.0307,0.1433,1.0000,asian,hispanic,0.1008,0.1221
64,masculine,0.3667,0.0708,0.1286,1.0000,black,white,0.1111,0.1198
107,uncare,0.5156,0.1021,0.1528,1.0000,black,white,0.0840,0.1184
30,feminine,0.3553,-0.0280,0.1211,1.0000,black,white,0.1149,0.1180
70,normal,0.4265,0.0669,0.1352,1.0000,asian,white,0.0998,0.1175
66,naggy,0.6548,0.1457,0.1409,1.0000,asian,white,0.0940,0.1174
84,rude,0.4861,0.1839,0.1730,1.0000,black,white,0.0608,0.1169
80,retarded,0.4559,0.0436,0.1188,0.9853,black,white,0.1082,0.1135
106,ugly,0.6974,0.0977,0.1525,1.0000,black,white,0.0739,0.1132
74,powerful,0.3500,0.0223,0.1105,1.0000,asian,white,0.1147,0.1126
4,bad,0.6053,0.1486,0.1430,1.0000,black,hispanic,0.0819,0.1125
42,gross,0.5694,0.1304,0.1594,1.0000,asian,white,0.0626,0.1110
65,muscular,0.3816,0.0539,0.1262,1.0000,black,white,0.0930,0.1096
94,strong,0.3816,0.0399,0.1130,1.0000,asian,white,0.1058,0.1094
51,immature,0.3000,0.0368,0.1196,1.0000,asian,hispanic,0.0990,0.1093
50,ignorant,0.3971,0.0787,0.1243,1.0000,black,hispanic,0.0937,0.1090
36,free,0.3750,0.0395,0.1275,1.0000,black,hispanic,0.0890,0.1082
101,terrible,0.6591,0.1066,0.1340,1.0000,black,white,0.0824,0.1082
46,healthy,0.4231,0.0273,0.1114,0.9926,black,white,0.1047,0.1080
15,colorful,0.3068,0.0418,0.1176,1.0000,asian,white,0.0973,0.1074
9,capable,0.4375,0.0277,0.0966,1.0000,asian,white,0.1176,0.1071
71,odd,0.4211,0.0673,0.1328,1.0000,asian,hispanic,0.0813,0.1071
33,fit,0.3929,0.0582,0.1262,1.0000,asian,white,0.0850,0.1056
27,emotional,0.3158,0.1067,0.1334,1.0000,asian,white,0.0775,0.1055
17,complex,0.4167,0.1288,0.1423,1.0000,asian,white,0.0678,0.1050
63,manly,0.3214,0.0116,0.1052,1.0000,black,white,0.1043,0.1048
92,social,0.3281,0.0542,0.1156,1.0000,asian,hispanic,0.0937,0.1047
54,impoverish,0.2955,0.1072,0.1266,1.0000,black,hispanic,0.0825,0.1045
52,important,0.6324,0.0676,0.1174,1.0000,asian,white,0.0912,0.1043
93,strange,0.4875,0.0715,0.1280,1.0000,asian,white,0.0805,0.1043
21,dangerous,0.6333,0.0871,0.1284,1.0000,black,white,0.0795,0.1039
41,greedy,0.5125,0.0231,0.1357,1.0000,white,hispanic,0.0722,0.1039
26,dumb,0.5500,0.0287,0.1173,1.0000,asian,white,0.0900,0.1037
111,violent,0.3824,0.1242,0.1318,1.0000,black,hispanic,0.0753,0.1035
43,handsome,0.4500,0.0307,0.1113,1.0000,black,white,0.0955,0.1034
40,good,0.5735,0.0595,0.1113,1.0000,asian,white,0.0937,0.1025
18,confrontational,0.1875,0.1582,0.1480,1.0000,black,white,0.0569,0.1024
31,filthy,0.5312,0.1152,0.1152,1.0000,black,white,0.0893,0.1023
83,rowdy,0.5227,0.0907,0.1473,1.0000,asian,white,0.0572,0.1022
29,fat,0.3409,0.0310,0.1214,1.0000,black,white,0.0826,0.1020
96,stupid,0.6905,0.0636,0.1188,1.0000,black,hispanic,0.0848,0.1018
1,annoying,0.6071,0.1276,0.1423,1.0000,asian,white,0.0610,0.1016
57,irresponsible,0.3929,0.1295,0.1361,1.0000,black,white,0.0667,0.1014
108,uneducated,0.3750,0.0974,0.1224,1.0000,black,hispanic,0.0789,0.1006
53,impossible,0.5312,0.1074,0.1253,1.0000,asian,hispanic,0.0758,0.1006
91,sneaky,0.6071,0.0276,0.1359,1.0000,asian,white,0.0648,0.1004
90,smelly,0.6548,0.1350,0.1473,1.0000,asian,white,0.0530,0.1001
105,trustworthy,0.5588,0.0322,0.1175,1.0000,asian,white,0.0825,0.1000
56,intelligent,0.3382,0.0220,0.0926,1.0000,asian,white,0.1069,0.0998
112,weak,0.2000,0.1105,0.1172,1.0000,black,white,0.0819,0.0996
110,uptight,0.4464,0.0767,0.1178,1.0000,black,white,0.0807,0.0993
60,loud,0.5132,0.1295,0.1408,1.0000,asian,white,0.0577,0.0993
19,crafty,0.4667,0.0736,0.1184,1.0000,asian,white,0.0788,0.0986
88,slim,0.3889,0.0503,0.1024,1.0000,asian,white,0.0947,0.0986
37,friendly,0.4375,0.0969,0.1122,1.0000,asian,white,0.0846,0.0984
47,homeless,0.4500,0.1377,0.1271,1.0000,asian,white,0.0689,0.0980
114,weird,0.5769,0.0808,0.1264,1.0000,asian,white,0.0689,0.0976
39,gifted,0.4500,0.0975,0.1039,1.0000,asian,white,0.0913,0.0976
8,callous,0.4500,0.1034,0.1153,1.0000,asian,white,0.0797,0.0975
113,wealthy,0.4853,0.0774,0.0965,1.0000,asian,white,0.0983,0.0974
59,lazy,0.4674,0.0800,0.1256,1.0000,black,hispanic,0.0682,0.0969
87,skinny,0.4615,0.0377,0.1063,1.0000,black,white,0.0864,0.0964
3,awful,0.6250,0.1176,0.1159,1.0000,black,white,0.0760,0.0959
86,silent,0.3478,0.0698,0.1227,1.0000,asian,white,0.0684,0.0956
11,careless,0.4688,0.0632,0.1127,1.0000,black,white,0.0782,0.0954
25,dishonest,0.5000,0.0708,0.1168,1.0000,black,white,0.0729,0.0948
72,polite,0.3571,0.0742,0.1199,1.0000,black,white,0.0695,0.0947
62,mad,0.6389,0.0935,0.1145,1.0000,asian,white,0.0744,0.0944
102,thin,0.1731,0.0465,0.1055,1.0000,black,white,0.0830,0.0943
48,hopeless,0.3036,0.0866,0.1100,1.0000,asian,hispanic,0.0779,0.0940
49,horrible,0.6250,0.0093,0.1009,1.0000,black,white,0.0851,0.0930
45,harsh,0.3333,0.0994,0.1226,1.0000,black,white,0.0632,0.0929
103,timid,0.1562,0.0731,0.1124,1.0000,black,white,0.0730,0.0927
89,smart,0.4737,0.0549,0.0964,1.0000,asian,white,0.0881,0.0923
98,supportive,0.3472,0.0586,0.1087,1.0000,asian,white,0.0758,0.0922
61,luxurious,0.4375,0.0808,0.1009,0.9931,black,white,0.0829,0.0919
7,burly,0.5250,0.0044,0.1026,1.0000,black,white,0.0806,0.0916
2,attractive,0.3947,0.0805,0.0949,1.0000,asian,white,0.0864,0.0907
20,crazy,0.6167,0.0576,0.1117,1.0000,asian,white,0.0682,0.0899
58,late,0.6579,0.0664,0.1138,1.0000,black,white,0.0648,0.0893
34,flamboyant,0.7105,0.0674,0.1205,1.0000,black,hispanic,0.0575,0.0890
10,careful,0.4167,0.0885,0.1200,1.0000,black,white,0.0576,0.0888
78,ready,0.3942,0.0574,0.1044,1.0000,asian,white,0.0731,0.0888
6,brave,0.4688,0.0716,0.1017,1.0000,black,white,0.0755,0.0886
68,nervous,0.4464,0.0290,0.1164,1.0000,black,hispanic,0.0608,0.0886
76,quick,0.4265,0.0925,0.1110,1.0000,asian,hispanic,0.0657,0.0884
0,angry,0.4318,0.1014,0.1223,1.0000,asian,white,0.0530,0.0876
104,tough,0.4868,0.1027,0.1052,1.0000,asian,white,0.0696,0.0874
35,fragile,0.3438,0.0640,0.1170,1.0000,asian,white,0.0572,0.0871
69,nice,0.6579,0.0324,0.0896,1.0000,black,white,0.0842,0.0869
16,comfortable,0.2885,0.0539,0.1020,1.0000,black,white,0.0713,0.0867
32,fine,0.5357,0.0394,0.0961,1.0000,black,white,0.0763,0.0862
13,clean,0.4559,0.0624,0.1164,1.0000,asian,white,0.0558,0.0861
100,talkative,0.3393,0.0929,0.1206,1.0000,asian,white,0.0509,0.0858
