,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
template,A1,A2,A3,A4,A,B1,B2,B3,B4,B,C1,C2,C3,C4,C,Gender,Race,Race-AB,Race-C
en1,0.5346372475475073,0.5730841785371303,0.017282485522096977,0.020585382036399095,0.2863973234107834,0.35630896847322585,0.4080277230525389,0.013721376546425745,0.012878119753790088,0.19773404695649513,0.10660088171766317,0.025763055050364612,0.13518525777319215,0.09291407195895339,0.09011581662504334,0.3523073761835429,0.03052408181133832,0.016116840964677977,0.059338563504659
nn1,0.4009218938611448,0.34699219318665564,0.9268567606657744,0.9460020902454853,0.6551932344897651,0.5603791440054774,0.4869365951195359,0.9452212422788143,0.9480325929224491,0.7351423935815693,0.6456337114597889,0.6930628324096854,0.5932775390111218,0.49705652314270216,0.6072576515058246,0.5056901794406207,0.8260386736108184,0.9415281715281307,0.5950596777761937
cn1,0.06444085838273167,0.07992362869321369,0.05586075279233046,0.03341252579272259,0.0584094414152496,0.08331188579555601,0.10503568159230053,0.04105738292378373,0.03908928923239,0.06712355988600757,0.24776541148411466,0.2811741204720668,0.2715372004669375,0.4100294044292837,0.3026265342131007,0.1420024444024757,0.14343724594042953,0.04235498768530669,0.34560176245067525
en2,0.4663106170706451,0.5505768109504133,0.031188795372261664,0.036137082972680215,0.27105332659150005,0.25449707492161544,0.2922933674380183,0.018155370116466656,0.02284098171791993,0.14694669854850506,0.1286523000317368,0.04181196469686587,0.11409533122859411,0.14091920703014962,0.1063697007468366,0.3010709169401706,0.048508900317724,0.02708055754483212,0.09136558586350775
nn2,0.4446164659522474,0.3605951485671103,0.8630623667016626,0.9011825786530971,0.6423641399685294,0.6453955265805125,0.567166159696877,0.9038882433697581,0.9053627325892448,0.7554531655590981,0.6425690962437619,0.6998465554788709,0.5138933186434702,0.5333845529627278,0.5974233808322077,0.5290392859473299,0.8011211716258936,0.8933739803284406,0.6166155542207994
cn2,0.08907291660411283,0.08882804073393345,0.10574883787310682,0.06268033775617368,0.08658253324183168,0.1001073967916891,0.14054047151841223,0.07795638672681525,0.07179628600366414,0.09760013526014519,0.2287786205477537,0.25834148027934134,0.3720113548261598,0.32569623985671303,0.2962069238774919,0.16988980017034352,0.15036992808263572,0.07954546208993998,0.2920188600680272
en3,,,0.02611119995662011,0.02518069677508902,0.025645948365854564,,,0.017552354790619576,0.014443647808278911,0.015998001299449244,,,,,,,0.020821974832651902,0.020821974832651902,
nn3,,,0.8702985121682286,0.9211792827099562,0.8957388974390924,,,0.9068497458845377,0.9304111851602793,0.9186304655224085,,,,,,,0.9071846814807505,0.9071846814807505,
cn3,,,0.10359028736245818,0.0536400205749087,0.07861515396868343,,,0.07559789951448329,0.05514516669139266,0.06537153310293797,,,,,,,0.0719933435358107,0.0719933435358107,
en4,,,0.032947381750214846,0.03841125389968511,0.03567931782494998,,,0.016217469423427246,0.01927242425363511,0.01774494683853118,,,,,,,0.02671213233174058,0.02671213233174058,
nn4,,,0.9027917768210173,0.9129599912166595,0.9078758840188383,,,0.9373144095540047,0.9249418484568596,0.9311281290054321,,,,,,,0.9195020065121352,0.9195020065121352,
cn4,,,0.06426084147999063,0.04862875540787354,0.05644479844393209,,,0.046468121555633846,0.05578572722431272,0.05112692438997328,,,,,,,0.053785861416952685,0.053785861416952685,
en_avg,0.5004739323090762,0.5618304947437719,0.0268824656502984,0.03007860392096336,0.27981637415602745,0.3054030216974206,0.3501605452452786,0.016411642719234804,0.01735879338340601,0.172333500761335,0.1176265908747,0.033787509873615236,0.12464029450089313,0.11691663949455151,0.09824275868593997,0.3266891465618567,0.04023927584034489,0.022682876418475644,0.07535207468408338
nn_avg,0.4227691799066961,0.35379367087688296,0.8907523540891706,0.9203309857062996,0.6469115476447623,0.602887335292995,0.5270513774082065,0.9233184102717787,0.9271870897822082,0.7451110531887971,0.6441014038517754,0.6964546939442781,0.553585428827296,0.515220538052715,0.6023405161690161,0.5173647326939753,0.8122106786410749,0.9153972099623643,0.6058376159984965
cn_avg,0.07675688749342226,0.08437583471357357,0.08236517987697152,0.04959040988291963,0.07327207799172174,0.09170964129362255,0.12278807655535638,0.06026994768017903,0.05545411728793988,0.08255544570427445,0.23827201601593417,0.26975780037570407,0.3217742776465487,0.36786282214299837,0.29941672904529637,0.1559461222864096,0.14755004620778542,0.0619199136820025,0.3188103112593512
en_std,0.07100211483426393,0.06480114450585098,0.02028879519290365,0.028478559113290107,0.04614265341157717,0.0764885166096501,0.09421061218110845,0.009609057563988423,0.013959974794020186,0.04856704028719179,0.03451005303786394,0.01056218867729926,0.06323459958222268,0.06840566959175197,0.044178127722284466,0.06737450679182667,0.025217374155542264,0.01808409666605059,0.039483929134525614
nn_std,0.06168526543304324,0.052003316559828816,0.07878525574634801,0.06052168515326855,0.06324888072312215,0.0729047593548894,0.08184846832603217,0.052233459122174745,0.05385708354613079,0.06521094258730678,0.03968022696356824,0.0358233037404716,0.13977542797619216,0.14562058305467065,0.09022488543372567,0.07464957743559232,0.07114022839384405,0.06134937089198053,0.09072194339757113
cn_std,0.022300081681692972,0.022999716832884588,0.065685128849844,0.03700303210106092,0.03699698986637062,0.022612980159930886,0.03551948728039861,0.046121789439677825,0.04221727692522208,0.03661788345130735,0.05155778127385581,0.0401300297499719,0.15234332923173197,0.16968203787873193,0.1034282945335729,0.051222229410082476,0.06680654915741811,0.0477568068289512,0.10490603381435191
accstd,,,,,,,,,,,,,,,,,,,
acc,0.35325,0.1765,0.97975,0.999375,0.62721875,0.88825,0.71375,0.994125,0.99975,0.89896875,0.8191489361702128,0.8068181818181818,0.5716253443526172,0.5280054644808743,0.6813994817054716,0.5870873800871382,0.8846372743831762,0.9932500000000001,0.6674118231495281
std,0.10332497463266675,0.09320278526570959,0.10983945319273043,0.08400218424507971,0.09759234933404662,0.11467083741631359,0.14105237852502614,0.07197620408389399,0.07335622351024872,0.10026391088387061,0.083832040850192,0.05767701477849518,0.23690223786009787,0.25580552701676973,0.15855420512638868,0.12883087575833432,0.10877610113786962,0.08479351625798821,0.15674127089763246
