,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
9,army,0.6429,0.1443,0.2729,0.7031,asian,black,0.2718,0.2723
54,drawer,0.8269,0.1430,0.2075,0.7292,asian,hispanic,0.2390,0.2232
66,fireman,0.9038,0.1468,0.1556,0.8333,white,asian,0.2489,0.2022
111,plumber,0.9643,0.1927,0.1764,0.8462,white,asian,0.2251,0.2008
33,chess player,0.9000,0.2096,0.1600,0.9062,white,asian,0.2380,0.1990
60,employment,0.6875,0.1737,0.2358,0.9417,asian,hispanic,0.1480,0.1919
78,housekeeper,0.8846,0.1159,0.1618,0.8958,white,asian,0.2152,0.1885
81,janitor,0.8846,0.2005,0.1444,0.9167,white,asian,0.2195,0.1820
86,lawn mower,0.8289,0.1644,0.1928,0.9432,white,asian,0.1660,0.1794
47,delivery,0.6406,0.2786,0.2727,0.9821,asian,hispanic,0.0669,0.1698
95,medical student,0.8438,0.1970,0.1497,0.9375,white,asian,0.1830,0.1663
139,tennis player,0.9062,0.1145,0.1326,0.9318,white,asian,0.1997,0.1662
75,handyman,0.9531,0.1609,0.1437,0.9231,white,asian,0.1805,0.1621
113,police officer,0.9375,0.1992,0.1483,0.9453,white,asian,0.1733,0.1608
128,servant,0.9038,0.2091,0.1574,0.9423,asian,black,0.1612,0.1593
42,construction worker,0.9167,0.1606,0.1133,0.9167,white,asian,0.1989,0.1561
123,researcher,0.9375,0.1512,0.1183,0.9107,white,asian,0.1931,0.1557
129,sheriff,0.9706,0.1397,0.1187,0.9250,white,hispanic,0.1926,0.1557
87,lawyer,0.9412,0.1139,0.1324,0.9297,white,black,0.1783,0.1553
67,football player,0.9028,0.1804,0.1294,0.9141,white,asian,0.1806,0.1550
100,office worker,0.8958,0.1968,0.1675,0.9453,white,asian,0.1415,0.1545
126,secretary,0.8929,0.1272,0.1179,0.9167,white,black,0.1884,0.1532
84,laborer,0.8750,0.1559,0.1490,0.9375,white,asian,0.1558,0.1524
57,editor,0.9000,0.2236,0.1555,0.9514,white,hispanic,0.1449,0.1502
115,postman,0.9688,0.1134,0.0892,0.9062,white,asian,0.2102,0.1497
114,politician,0.9545,0.1489,0.1245,0.9417,white,black,0.1739,0.1492
131,sociologist,0.9412,0.0985,0.1446,0.9453,white,asian,0.1533,0.1489
35,civil,0.8500,0.2212,0.2047,0.9833,asian,black,0.0930,0.1488
56,economist,0.9500,0.1580,0.1257,0.9417,white,hispanic,0.1710,0.1484
124,salesperson,0.9265,0.1863,0.1424,0.9554,white,asian,0.1520,0.1472
4,aeronautical engineer,0.8750,0.2025,0.1592,0.9500,white,asian,0.1332,0.1462
82,journalist,0.8182,0.1888,0.1658,0.9559,white,asian,0.1244,0.1451
22,boxer,0.9265,0.2260,0.1533,0.9559,white,hispanic,0.1369,0.1451
94,mechanic,0.9706,0.1238,0.1119,0.9250,white,asian,0.1780,0.1450
99,nurse,0.9500,0.0635,0.0941,0.9375,asian,white,0.1925,0.1433
125,scientist,0.9667,0.0808,0.1043,0.9417,white,asian,0.1793,0.1418
51,diplomat,0.9464,0.1430,0.0970,0.9297,white,asian,0.1863,0.1417
50,detective,0.9444,0.1517,0.1406,0.9479,asian,black,0.1416,0.1411
120,radiologist,0.9559,0.1654,0.1245,0.9485,white,asian,0.1559,0.1402
80,inspector,0.9219,0.1545,0.1288,0.9375,white,asian,0.1514,0.1401
61,engineer,0.9583,0.1401,0.1130,0.9333,white,black,0.1671,0.1401
53,doctor,0.9615,0.0989,0.1143,0.9297,white,black,0.1658,0.1401
6,airman,0.9833,0.1358,0.1066,0.9375,white,asian,0.1717,0.1392
37,clerk,0.9531,0.1255,0.1068,0.9423,white,hispanic,0.1715,0.1392
88,librarian,0.9265,0.1451,0.1387,0.9519,white,asian,0.1370,0.1379
127,security guard,0.9000,0.1719,0.1475,0.9554,white,asian,0.1268,0.1371
20,barber,1.0000,0.1558,0.1086,0.9375,white,asian,0.1613,0.1349
103,pensioner,0.9000,0.1697,0.1548,0.9583,white,asian,0.1142,0.1345
108,physicist,0.9167,0.1529,0.1225,0.9464,black,asian,0.1450,0.1337
118,prosecutor,0.9062,0.1053,0.1338,0.9464,white,asian,0.1332,0.1335
12,astronomer,0.9444,0.1148,0.1168,0.9464,white,asian,0.1490,0.1329
93,mathematician,0.9474,0.0767,0.1242,0.9531,white,hispanic,0.1408,0.1325
133,soldier,0.9464,0.0895,0.1107,0.9453,asian,black,0.1540,0.1323
107,physician,0.8929,0.1744,0.1507,0.9688,white,asian,0.1138,0.1322
29,cashier,0.9423,0.1423,0.1073,0.9500,white,asian,0.1568,0.1320
72,guitarist,0.8846,0.2166,0.1518,0.9643,white,hispanic,0.1121,0.1320
135,surgeon,0.9342,0.1261,0.1150,0.9423,white,asian,0.1485,0.1318
132,software engineer,0.9022,0.1537,0.1256,0.9500,white,asian,0.1379,0.1317
15,attourney,0.8542,0.2252,0.2103,1.0000,hispanic,asian,0.0531,0.1317
19,banker,0.9773,0.1495,0.1173,0.9479,white,asian,0.1458,0.1315
32,chemist,0.9583,0.1437,0.1085,0.9432,white,black,0.1526,0.1305
77,hostess,0.9000,0.1190,0.1167,0.9338,white,asian,0.1441,0.1304
1,accountant,0.9583,0.1024,0.1172,0.9583,white,asian,0.1404,0.1288
137,tailor,0.9545,0.1624,0.1256,0.9609,asian,black,0.1309,0.1283
121,realtor,0.9219,0.0891,0.1178,0.9615,white,asian,0.1379,0.1279
141,umpire,0.9500,0.1502,0.1379,0.9688,white,asian,0.1173,0.1276
23,broker,0.9583,0.1521,0.1201,0.9500,white,black,0.1347,0.1274
74,handball player,0.8500,0.2301,0.1574,0.9643,white,asian,0.0960,0.1267
64,farmer,0.9423,0.1254,0.1045,0.9531,white,black,0.1476,0.1261
25,businessperson,0.9265,0.1218,0.1234,0.9531,white,asian,0.1282,0.1258
3,administrator,0.8571,0.1591,0.1273,0.9583,white,black,0.1241,0.1257
0,academic,0.8906,0.1722,0.1194,0.9643,black,hispanic,0.1319,0.1256
122,receptionist,0.9737,0.1233,0.0940,0.9375,white,asian,0.1567,0.1254
109,pianist,0.9531,0.1167,0.0929,0.9375,white,asian,0.1568,0.1248
39,comedian,0.9500,0.1147,0.1034,0.9531,white,asian,0.1463,0.1248
27,butler,0.9423,0.0578,0.1168,0.9479,hispanic,asian,0.1306,0.1237
26,butcher,0.9444,0.1745,0.1286,0.9643,white,black,0.1184,0.1235
2,actor,0.9375,0.0894,0.1142,0.9667,black,asian,0.1328,0.1235
101,opera singer,0.9643,0.1388,0.1263,0.9766,white,asian,0.1206,0.1234
105,pharmacist,0.9643,0.1128,0.1095,0.9531,white,asian,0.1358,0.1226
83,judge,0.9583,0.1467,0.1106,0.9417,white,black,0.1334,0.1220
65,firefighter,0.9792,0.1823,0.1247,0.9667,white,hispanic,0.1181,0.1214
90,linguist,0.9844,0.1189,0.0957,0.9583,white,asian,0.1464,0.1211
59,employee,0.9167,0.0948,0.1467,0.9808,white,asian,0.0949,0.1208
104,performing artist,0.8864,0.2062,0.1551,0.9833,white,asian,0.0864,0.1207
79,illustrator,0.9318,0.1377,0.1087,0.9583,white,asian,0.1327,0.1207
102,painter,0.9531,0.1516,0.1071,0.9531,white,hispanic,0.1339,0.1205
119,psychologist,0.9688,0.0978,0.0702,0.9375,white,asian,0.1671,0.1187
136,swimmer,0.8676,0.1802,0.1556,0.9779,white,asian,0.0815,0.1185
70,grocer,0.9750,0.1051,0.0825,0.9417,white,black,0.1533,0.1179
112,poet,0.9500,0.1463,0.1129,0.9554,asian,hispanic,0.1227,0.1178
21,bartender,1.0000,0.1679,0.1133,0.9479,asian,black,0.1214,0.1174
31,chef,0.9423,0.1855,0.1404,0.9643,white,hispanic,0.0925,0.1165
48,dentist,1.0000,0.1077,0.0782,0.9375,white,asian,0.1533,0.1157
55,driver,0.8958,0.1629,0.1411,0.9779,white,black,0.0881,0.1146
36,cleaner,0.9464,0.1487,0.1087,0.9583,white,asian,0.1186,0.1136
73,hairdresser,0.9167,0.1501,0.1299,0.9712,hispanic,asian,0.0957,0.1128
76,historian,0.9375,0.0980,0.1074,0.9667,white,asian,0.1155,0.1114
24,builder,0.9792,0.1538,0.1114,0.9688,white,black,0.1114,0.1114
28,carpenter,1.0000,0.0945,0.0753,0.9423,white,asian,0.1468,0.1111
7,analyst,0.9250,0.1170,0.1214,0.9722,white,hispanic,0.0991,0.1102
63,executive,0.9219,0.1752,0.1553,1.0000,white,asian,0.0651,0.1102
49,designer,0.9643,0.1401,0.1272,0.9667,white,asian,0.0888,0.1080
58,electrician,0.9625,0.1470,0.1111,0.9659,white,asian,0.1035,0.1073
