,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
30,feminine,0.8500,-0.0940,0.0996,0.7500,asian,black,0.3672,0.2334
95,studious,0.7353,0.2019,0.1707,0.8750,asian,black,0.2831,0.2269
29,fat,0.7619,0.1070,0.1230,0.8750,asian,black,0.2961,0.2095
58,late,0.8438,0.1576,0.1398,0.8750,asian,black,0.2581,0.1989
64,masculine,0.8625,0.0618,0.0691,0.8750,asian,black,0.3281,0.1986
106,ugly,0.8611,0.0819,0.0809,0.8750,asian,black,0.3117,0.1963
63,manly,0.8088,0.1804,0.1555,0.8750,asian,black,0.2332,0.1944
102,thin,0.8375,0.1005,0.1005,0.8750,asian,black,0.2848,0.1927
72,polite,0.7237,0.1133,0.1187,0.8750,asian,black,0.2624,0.1906
83,rowdy,0.8906,0.1066,0.1136,0.8750,asian,black,0.2671,0.1904
86,silent,0.7794,0.1485,0.1346,0.8750,asian,black,0.2431,0.1888
105,trustworthy,0.8289,0.1279,0.1048,0.8750,asian,black,0.2700,0.1874
115,welcome,0.7667,0.1135,0.1138,0.8750,asian,black,0.2606,0.1872
87,skinny,0.7639,0.0761,0.1095,0.8750,asian,black,0.2644,0.1870
43,handsome,0.7812,0.1407,0.1263,0.8750,asian,black,0.2469,0.1866
68,nervous,0.7361,0.1596,0.1424,0.8750,asian,black,0.2286,0.1855
9,capable,0.8438,0.1255,0.1400,0.8750,asian,white,0.2274,0.1837
112,weak,0.8750,0.0919,0.0872,0.8750,asian,black,0.2784,0.1828
48,hopeless,0.8684,0.1322,0.1223,0.8750,asian,black,0.2377,0.1800
6,brave,0.8438,0.1047,0.1146,0.8750,asian,black,0.2449,0.1797
45,harsh,0.8095,0.1704,0.1316,0.8750,asian,black,0.2263,0.1789
65,muscular,0.8125,0.1635,0.1264,0.8750,asian,black,0.2309,0.1786
50,ignorant,0.7955,0.1753,0.1376,1.0000,asian,black,0.2176,0.1776
81,rich,0.8375,0.1306,0.1155,0.8750,asian,black,0.2362,0.1759
22,defiant,0.8167,0.1347,0.1154,0.8750,asian,black,0.2350,0.1752
40,good,0.8500,0.0887,0.0950,0.8750,asian,white,0.2526,0.1738
109,upset,0.7812,0.0403,0.0673,0.8750,asian,black,0.2791,0.1732
0,angry,0.8750,0.0846,0.1032,0.8750,asian,black,0.2427,0.1730
36,free,0.8289,0.1123,0.1097,0.8750,asian,black,0.2358,0.1728
46,healthy,0.7353,0.1737,0.1548,0.8750,asian,white,0.1880,0.1714
44,happy,0.9412,0.0603,0.0716,0.8750,asian,black,0.2702,0.1709
21,dangerous,0.8167,0.1869,0.1572,0.8750,asian,black,0.1838,0.1705
70,normal,0.9125,0.0514,0.0809,0.8750,asian,white,0.2598,0.1704
60,loud,0.8750,0.0696,0.0857,0.8750,asian,black,0.2537,0.1697
103,timid,0.8409,0.1046,0.1020,0.8750,asian,black,0.2371,0.1696
88,slim,0.8194,0.0888,0.1176,0.8750,asian,black,0.2171,0.1674
32,fine,0.8036,0.1364,0.1226,0.8750,asian,white,0.2108,0.1667
78,ready,0.9118,0.0643,0.0866,0.8750,asian,white,0.2454,0.1660
13,clean,0.8382,0.1167,0.0975,0.8750,asian,white,0.2340,0.1657
59,lazy,0.7647,0.1921,0.1488,1.0000,asian,black,0.1813,0.1651
84,rude,0.8281,0.1146,0.1023,0.8750,asian,black,0.2237,0.1630
47,homeless,0.8500,0.1224,0.1306,0.8750,asian,black,0.1948,0.1627
100,talkative,0.8676,0.0569,0.0767,0.8750,asian,black,0.2459,0.1613
