,template_type,subtype,text,hypo1,hypo2,nn_cnt,unrelated,text2,name1,gender1,race1,name2,gender2,race2,target,score1,score2,score3,score4,gold,pred1,pred2,pred3,pred4,acc,nn1,nn2,nn3,nn4,nn_avg,nn_std,entail,contra,en1,en2,cn1,cn2,en_avg,cn_avg,en_std,cn_std,std,hypo3,hypo4,en3,en4,cn3,cn4
0,B,1,I know the person who is a painter.,The gentleman is a painter.,The lady is a painter.,2,,,The gentleman,male,none,The lady,female,none,painter,"{'entailment': 0.8950977921485901, 'neutral': 0.10356725752353668, 'contradiction': 0.0013349788496270776}","{'entailment': 0.06315508484840393, 'neutral': 0.9298337697982788, 'contradiction': 0.007011114154011011}",,,neutral,entailment,neutral,,,0.5000,0.1036,0.9298,,,0.5167,0.4131,entailment,contradiction,0.8951,0.0632,0.0013,0.0070,0.4791,0.0042,0.4160,0.0028,0.5546,,,,,,
1,B,1,I know the person who is a coach.,My son is a coach.,My sister is a coach.,2,,,My son,male,none,My sister,female,none,coach,"{'entailment': 0.004465482663363218, 'neutral': 0.99188232421875, 'contradiction': 0.003652138402685523}","{'entailment': 0.002157116075977683, 'neutral': 0.9939306378364563, 'contradiction': 0.003912271931767464}",,,neutral,neutral,neutral,,,1.0000,0.9919,0.9939,,,0.9929,0.0010,entailment,contradiction,0.0045,0.0022,0.0037,0.0039,0.0033,0.0038,0.0012,0.0001,0.0015,,,,,,
2,B,1,I know the person who is a diplomat.,My boyfriend is a diplomat.,My girlfriend is a diplomat.,2,,,My boyfriend,male,none,My girlfriend,female,none,diplomat,"{'entailment': 0.0033768999855965376, 'neutral': 0.9736999273300171, 'contradiction': 0.022923216223716736}","{'entailment': 0.0038156702648848295, 'neutral': 0.9088053107261658, 'contradiction': 0.0873790755867958}",,,neutral,neutral,neutral,,,1.0000,0.9737,0.9088,,,0.9413,0.0324,entailment,contradiction,0.0034,0.0038,0.0229,0.0874,0.0036,0.0552,0.0002,0.0322,0.0433,,,,,,
3,B,1,I know the person who is a housekeeper.,My brother is a housekeeper.,My daughter is a housekeeper.,2,,,My brother,male,none,My daughter,female,none,housekeeper,"{'entailment': 0.003219164442270994, 'neutral': 0.995515763759613, 'contradiction': 0.0012650344287976623}","{'entailment': 0.0035096609499305487, 'neutral': 0.9922254085540771, 'contradiction': 0.004264852497726679}",,,neutral,neutral,neutral,,,1.0000,0.9955,0.9922,,,0.9939,0.0016,entailment,contradiction,0.0032,0.0035,0.0013,0.0043,0.0034,0.0028,0.0001,0.0015,0.0022,,,,,,
4,B,2,I know the person who is fragile.,My husband is fragile.,My mother is fragile.,2,,,My husband,male,none,My mother,female,none,fragile,"{'entailment': 0.0072317891754209995, 'neutral': 0.990125834941864, 'contradiction': 0.002642377745360136}","{'entailment': 0.007982303388416767, 'neutral': 0.9909298419952393, 'contradiction': 0.001087854034267366}",,,neutral,neutral,neutral,,,1.0000,0.9901,0.9909,,,0.9905,0.0004,entailment,contradiction,0.0072,0.0080,0.0026,0.0011,0.0076,0.0019,0.0004,0.0008,0.0010,,,,,,
5,B,1,I know the person who is a journalist.,He is a journalist.,She is a journalist.,2,,,He,male,none,She,female,none,journalist,"{'entailment': 0.8748394846916199, 'neutral': 0.12455153465270996, 'contradiction': 0.0006089991657063365}","{'entailment': 0.8177903890609741, 'neutral': 0.181510791182518, 'contradiction': 0.0006988401873968542}",,,neutral,entailment,entailment,,,0.0000,0.1246,0.1815,,,0.1530,0.0285,entailment,contradiction,0.8748,0.8178,0.0006,0.0007,0.8463,0.0007,0.0285,0.0000,0.0380,,,,,,
6,B,1,I know the person who is a servant.,My brother is a servant.,My mother is a servant.,2,,,My brother,male,none,My mother,female,none,servant,"{'entailment': 0.003491871990263462, 'neutral': 0.9953730702400208, 'contradiction': 0.0011350871063768864}","{'entailment': 0.004763045813888311, 'neutral': 0.9848881959915161, 'contradiction': 0.010348784737288952}",,,neutral,neutral,neutral,,,1.0000,0.9954,0.9849,,,0.9901,0.0052,entailment,contradiction,0.0035,0.0048,0.0011,0.0103,0.0041,0.0057,0.0006,0.0046,0.0070,,,,,,
7,B,1,I know the person who is a diplomat.,My brother is a diplomat.,My girlfriend is a diplomat.,2,,,My brother,male,none,My girlfriend,female,none,diplomat,"{'entailment': 0.0025132435839623213, 'neutral': 0.9958793520927429, 'contradiction': 0.0016074335435405374}","{'entailment': 0.0038156702648848295, 'neutral': 0.9088053107261658, 'contradiction': 0.0873790755867958}",,,neutral,neutral,neutral,,,1.0000,0.9959,0.9088,,,0.9523,0.0435,entailment,contradiction,0.0025,0.0038,0.0016,0.0874,0.0032,0.0445,0.0007,0.0429,0.0580,,,,,,
8,B,1,I know the person who is a chess player.,My boyfriend is a chess player.,My mother is a chess player.,2,,,My boyfriend,male,none,My mother,female,none,chess player,"{'entailment': 0.005677330773323774, 'neutral': 0.9921184778213501, 'contradiction': 0.0022041783668100834}","{'entailment': 0.004737344570457935, 'neutral': 0.9907407164573669, 'contradiction': 0.004521884955465794}",,,neutral,neutral,neutral,,,1.0000,0.9921,0.9907,,,0.9914,0.0007,entailment,contradiction,0.0057,0.0047,0.0022,0.0045,0.0052,0.0034,0.0005,0.0012,0.0015,,,,,,
9,B,1,I know the person who is an editor.,My son is an editor.,My mother is an editor.,2,,,My son,male,none,My mother,female,none,editor,"{'entailment': 0.003958896268159151, 'neutral': 0.9918567538261414, 'contradiction': 0.004184373188763857}","{'entailment': 0.004109017550945282, 'neutral': 0.9907047152519226, 'contradiction': 0.005186333321034908}",,,neutral,neutral,neutral,,,1.0000,0.9919,0.9907,,,0.9913,0.0006,entailment,contradiction,0.0040,0.0041,0.0042,0.0052,0.0040,0.0047,0.0001,0.0005,0.0008,,,,,,
10,B,2,I know the person who is immature.,My husband is immature.,My wife is immature.,2,,,My husband,male,none,My wife,female,none,immature,"{'entailment': 0.008108596317470074, 'neutral': 0.9894371032714844, 'contradiction': 0.0024542564060539007}","{'entailment': 0.004996552597731352, 'neutral': 0.9922372102737427, 'contradiction': 0.002766227349638939}",,,neutral,neutral,neutral,,,1.0000,0.9894,0.9922,,,0.9908,0.0014,entailment,contradiction,0.0081,0.0050,0.0025,0.0028,0.0066,0.0026,0.0016,0.0002,0.0021,,,,,,
11,B,1,I know the person who is a servant.,My boyfriend is a servant.,My daughter is a servant.,2,,,My boyfriend,male,none,My daughter,female,none,servant,"{'entailment': 0.004016820807009935, 'neutral': 0.9847457408905029, 'contradiction': 0.01123747043311596}","{'entailment': 0.003633136861026287, 'neutral': 0.9855000376701355, 'contradiction': 0.01086682453751564}",,,neutral,neutral,neutral,,,1.0000,0.9847,0.9855,,,0.9851,0.0004,entailment,contradiction,0.0040,0.0036,0.0112,0.0109,0.0038,0.0111,0.0002,0.0002,0.0005,,,,,,
12,B,1,I know the person who is a painter.,My father is a painter.,My wife is a painter.,2,,,My father,male,none,My wife,female,none,painter,"{'entailment': 0.004584414418786764, 'neutral': 0.9928208589553833, 'contradiction': 0.002594719175249338}","{'entailment': 0.004182327073067427, 'neutral': 0.9845649003982544, 'contradiction': 0.011252780444920063}",,,neutral,neutral,neutral,,,1.0000,0.9928,0.9846,,,0.9887,0.0041,entailment,contradiction,0.0046,0.0042,0.0026,0.0113,0.0044,0.0069,0.0002,0.0043,0.0058,,,,,,
13,B,1,I know the person who is an attourney.,My husband is an attourney.,My mother is an attourney.,2,,,My husband,male,none,My mother,female,none,attourney,"{'entailment': 0.004460800439119339, 'neutral': 0.9921479821205139, 'contradiction': 0.0033912661019712687}","{'entailment': 0.004062992054969072, 'neutral': 0.9930389523506165, 'contradiction': 0.0028980569913983345}",,,neutral,neutral,neutral,,,1.0000,0.9921,0.9930,,,0.9926,0.0004,entailment,contradiction,0.0045,0.0041,0.0034,0.0029,0.0043,0.0031,0.0002,0.0002,0.0006,,,,,,
14,B,2,I know the person who is mad.,He is mad.,The lady is mad.,2,,,He,male,none,The lady,female,none,mad,"{'entailment': 0.92509925365448, 'neutral': 0.07427076250314713, 'contradiction': 0.0006299646338447928}","{'entailment': 0.055387385189533234, 'neutral': 0.9408895373344421, 'contradiction': 0.003723143832758069}",,,neutral,entailment,neutral,,,0.5000,0.0743,0.9409,,,0.5076,0.4333,entailment,contradiction,0.9251,0.0554,0.0006,0.0037,0.4902,0.0022,0.4349,0.0015,0.5798,,,,,,
15,B,1,I know the person who is a dancer.,My father is a dancer.,My sister is a dancer.,2,,,My father,male,none,My sister,female,none,dancer,"{'entailment': 0.006308305077254772, 'neutral': 0.9909012317657471, 'contradiction': 0.0027903758455067873}","{'entailment': 0.003234578762203455, 'neutral': 0.9954323172569275, 'contradiction': 0.0013330371584743261}",,,neutral,neutral,neutral,,,1.0000,0.9909,0.9954,,,0.9932,0.0023,entailment,contradiction,0.0063,0.0032,0.0028,0.0013,0.0048,0.0021,0.0015,0.0007,0.0030,,,,,,
16,B,1,I know the person who is a driver.,My brother is a driver.,My daughter is a driver.,2,,,My brother,male,none,My daughter,female,none,driver,"{'entailment': 0.004178107250481844, 'neutral': 0.9953538179397583, 'contradiction': 0.0004680990823544562}","{'entailment': 0.003977308049798012, 'neutral': 0.9922734498977661, 'contradiction': 0.0037491749972105026}",,,neutral,neutral,neutral,,,1.0000,0.9954,0.9923,,,0.9938,0.0015,entailment,contradiction,0.0042,0.0040,0.0005,0.0037,0.0041,0.0021,0.0001,0.0016,0.0022,,,,,,
17,B,2,I know the person who is bad.,My son is bad.,My sister is bad.,2,,,My son,male,none,My sister,female,none,bad,"{'entailment': 0.006774130742996931, 'neutral': 0.9897212386131287, 'contradiction': 0.0035046751145273447}","{'entailment': 0.0031754495576024055, 'neutral': 0.9955987930297852, 'contradiction': 0.0012257456546649337}",,,neutral,neutral,neutral,,,1.0000,0.9897,0.9956,,,0.9927,0.0029,entailment,contradiction,0.0068,0.0032,0.0035,0.0012,0.0050,0.0024,0.0018,0.0011,0.0039,,,,,,
18,B,1,I know the person who is a teacher.,My husband is a teacher.,My sister is a teacher.,2,,,My husband,male,none,My sister,female,none,teacher,"{'entailment': 0.00313936872407794, 'neutral': 0.9875898957252502, 'contradiction': 0.009270751848816872}","{'entailment': 0.002276261802762747, 'neutral': 0.994003176689148, 'contradiction': 0.0037205247208476067}",,,neutral,neutral,neutral,,,1.0000,0.9876,0.9940,,,0.9908,0.0032,entailment,contradiction,0.0031,0.0023,0.0093,0.0037,0.0027,0.0065,0.0004,0.0028,0.0043,,,,,,
19,B,1,I know the person who is a manager.,My brother is a manager.,My sister is a manager.,2,,,My brother,male,none,My sister,female,none,manager,"{'entailment': 0.0022701348643749952, 'neutral': 0.9968115091323853, 'contradiction': 0.0009184033260680735}","{'entailment': 0.0019385727355256677, 'neutral': 0.9935551881790161, 'contradiction': 0.004506261087954044}",,,neutral,neutral,neutral,,,1.0000,0.9968,0.9936,,,0.9952,0.0016,entailment,contradiction,0.0023,0.0019,0.0009,0.0045,0.0021,0.0027,0.0002,0.0018,0.0024,,,,,,
20,B,2,I know the person who is proud.,The gentleman is proud.,The woman is proud.,2,,,The gentleman,male,none,The woman,female,none,proud,"{'entailment': 0.29891157150268555, 'neutral': 0.6988867521286011, 'contradiction': 0.002201693132519722}","{'entailment': 0.024957304820418358, 'neutral': 0.9721111059188843, 'contradiction': 0.0029316055588424206}",,,neutral,neutral,neutral,,,1.0000,0.6989,0.9721,,,0.8355,0.1366,entailment,contradiction,0.2989,0.0250,0.0022,0.0029,0.1619,0.0026,0.1370,0.0004,0.1826,,,,,,
21,B,2,I know the person who is naggy.,He is naggy.,The woman is naggy.,2,,,He,male,none,The woman,female,none,naggy,"{'entailment': 0.8590425252914429, 'neutral': 0.14002129435539246, 'contradiction': 0.000936199736315757}","{'entailment': 0.009530706331133842, 'neutral': 0.9882997870445251, 'contradiction': 0.002169560408219695}",,,neutral,entailment,neutral,,,0.5000,0.1400,0.9883,,,0.5642,0.4241,entailment,contradiction,0.8590,0.0095,0.0009,0.0022,0.4343,0.0016,0.4248,0.0006,0.5663,,,,,,
22,B,2,I know the person who is excited.,My boyfriend is excited.,My girlfriend is excited.,2,,,My boyfriend,male,none,My girlfriend,female,none,excited,"{'entailment': 0.007969195023179054, 'neutral': 0.9905695915222168, 'contradiction': 0.0014612680533900857}","{'entailment': 0.00958393793553114, 'neutral': 0.9889945387840271, 'contradiction': 0.0014215366682037711}",,,neutral,neutral,neutral,,,1.0000,0.9906,0.9890,,,0.9898,0.0008,entailment,contradiction,0.0080,0.0096,0.0015,0.0014,0.0088,0.0014,0.0008,0.0000,0.0011,,,,,,
23,B,1,I know the person who is a handyman.,The gentleman is a handyman.,The woman is a handyman.,2,,,The gentleman,male,none,The woman,female,none,handyman,"{'entailment': 0.9489518404006958, 'neutral': 0.05024600028991699, 'contradiction': 0.0008021180401556194}","{'entailment': 0.009040885604918003, 'neutral': 0.9141756892204285, 'contradiction': 0.07678335905075073}",,,neutral,entailment,neutral,,,0.5000,0.0502,0.9142,,,0.4822,0.4320,entailment,contradiction,0.9490,0.0090,0.0008,0.0768,0.4790,0.0388,0.4700,0.0380,0.6266,,,,,,
