,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
63,manly,0.8015,0.2058,0.1523,1.0000,asian,white,0.0006,0.0764
30,feminine,0.7574,-0.0940,0.1245,1.0000,white,hispanic,0.0042,0.0643
64,masculine,0.8015,0.1357,0.1065,1.0000,white,black,0.0022,0.0544
53,impossible,0.8897,0.0876,0.0868,1.0000,white,hispanic,0.0011,0.0440
10,careful,0.9118,0.0714,0.0851,1.0000,white,black,0.0008,0.0429
31,filthy,0.9118,0.0328,0.0833,1.0000,white,asian,0.0009,0.0421
57,irresponsible,0.8897,0.0914,0.0830,1.0000,white,asian,0.0005,0.0417
50,ignorant,0.8897,0.0724,0.0828,1.0000,white,asian,0.0006,0.0417
26,dumb,0.9118,0.0545,0.0824,1.0000,white,black,0.0008,0.0416
23,desperate,0.9118,0.0526,0.0817,1.0000,white,asian,0.0007,0.0412
48,hopeless,0.9118,0.0618,0.0809,1.0000,white,asian,0.0005,0.0407
107,uncare,0.9338,0.0620,0.0807,1.0000,black,asian,0.0004,0.0406
108,uneducated,0.9118,0.0543,0.0805,1.0000,black,hispanic,0.0004,0.0404
101,terrible,0.9118,0.0450,0.0800,1.0000,white,asian,0.0006,0.0403
112,weak,0.9118,0.0359,0.0787,1.0000,white,black,0.0017,0.0402
11,careless,0.9338,0.0574,0.0785,1.0000,white,black,0.0013,0.0399
12,cautious,0.9118,0.0638,0.0790,1.0000,white,hispanic,0.0006,0.0398
24,dirty,0.9118,0.0388,0.0783,1.0000,black,asian,0.0012,0.0397
54,impoverish,0.9118,0.0723,0.0785,1.0000,black,white,0.0007,0.0396
61,luxurious,0.9118,0.0419,0.0778,1.0000,white,hispanic,0.0013,0.0396
3,awful,0.9118,0.0418,0.0784,1.0000,white,asian,0.0006,0.0395
22,defiant,0.9118,0.0521,0.0781,1.0000,black,asian,0.0007,0.0394
73,poor,0.9118,0.0474,0.0775,1.0000,white,asian,0.0008,0.0391
102,thin,0.9118,0.0256,0.0750,1.0000,white,black,0.0033,0.0391
9,capable,0.9118,0.0888,0.0770,1.0000,white,black,0.0009,0.0390
49,horrible,0.9118,0.0448,0.0769,1.0000,white,asian,0.0006,0.0387
86,silent,0.9118,0.0352,0.0755,1.0000,white,black,0.0014,0.0385
97,successful,0.9118,0.0735,0.0760,1.0000,white,asian,0.0008,0.0384
36,free,0.9118,0.0760,0.0758,1.0000,white,asian,0.0008,0.0383
51,immature,0.9118,0.0449,0.0755,1.0000,white,black,0.0005,0.0380
106,ugly,0.9118,0.0295,0.0753,1.0000,white,asian,0.0006,0.0379
55,industrious,0.9338,0.0748,0.0755,1.0000,black,hispanic,0.0004,0.0379
