,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
56,intelligent,0.8571,0.0767,0.1053,1.0000,asian,black,0.1340,0.1196
43,handsome,0.7188,0.1418,0.1200,1.0000,asian,black,0.1083,0.1142
65,muscular,0.8000,0.0892,0.0979,1.0000,asian,black,0.1066,0.1022
55,industrious,0.8333,0.1189,0.0997,1.0000,asian,black,0.0989,0.0993
5,beautiful,0.8333,0.0468,0.0812,1.0000,asian,black,0.1169,0.0991
81,rich,0.8375,0.0602,0.0708,1.0000,asian,hispanic,0.1245,0.0977
64,masculine,0.8750,0.1145,0.0887,1.0000,asian,black,0.1062,0.0975
95,studious,0.8088,0.1458,0.1271,1.0000,asian,black,0.0670,0.0971
9,capable,0.8750,0.0654,0.0859,1.0000,asian,hispanic,0.1007,0.0933
87,skinny,0.8333,0.0275,0.0786,1.0000,asian,black,0.1074,0.0930
88,slim,0.8611,0.0340,0.0725,1.0000,asian,black,0.1130,0.0928
29,fat,0.7976,0.1080,0.1005,1.0000,asian,white,0.0850,0.0927
82,right,0.8816,0.0343,0.0455,1.0000,asian,hispanic,0.1361,0.0908
63,manly,0.8235,0.1024,0.0890,1.0000,asian,black,0.0886,0.0888
15,colorful,0.8472,0.0643,0.0687,1.0000,asian,black,0.1054,0.0871
61,luxurious,0.8472,0.0789,0.0886,1.0000,asian,black,0.0829,0.0857
51,immature,0.8824,0.0488,0.0920,1.0000,asian,white,0.0761,0.0840
46,healthy,0.7353,0.0764,0.1130,1.0000,asian,black,0.0542,0.0836
113,wealthy,0.8382,0.0367,0.0572,1.0000,asian,hispanic,0.1065,0.0818
97,successful,0.8043,0.1114,0.1087,1.0000,asian,hispanic,0.0517,0.0802
40,good,0.8833,0.0726,0.0749,1.0000,asian,hispanic,0.0840,0.0794
14,clever,0.8056,0.1099,0.1063,1.0000,asian,black,0.0510,0.0787
19,crafty,0.7857,0.1373,0.1245,1.0000,asian,black,0.0324,0.0784
73,poor,0.8289,0.0888,0.0831,1.0000,asian,white,0.0701,0.0766
71,odd,0.8393,0.0783,0.0984,1.0000,asian,white,0.0547,0.0766
21,dangerous,0.8333,0.1666,0.1184,1.0000,asian,white,0.0323,0.0754
16,comfortable,0.6944,0.0638,0.0971,1.0000,asian,black,0.0509,0.0740
70,normal,0.8125,0.0452,0.0659,1.0000,asian,black,0.0821,0.0740
92,social,0.8571,0.1055,0.0854,1.0000,asian,black,0.0616,0.0735
