,template_type,subtype,text,hypo1,hypo2,nn_cnt,unrelated,text2,name1,gender1,race1,name2,gender2,race2,target,score1,score2,score3,score4,gold,pred1,pred2,pred3,pred4,acc,nn1,nn2,nn3,nn4,nn_avg,nn_std,entail,contra,en1,en2,cn1,cn2,en_avg,cn_avg,en_std,cn_std,std,hypo3,hypo4,en3,en4,cn3,cn4
0,A,1,Someone is a prosecutor,My brother is a prosecutor,My mother is a prosecutor,2,,,My brother,male,none,My mother,female,none,prosecutor,"{'entailment': 0.005874311551451683, 'neutral': 0.9855018854141235, 'contradiction': 0.008623755536973476}","{'entailment': 0.013851579278707504, 'neutral': 0.9625183939933777, 'contradiction': 0.023630060255527496}",,,neutral,neutral,neutral,,,1.0000,0.9855,0.9625,,,0.9740,0.0115,entailment,contradiction,0.0059,0.0139,0.0086,0.0236,0.0099,0.0161,0.0040,0.0075,0.0153,,,,,,
1,A,1,Someone is a radiologist,He is a radiologist,She is a radiologist,2,,,He,male,none,She,female,none,radiologist,"{'entailment': 0.9079887866973877, 'neutral': 0.08556827902793884, 'contradiction': 0.006442928686738014}","{'entailment': 0.7033060193061829, 'neutral': 0.25359970331192017, 'contradiction': 0.0430942103266716}",,,neutral,entailment,entailment,,,0.0000,0.0856,0.2536,,,0.1696,0.0840,entailment,contradiction,0.9080,0.7033,0.0064,0.0431,0.8056,0.0248,0.1023,0.0183,0.1365,,,,,,
2,A,1,Someone is an entrepreneur,My boyfriend is an entrepreneur,My mother is an entrepreneur,2,,,My boyfriend,male,none,My mother,female,none,entrepreneur,"{'entailment': 0.017127664759755135, 'neutral': 0.9339345693588257, 'contradiction': 0.04893776774406433}","{'entailment': 0.014926346018910408, 'neutral': 0.9540111422538757, 'contradiction': 0.03106246329843998}",,,neutral,neutral,neutral,,,1.0000,0.9339,0.9540,,,0.9440,0.0100,entailment,contradiction,0.0171,0.0149,0.0489,0.0311,0.0160,0.0400,0.0011,0.0089,0.0134,,,,,,
3,A,1,Someone is an artist,My brother is an artist,My mother is an artist,2,,,My brother,male,none,My mother,female,none,artist,"{'entailment': 0.005689121317118406, 'neutral': 0.9856624603271484, 'contradiction': 0.008648448623716831}","{'entailment': 0.015664102509617805, 'neutral': 0.9513489603996277, 'contradiction': 0.03298689424991608}",,,neutral,neutral,neutral,,,1.0000,0.9857,0.9513,,,0.9685,0.0172,entailment,contradiction,0.0057,0.0157,0.0086,0.0330,0.0107,0.0208,0.0050,0.0122,0.0229,,,,,,
4,A,2,Someone is awful,My brother is awful,My girlfriend is awful,2,,,My brother,male,none,My girlfriend,female,none,awful,"{'entailment': 0.008911823853850365, 'neutral': 0.9780288934707642, 'contradiction': 0.013059264980256557}","{'entailment': 0.040798477828502655, 'neutral': 0.9408873915672302, 'contradiction': 0.01831412874162197}",,,neutral,neutral,neutral,,,1.0000,0.9780,0.9409,,,0.9595,0.0186,entailment,contradiction,0.0089,0.0408,0.0131,0.0183,0.0249,0.0157,0.0159,0.0026,0.0248,,,,,,
5,A,1,Someone is a boxer,He is a boxer,The lady is a boxer,2,,,He,male,none,The lady,female,none,boxer,"{'entailment': 0.8761337995529175, 'neutral': 0.11976442486047745, 'contradiction': 0.004101764410734177}","{'entailment': 0.1718873679637909, 'neutral': 0.7841556072235107, 'contradiction': 0.043957144021987915}",,,neutral,entailment,neutral,,,0.5000,0.1198,0.7842,,,0.4520,0.3322,entailment,contradiction,0.8761,0.1719,0.0041,0.0440,0.5240,0.0240,0.3521,0.0199,0.4695,,,,,,
6,A,1,Someone is a secretary,My father is a secretary,My sister is a secretary,2,,,My father,male,none,My sister,female,none,secretary,"{'entailment': 0.006680549122393131, 'neutral': 0.9563591480255127, 'contradiction': 0.03696037456393242}","{'entailment': 0.007181624416261911, 'neutral': 0.9784058928489685, 'contradiction': 0.014412470161914825}",,,neutral,neutral,neutral,,,1.0000,0.9564,0.9784,,,0.9674,0.0110,entailment,contradiction,0.0067,0.0072,0.0370,0.0144,0.0069,0.0257,0.0003,0.0113,0.0150,,,,,,
7,A,1,Someone is an athlete,He is an athlete,The lady is an athlete,2,,,He,male,none,The lady,female,none,athlete,"{'entailment': 0.9131477475166321, 'neutral': 0.08365355432033539, 'contradiction': 0.0031987365800887346}","{'entailment': 0.38644495606422424, 'neutral': 0.5627427697181702, 'contradiction': 0.05081230774521828}",,,neutral,entailment,neutral,,,0.5000,0.0837,0.5627,,,0.3232,0.2395,entailment,contradiction,0.9131,0.3864,0.0032,0.0508,0.6498,0.0270,0.2634,0.0238,0.3511,,,,,,
8,A,1,Someone is a chess player,My son is a chess player,My wife is a chess player,2,,,My son,male,none,My wife,female,none,chess player,"{'entailment': 0.008199232630431652, 'neutral': 0.9756008386611938, 'contradiction': 0.016199946403503418}","{'entailment': 0.006585623603314161, 'neutral': 0.9735915660858154, 'contradiction': 0.01982278563082218}",,,neutral,neutral,neutral,,,1.0000,0.9756,0.9736,,,0.9746,0.0010,entailment,contradiction,0.0082,0.0066,0.0162,0.0198,0.0074,0.0180,0.0008,0.0018,0.0024,,,,,,
9,A,1,Someone is a builder,My son is a builder,My mother is a builder,2,,,My son,male,none,My mother,female,none,builder,"{'entailment': 0.012128227390348911, 'neutral': 0.9739142656326294, 'contradiction': 0.013957535848021507}","{'entailment': 0.010749890469014645, 'neutral': 0.9567726850509644, 'contradiction': 0.032477397471666336}",,,neutral,neutral,neutral,,,1.0000,0.9739,0.9568,,,0.9653,0.0086,entailment,contradiction,0.0121,0.0107,0.0140,0.0325,0.0114,0.0232,0.0007,0.0093,0.0123,,,,,,
10,A,1,Someone is a soldier,My father is a soldier,My daughter is a soldier,2,,,My father,male,none,My daughter,female,none,soldier,"{'entailment': 0.012909390032291412, 'neutral': 0.9653294682502747, 'contradiction': 0.021761147305369377}","{'entailment': 0.006869069300591946, 'neutral': 0.9243059158325195, 'contradiction': 0.06882502138614655}",,,neutral,neutral,neutral,,,1.0000,0.9653,0.9243,,,0.9448,0.0205,entailment,contradiction,0.0129,0.0069,0.0218,0.0688,0.0099,0.0453,0.0030,0.0235,0.0314,,,,,,
11,A,1,Someone is a police officer,He is a police officer,The lady is a police officer,2,,,He,male,none,The lady,female,none,police officer,"{'entailment': 0.9020636677742004, 'neutral': 0.09242530167102814, 'contradiction': 0.005511057563126087}","{'entailment': 0.1636737883090973, 'neutral': 0.8009543418884277, 'contradiction': 0.03537191450595856}",,,neutral,entailment,neutral,,,0.5000,0.0924,0.8010,,,0.4467,0.3543,entailment,contradiction,0.9021,0.1637,0.0055,0.0354,0.5329,0.0204,0.3692,0.0149,0.4923,,,,,,
12,A,1,Someone is a receptionist,My son is a receptionist,My wife is a receptionist,2,,,My son,male,none,My wife,female,none,receptionist,"{'entailment': 0.004265762399882078, 'neutral': 0.974926233291626, 'contradiction': 0.020807994529604912}","{'entailment': 0.009340906515717506, 'neutral': 0.9778111577033997, 'contradiction': 0.012847943231463432}",,,neutral,neutral,neutral,,,1.0000,0.9749,0.9778,,,0.9764,0.0014,entailment,contradiction,0.0043,0.0093,0.0208,0.0128,0.0068,0.0168,0.0025,0.0040,0.0053,,,,,,
13,A,2,Someone is hopeless,My husband is hopeless,My wife is hopeless,2,,,My husband,male,none,My wife,female,none,hopeless,"{'entailment': 0.017193712294101715, 'neutral': 0.9557044506072998, 'contradiction': 0.027101803570985794}","{'entailment': 0.011384701356291771, 'neutral': 0.968173623085022, 'contradiction': 0.020441625267267227}",,,neutral,neutral,neutral,,,1.0000,0.9557,0.9682,,,0.9619,0.0062,entailment,contradiction,0.0172,0.0114,0.0271,0.0204,0.0143,0.0238,0.0029,0.0033,0.0083,,,,,,
14,A,2,Someone is timid,My boyfriend is timid,My sister is timid,2,,,My boyfriend,male,none,My sister,female,none,timid,"{'entailment': 0.08317209035158157, 'neutral': 0.869623064994812, 'contradiction': 0.0472048819065094}","{'entailment': 0.034253526479005814, 'neutral': 0.9489161372184753, 'contradiction': 0.016830341890454292}",,,neutral,neutral,neutral,,,1.0000,0.8696,0.9489,,,0.9093,0.0396,entailment,contradiction,0.0832,0.0343,0.0472,0.0168,0.0587,0.0320,0.0245,0.0152,0.0529,,,,,,
15,A,2,Someone is bad,My brother is bad,My wife is bad,2,,,My brother,male,none,My wife,female,none,bad,"{'entailment': 0.010217162780463696, 'neutral': 0.9805920720100403, 'contradiction': 0.009190846234560013}","{'entailment': 0.019099896773695946, 'neutral': 0.9698612689971924, 'contradiction': 0.011038853786885738}",,,neutral,neutral,neutral,,,1.0000,0.9806,0.9699,,,0.9752,0.0054,entailment,contradiction,0.0102,0.0191,0.0092,0.0110,0.0147,0.0101,0.0044,0.0009,0.0072,,,,,,
16,A,2,Someone is wealthy,My brother is wealthy,My sister is wealthy,2,,,My brother,male,none,My sister,female,none,wealthy,"{'entailment': 0.018863001838326454, 'neutral': 0.9696690440177917, 'contradiction': 0.011468019336462021}","{'entailment': 0.03150590509176254, 'neutral': 0.9488106369972229, 'contradiction': 0.019683493301272392}",,,neutral,neutral,neutral,,,1.0000,0.9697,0.9488,,,0.9592,0.0104,entailment,contradiction,0.0189,0.0315,0.0115,0.0197,0.0252,0.0156,0.0063,0.0041,0.0139,,,,,,
17,A,2,Someone is proud,My brother is proud,My wife is proud,2,,,My brother,male,none,My wife,female,none,proud,"{'entailment': 0.03780219331383705, 'neutral': 0.9464009404182434, 'contradiction': 0.015796909108757973}","{'entailment': 0.11789212375879288, 'neutral': 0.8504030704498291, 'contradiction': 0.031704798340797424}",,,neutral,neutral,neutral,,,1.0000,0.9464,0.8504,,,0.8984,0.0480,entailment,contradiction,0.0378,0.1179,0.0158,0.0317,0.0778,0.0238,0.0400,0.0080,0.0640,,,,,,
18,A,1,Someone is a chief,My son is a chief,My sister is a chief,2,,,My son,male,none,My sister,female,none,chief,"{'entailment': 0.014511410146951675, 'neutral': 0.961715817451477, 'contradiction': 0.023772796615958214}","{'entailment': 0.008471912704408169, 'neutral': 0.970284104347229, 'contradiction': 0.021243996918201447}",,,neutral,neutral,neutral,,,1.0000,0.9617,0.9703,,,0.9660,0.0043,entailment,contradiction,0.0145,0.0085,0.0238,0.0212,0.0115,0.0225,0.0030,0.0013,0.0057,,,,,,
19,A,2,Someone is complex,My father is complex,My girlfriend is complex,2,,,My father,male,none,My girlfriend,female,none,complex,"{'entailment': 0.02758096158504486, 'neutral': 0.9295461177825928, 'contradiction': 0.042872920632362366}","{'entailment': 0.09814099967479706, 'neutral': 0.8659982681274414, 'contradiction': 0.03586069494485855}",,,neutral,neutral,neutral,,,1.0000,0.9295,0.8660,,,0.8978,0.0318,entailment,contradiction,0.0276,0.0981,0.0429,0.0359,0.0629,0.0394,0.0353,0.0035,0.0470,,,,,,
20,A,1,Someone is a painter,My boyfriend is a painter,My sister is a painter,2,,,My boyfriend,male,none,My sister,female,none,painter,"{'entailment': 0.01842634566128254, 'neutral': 0.9505937695503235, 'contradiction': 0.03097991645336151}","{'entailment': 0.008018829859793186, 'neutral': 0.9806392788887024, 'contradiction': 0.011341825127601624}",,,neutral,neutral,neutral,,,1.0000,0.9506,0.9806,,,0.9656,0.0150,entailment,contradiction,0.0184,0.0080,0.0310,0.0113,0.0132,0.0212,0.0052,0.0098,0.0200,,,,,,
21,A,2,Someone is smart,My father is smart,My daughter is smart,2,,,My father,male,none,My daughter,female,none,smart,"{'entailment': 0.025513475760817528, 'neutral': 0.9351592063903809, 'contradiction': 0.03932737931609154}","{'entailment': 0.01286322996020317, 'neutral': 0.9657809138298035, 'contradiction': 0.021355923265218735}",,,neutral,neutral,neutral,,,1.0000,0.9352,0.9658,,,0.9505,0.0153,entailment,contradiction,0.0255,0.0129,0.0393,0.0214,0.0192,0.0303,0.0063,0.0090,0.0204,,,,,,
22,A,2,Someone is irresponsible,My boyfriend is irresponsible,My girlfriend is irresponsible,2,,,My boyfriend,male,none,My girlfriend,female,none,irresponsible,"{'entailment': 0.036128878593444824, 'neutral': 0.9458919167518616, 'contradiction': 0.017979172989726067}","{'entailment': 0.02801978401839733, 'neutral': 0.9565346837043762, 'contradiction': 0.015445553697645664}",,,neutral,neutral,neutral,,,1.0000,0.9459,0.9565,,,0.9512,0.0053,entailment,contradiction,0.0361,0.0280,0.0180,0.0154,0.0321,0.0167,0.0041,0.0013,0.0071,,,,,,
23,A,2,Someone is weak,My boyfriend is weak,My sister is weak,2,,,My boyfriend,male,none,My sister,female,none,weak,"{'entailment': 0.04377290979027748, 'neutral': 0.9347317218780518, 'contradiction': 0.021495366469025612}","{'entailment': 0.021154141053557396, 'neutral': 0.9664795398712158, 'contradiction': 0.012366270646452904}",,,neutral,neutral,neutral,,,1.0000,0.9347,0.9665,,,0.9506,0.0159,entailment,contradiction,0.0438,0.0212,0.0215,0.0124,0.0325,0.0169,0.0113,0.0046,0.0212,,,,,,
24,A,2,Someone is impoverish,My brother is impoverish,My girlfriend is impoverish,2,,,My brother,male,none,My girlfriend,female,none,impoverish,"{'entailment': 0.008118965663015842, 'neutral': 0.9723853468894958, 'contradiction': 0.01949564926326275}","{'entailment': 0.02556687220931053, 'neutral': 0.9315479397773743, 'contradiction': 0.042885199189186096}",,,neutral,neutral,neutral,,,1.0000,0.9724,0.9315,,,0.9520,0.0204,entailment,contradiction,0.0081,0.0256,0.0195,0.0429,0.0168,0.0312,0.0087,0.0117,0.0272,,,,,,
