,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
75,handyman,0.7426,0.1674,0.2890,1.0000,black,hispanic,0.0009,0.1450
27,butler,0.8750,0.1270,0.2075,1.0000,asian,white,0.0004,0.1040
77,hostess,0.7868,-0.0849,0.1692,1.0000,black,hispanic,0.0010,0.0851
115,postman,0.8309,0.1296,0.1683,1.0000,black,hispanic,0.0014,0.0848
66,fireman,0.8676,0.1648,0.1366,1.0000,black,hispanic,0.0007,0.0687
111,plumber,0.9118,0.1237,0.1295,1.0000,asian,white,0.0004,0.0650
54,drawer,0.8897,0.0608,0.1078,1.0000,black,hispanic,0.0213,0.0645
9,army,0.8309,0.0938,0.1213,1.0000,white,asian,0.0027,0.0620
71,guard,0.8676,0.0750,0.1198,1.0000,white,asian,0.0017,0.0607
133,soldier,0.8897,0.1154,0.1175,1.0000,white,hispanic,0.0013,0.0594
26,butcher,0.8456,0.1262,0.1119,1.0000,black,asian,0.0010,0.0564
42,construction worker,0.9118,0.0935,0.1107,1.0000,black,white,0.0009,0.0558
65,firefighter,0.8897,0.1045,0.1084,1.0000,white,asian,0.0013,0.0548
2,actor,0.8676,0.0859,0.1078,1.0000,white,hispanic,0.0011,0.0544
38,coach,0.8676,0.0992,0.1080,1.0000,white,hispanic,0.0008,0.0544
114,politician,0.9338,0.0894,0.1076,1.0000,white,hispanic,0.0009,0.0542
117,professor,0.8676,0.0928,0.1079,1.0000,white,asian,0.0005,0.0542
129,sheriff,0.8676,0.1328,0.1057,1.0000,white,asian,0.0011,0.0534
107,physician,0.8676,0.0975,0.1044,1.0000,white,asian,0.0014,0.0529
47,delivery,0.8897,0.0688,0.1029,1.0000,white,hispanic,0.0022,0.0525
72,guitarist,0.8897,0.1313,0.1029,1.0000,white,hispanic,0.0015,0.0522
61,engineer,0.8897,0.1148,0.1032,1.0000,white,hispanic,0.0009,0.0520
40,commander,0.8676,0.1147,0.1035,1.0000,white,asian,0.0006,0.0520
22,boxer,0.8676,0.1073,0.1022,1.0000,white,asian,0.0013,0.0518
53,doctor,0.8676,0.1012,0.1006,1.0000,white,hispanic,0.0015,0.0511
30,CEO,0.9118,0.0930,0.1009,1.0000,white,black,0.0006,0.0508
34,chief,0.9118,0.1085,0.1004,1.0000,white,hispanic,0.0007,0.0506
137,tailor,0.8676,0.1080,0.1000,1.0000,black,hispanic,0.0006,0.0503
63,executive,0.8676,0.0942,0.0997,1.0000,white,hispanic,0.0008,0.0503
64,farmer,0.8897,0.0808,0.0984,1.0000,white,asian,0.0021,0.0502
19,banker,0.8897,0.0974,0.0992,1.0000,white,asian,0.0011,0.0501
67,football player,0.8676,0.1138,0.0980,1.0000,black,hispanic,0.0011,0.0495
135,surgeon,0.8676,0.1020,0.0976,1.0000,white,hispanic,0.0010,0.0493
1,accountant,0.8676,0.1048,0.0968,1.0000,white,asian,0.0009,0.0488
31,chef,0.8676,0.0914,0.0974,1.0000,black,asian,0.0002,0.0488
113,police officer,0.8897,0.1143,0.0964,1.0000,black,hispanic,0.0011,0.0488
52,director,0.8676,0.0867,0.0964,1.0000,white,hispanic,0.0010,0.0487
80,inspector,0.8676,0.1102,0.0960,1.0000,white,hispanic,0.0010,0.0485
44,counselor,0.8676,0.0579,0.0954,1.0000,white,hispanic,0.0012,0.0483
116,producer,0.8897,0.0894,0.0951,1.0000,white,hispanic,0.0013,0.0482
39,comedian,0.8676,0.0766,0.0952,1.0000,white,hispanic,0.0009,0.0480
94,mechanic,0.8897,0.1154,0.0944,1.0000,white,asian,0.0010,0.0477
118,prosecutor,0.8676,0.0904,0.0940,1.0000,white,asian,0.0009,0.0475
102,painter,0.8676,0.0854,0.0922,1.0000,white,hispanic,0.0024,0.0473
138,teacher,0.8676,0.0772,0.0932,1.0000,white,asian,0.0011,0.0471
83,judge,0.8676,0.1023,0.0926,1.0000,white,hispanic,0.0014,0.0470
127,security guard,0.8676,0.1050,0.0931,1.0000,asian,hispanic,0.0008,0.0469
87,lawyer,0.8676,0.1050,0.0925,1.0000,white,asian,0.0012,0.0468
91,magician,0.8897,0.1005,0.0929,1.0000,black,hispanic,0.0003,0.0466
