,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
63,manly,0.6667,0.1627,0.2524,0.7500,asian,black,0.3598,0.3061
30,feminine,0.6806,-0.1001,0.1808,0.6250,asian,black,0.3910,0.2859
70,normal,0.7273,0.0362,0.1081,0.7500,asian,white,0.3987,0.2534
64,masculine,0.5375,0.0656,0.1428,0.5000,asian,black,0.3600,0.2514
95,studious,0.8750,0.0807,0.1164,0.7500,asian,white,0.3743,0.2453
86,silent,0.7000,0.0793,0.1091,0.8750,asian,white,0.3340,0.2216
34,flamboyant,0.6739,0.0975,0.1206,0.8750,asian,white,0.3083,0.2144
43,handsome,0.8625,0.0668,0.1122,0.8750,asian,white,0.3162,0.2142
72,polite,0.8281,0.0227,0.0626,0.7500,asian,white,0.3602,0.2114
77,quiet,0.8750,0.0070,0.0767,0.7500,asian,white,0.3387,0.2077
82,right,0.8000,0.0096,0.0482,0.5000,asian,black,0.3652,0.2067
73,poor,0.7206,0.0656,0.0893,0.7500,asian,white,0.3218,0.2055
105,trustworthy,0.9583,0.0753,0.0966,0.8750,asian,black,0.3120,0.2043
65,muscular,0.7353,0.1159,0.1280,0.7500,asian,black,0.2713,0.1997
53,impossible,0.7941,-0.0038,0.0893,0.8750,asian,white,0.3086,0.1989
4,bad,0.7353,0.0348,0.0872,0.7500,asian,white,0.3103,0.1988
58,late,0.7000,0.0513,0.0783,0.8750,asian,white,0.3181,0.1982
103,timid,0.8529,0.0353,0.0771,0.8750,asian,white,0.3188,0.1980
113,wealthy,0.6932,0.0770,0.0939,0.7500,asian,white,0.3019,0.1979
92,social,0.8875,0.0711,0.0897,0.8750,asian,white,0.3014,0.1956
7,burly,0.6923,0.1641,0.1796,1.0000,asian,white,0.2114,0.1955
110,uptight,0.6731,0.0303,0.1277,0.8750,asian,white,0.2595,0.1936
18,confrontational,0.8690,0.0474,0.0861,0.8750,asian,black,0.2997,0.1929
36,free,0.7083,0.0566,0.0875,0.8750,asian,white,0.2979,0.1927
42,gross,0.8529,0.0947,0.1197,0.8750,asian,white,0.2636,0.1916
8,callous,0.7969,0.0481,0.0819,0.7500,asian,black,0.3007,0.1913
5,beautiful,0.8235,0.0108,0.0757,0.7500,asian,black,0.3043,0.1900
55,industrious,0.8382,-0.0023,0.0496,0.7500,asian,white,0.3214,0.1855
89,smart,0.7935,0.0552,0.0870,0.8750,asian,white,0.2840,0.1855
83,rowdy,0.8295,0.0729,0.0762,0.8750,asian,white,0.2930,0.1846
25,dishonest,0.8043,0.0946,0.1071,1.0000,asian,white,0.2603,0.1837
26,dumb,0.6765,0.0316,0.0851,0.7500,asian,white,0.2793,0.1822
16,comfortable,0.7812,0.0505,0.0675,0.8750,asian,black,0.2952,0.1814
9,capable,0.7500,-0.0007,0.0626,0.8750,asian,white,0.2999,0.1812
10,careful,0.7083,0.0748,0.0871,0.8750,asian,white,0.2749,0.1810
32,fine,0.8269,0.0516,0.0761,0.8750,asian,black,0.2839,0.1800
