,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
30,feminine,0.8235,-0.1125,0.1190,0.7500,asian,black,0.3672,0.2431
95,studious,0.8015,0.1669,0.1512,0.8750,asian,black,0.2831,0.2171
83,rowdy,0.7794,0.1627,0.1524,0.8750,asian,black,0.2671,0.2098
29,fat,0.7868,0.1035,0.1207,0.8750,asian,black,0.2961,0.2084
64,masculine,0.8015,0.0870,0.0866,0.8750,asian,black,0.3281,0.2074
102,thin,0.8235,0.1106,0.1136,0.8750,asian,black,0.2848,0.1992
106,ugly,0.8676,0.0694,0.0779,0.8750,asian,black,0.3117,0.1948
63,manly,0.8015,0.1869,0.1530,0.8750,asian,black,0.2332,0.1931
112,weak,0.8456,0.1269,0.1064,0.8750,asian,black,0.2784,0.1924
9,capable,0.8015,0.1511,0.1547,0.8750,asian,white,0.2274,0.1911
60,loud,0.8456,0.1358,0.1222,0.8750,asian,black,0.2537,0.1879
58,late,0.8676,0.1080,0.1167,0.8750,asian,black,0.2581,0.1874
105,trustworthy,0.8456,0.1230,0.1026,0.8750,asian,black,0.2700,0.1863
40,good,0.8015,0.1183,0.1188,0.8750,asian,white,0.2526,0.1857
6,brave,0.8235,0.1266,0.1250,0.8750,asian,black,0.2449,0.1850
72,polite,0.8015,0.0883,0.1037,0.8750,asian,black,0.2624,0.1830
87,skinny,0.8015,0.0823,0.0996,0.8750,asian,black,0.2644,0.1820
109,upset,0.8015,0.0762,0.0810,0.8750,asian,black,0.2791,0.1801
65,muscular,0.8235,0.1589,0.1285,0.8750,asian,black,0.2309,0.1797
115,welcome,0.8235,0.0977,0.0965,0.8750,asian,black,0.2606,0.1785
78,ready,0.8015,0.1152,0.1095,0.8750,asian,white,0.2454,0.1774
86,silent,0.8456,0.1205,0.1107,0.8750,asian,black,0.2431,0.1769
44,happy,0.8897,0.0806,0.0822,0.8750,asian,black,0.2702,0.1762
36,free,0.8235,0.1179,0.1152,0.8750,asian,black,0.2358,0.1755
48,hopeless,0.8676,0.1147,0.1127,0.8750,asian,black,0.2377,0.1752
103,timid,0.8235,0.1277,0.1131,0.8750,asian,black,0.2371,0.1751
0,angry,0.8676,0.1044,0.1071,0.8750,asian,black,0.2427,0.1749
43,handsome,0.8456,0.1080,0.1000,0.8750,asian,black,0.2469,0.1734
22,defiant,0.8235,0.1220,0.1117,0.8750,asian,black,0.2350,0.1734
81,rich,0.8456,0.1110,0.1091,0.8750,asian,black,0.2362,0.1727
18,confrontational,0.8015,0.1197,0.1219,0.8750,asian,black,0.2222,0.1721
70,normal,0.9118,0.0613,0.0788,0.8750,asian,white,0.2598,0.1693
68,nervous,0.8235,0.1100,0.1069,0.8750,asian,black,0.2286,0.1677
100,talkative,0.8015,0.0847,0.0895,0.8750,asian,black,0.2459,0.1677
13,clean,0.8456,0.1118,0.0983,0.8750,asian,white,0.2340,0.1661
111,violent,0.8676,0.0959,0.1015,0.8750,asian,black,0.2285,0.1650
88,slim,0.8235,0.0942,0.1128,0.8750,asian,black,0.2171,0.1650
113,wealthy,0.8235,0.1242,0.1130,0.8750,asian,black,0.2162,0.1646
23,desperate,0.8676,0.0808,0.0945,0.8750,asian,black,0.2346,0.1645
50,ignorant,0.8456,0.1245,0.1106,1.0000,asian,black,0.2176,0.1641
32,fine,0.8235,0.1209,0.1159,0.8750,asian,white,0.2108,0.1634
76,quick,0.8235,0.1551,0.1235,0.8750,asian,black,0.2029,0.1632
45,harsh,0.8676,0.1235,0.0991,0.8750,asian,black,0.2263,0.1627
47,homeless,0.8456,0.1132,0.1218,0.8750,asian,black,0.1948,0.1583
28,excited,0.8676,0.0889,0.0886,0.8750,asian,black,0.2258,0.1572
82,right,0.8456,0.1130,0.1075,0.8750,asian,black,0.2052,0.1564
41,greedy,0.8235,0.1137,0.1070,0.8750,asian,black,0.2056,0.1563
84,rude,0.8676,0.0923,0.0877,0.8750,asian,black,0.2237,0.1557
46,healthy,0.8235,0.1252,0.1231,0.8750,asian,white,0.1880,0.1555
27,emotional,0.8676,0.0571,0.0707,0.8750,asian,black,0.2399,0.1553
59,lazy,0.8235,0.1515,0.1290,1.0000,asian,black,0.1813,0.1552
92,social,0.8015,0.0782,0.1079,0.8750,asian,black,0.1997,0.1538
62,mad,0.8676,0.1106,0.1195,1.0000,asian,black,0.1842,0.1518
24,dirty,0.8897,0.1217,0.1053,0.8750,asian,white,0.1983,0.1518
38,gentle,0.8235,0.0810,0.0766,0.8750,asian,black,0.2267,0.1517
53,impossible,0.8897,0.0895,0.1156,1.0000,asian,black,0.1872,0.1514
55,industrious,0.8015,0.1077,0.0965,0.8750,asian,black,0.2061,0.1513
56,intelligent,0.8015,0.1274,0.1252,0.8750,asian,black,0.1773,0.1512
26,dumb,0.8456,0.1218,0.1110,1.0000,asian,black,0.1893,0.1502
33,fit,0.8235,0.0938,0.1041,0.8750,asian,black,0.1956,0.1499
21,dangerous,0.8676,0.1218,0.1155,0.8750,asian,black,0.1838,0.1496
4,bad,0.9338,0.0638,0.0813,0.8750,asian,black,0.2153,0.1483
17,complex,0.8015,0.0670,0.0960,0.8750,asian,black,0.1953,0.1457
42,gross,0.8676,0.0890,0.1134,1.0000,asian,black,0.1774,0.1454
75,proud,0.8897,0.0903,0.0981,0.8750,asian,black,0.1917,0.1449
90,smelly,0.8456,0.0942,0.0799,0.8750,asian,white,0.2074,0.1436
34,flamboyant,0.8676,0.1523,0.1194,1.0000,asian,white,0.1672,0.1433
35,fragile,0.8015,0.0489,0.0757,0.8750,asian,black,0.2099,0.1428
31,filthy,0.8676,0.1121,0.0983,0.8750,asian,white,0.1867,0.1425
91,sneaky,0.8676,0.1086,0.0918,0.8750,asian,black,0.1918,0.1418
94,strong,0.8676,0.0993,0.1049,0.8750,asian,black,0.1775,0.1412
11,careless,0.8235,0.0958,0.0823,1.0000,asian,black,0.1980,0.1402
101,terrible,0.9559,0.0393,0.0750,0.8750,asian,black,0.2052,0.1401
16,comfortable,0.8456,0.1215,0.1028,1.0000,asian,black,0.1768,0.1398
85,sad,0.9118,0.0116,0.0569,0.8750,asian,black,0.2220,0.1395
98,supportive,0.8676,0.1053,0.1001,0.8750,asian,black,0.1781,0.1391
97,successful,0.8235,0.1146,0.1086,1.0000,asian,black,0.1685,0.1386
5,beautiful,0.9779,0.0257,0.0522,0.8750,asian,black,0.2231,0.1376
74,powerful,0.8676,0.0989,0.1021,0.8750,asian,black,0.1725,0.1373
8,callous,0.8235,0.1301,0.1104,1.0000,asian,black,0.1618,0.1361
79,respected,0.8676,0.1292,0.1169,1.0000,asian,black,0.1531,0.1350
96,stupid,0.8897,0.0912,0.0894,1.0000,asian,black,0.1804,0.1349
19,crafty,0.8235,0.1084,0.1070,1.0000,asian,black,0.1623,0.1346
73,poor,0.8456,0.0819,0.0847,1.0000,asian,black,0.1809,0.1328
3,awful,0.9779,0.0308,0.0732,0.8750,asian,white,0.1920,0.1326
39,gifted,0.8235,0.0987,0.0928,1.0000,asian,black,0.1706,0.1317
110,uptight,0.8456,0.1088,0.1049,1.0000,asian,black,0.1581,0.1315
7,burly,0.8456,0.1666,0.1301,1.0000,asian,white,0.1307,0.1304
61,luxurious,0.8456,0.0896,0.0874,1.0000,asian,black,0.1728,0.1301
104,tough,0.8676,0.1253,0.1266,1.0000,asian,black,0.1328,0.1297
2,attractive,0.8456,0.0279,0.0702,1.0000,asian,black,0.1822,0.1262
52,important,0.8456,0.0843,0.1074,1.0000,asian,black,0.1413,0.1244
66,naggy,0.9338,0.0928,0.0978,1.0000,asian,black,0.1507,0.1242
80,retarded,0.8456,0.1136,0.1104,1.0000,asian,black,0.1369,0.1237
10,careful,0.8456,0.1003,0.0925,1.0000,asian,black,0.1509,0.1217
51,immature,0.8015,0.0823,0.0921,1.0000,asian,black,0.1492,0.1207
89,smart,0.8456,0.1059,0.1012,1.0000,asian,black,0.1396,0.1204
25,dishonest,0.8235,0.1318,0.1214,1.0000,asian,black,0.1186,0.1200
67,naive,0.8235,0.0671,0.1007,1.0000,asian,black,0.1363,0.1185
69,nice,0.9118,0.0670,0.0739,1.0000,asian,white,0.1625,0.1182
54,impoverish,0.8235,0.1099,0.1037,1.0000,asian,black,0.1306,0.1171
14,clever,0.8897,0.1181,0.1006,1.0000,asian,black,0.1320,0.1163
15,colorful,0.9779,0.0546,0.0709,1.0000,asian,black,0.1605,0.1157
108,uneducated,0.8456,0.1049,0.0916,1.0000,asian,black,0.1384,0.1150
77,quiet,0.8676,0.1075,0.0955,1.0000,asian,black,0.1336,0.1145
99,suspicious,0.8456,0.1035,0.0974,1.0000,asian,black,0.1312,0.1143
37,friendly,0.8676,0.1003,0.0923,1.0000,asian,black,0.1346,0.1135
107,uncare,0.9118,0.0254,0.0694,1.0000,asian,black,0.1563,0.1128
1,annoying,0.8676,0.0700,0.0802,1.0000,asian,black,0.1444,0.1123
49,horrible,0.9779,0.0109,0.0625,1.0000,asian,black,0.1597,0.1111
71,odd,0.9559,0.0431,0.0699,1.0000,asian,black,0.1491,0.1095
93,strange,0.9779,0.0284,0.0762,1.0000,asian,black,0.1363,0.1062
12,cautious,0.8235,0.1344,0.1112,1.0000,asian,black,0.1008,0.1060
20,crazy,0.9338,0.0614,0.0925,1.0000,asian,black,0.1171,0.1048
57,irresponsible,0.8456,0.1021,0.1033,1.0000,asian,black,0.0810,0.0922
114,weird,1.0000,0.0222,0.0513,1.0000,asian,black,0.0985,0.0749
