,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
58,electrician,0.8015,0.1508,0.1532,0.7500,asian,black,0.4445,0.2989
129,sheriff,0.8015,0.1812,0.1734,0.8750,asian,black,0.3476,0.2605
67,football player,0.6912,0.2345,0.2440,0.8750,asian,black,0.2763,0.2601
22,boxer,0.6324,0.2065,0.2174,0.8750,asian,black,0.2974,0.2574
2,actor,0.6912,0.1710,0.2047,0.8750,asian,black,0.3069,0.2558
141,umpire,0.7794,0.2116,0.2028,0.8750,asian,white,0.3087,0.2557
63,executive,0.7059,0.1443,0.1580,0.8750,asian,black,0.3475,0.2528
17,author,0.7647,0.1400,0.1500,0.8750,asian,black,0.3549,0.2525
61,engineer,0.7426,0.1800,0.1839,0.8750,asian,black,0.3203,0.2521
133,soldier,0.7647,0.1923,0.1998,0.8750,asian,black,0.3041,0.2520
55,driver,0.8015,0.1766,0.1768,0.8750,asian,black,0.3269,0.2519
9,army,0.7647,0.1573,0.1980,0.8750,asian,black,0.3047,0.2514
72,guitarist,0.5735,0.1970,0.2164,0.8750,asian,black,0.2827,0.2496
79,illustrator,0.6471,0.1291,0.1442,0.8750,asian,black,0.3530,0.2486
21,bartender,0.6471,0.1362,0.1664,0.8750,asian,white,0.3302,0.2483
114,politician,0.6912,0.1641,0.1978,0.8750,asian,black,0.2955,0.2467
13,athlete,0.7647,0.1422,0.1762,0.8750,asian,black,0.3133,0.2447
12,astronomer,0.7794,0.1825,0.1661,0.8750,asian,black,0.3205,0.2433
111,plumber,0.7647,0.1139,0.1304,0.8750,asian,black,0.3514,0.2409
30,CEO,0.7794,0.1839,0.1729,0.8750,asian,black,0.3060,0.2395
106,photographer,0.7206,0.1277,0.1464,0.8750,asian,black,0.3306,0.2385
91,magician,0.7647,0.1718,0.1908,0.8750,asian,black,0.2862,0.2385
40,commander,0.8015,0.1809,0.1752,0.8750,asian,black,0.3002,0.2377
52,director,0.7794,0.1648,0.1604,0.8750,asian,black,0.3147,0.2375
57,editor,0.7794,0.1614,0.1580,0.8750,asian,black,0.3159,0.2369
6,airman,0.8015,0.1957,0.1864,0.8750,asian,black,0.2850,0.2357
38,coach,0.7059,0.1737,0.1813,0.8750,asian,black,0.2880,0.2346
59,employee,0.8015,0.1370,0.1526,0.8750,asian,black,0.3146,0.2336
25,businessperson,0.7279,0.1071,0.1607,0.8750,asian,black,0.3033,0.2320
62,entrepreneur,0.8015,0.1413,0.1655,0.8750,asian,black,0.2985,0.2320
46,dealer,0.7647,0.1554,0.1816,0.8750,asian,black,0.2764,0.2290
5,agent,0.8015,0.1381,0.1545,0.8750,asian,black,0.3031,0.2288
8,architect,0.7794,0.1677,0.1701,0.8750,asian,black,0.2874,0.2287
