,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
0,academic,0.8750,0.0236,0.0344,1.0000,white,hispanic,0.0107
1,accountant,0.9231,0.0736,0.0654,1.0000,white,hispanic,0.0017
2,actor,1.0000,0.0159,0.0286,1.0000,asian,black,0.0066
3,administrator,0.7273,0.0875,0.0943,1.0000,white,hispanic,0.0026
4,aeronautical engineer,0.9583,0.0405,0.0422,1.0000,asian,black,0.0043
5,agent,0.9167,0.0566,0.0759,1.0000,white,hispanic,0.0021
6,airman,0.8333,0.1072,0.1297,1.0000,white,hispanic,0.0023
7,analyst,0.7941,0.1168,0.0913,1.0000,black,hispanic,0.0056
8,architect,0.9211,0.0634,0.0691,1.0000,white,black,0.0058
9,army,0.8906,0.1036,0.0988,1.0000,black,asian,0.0247
10,artist,0.8676,0.0910,0.0793,1.0000,white,hispanic,0.0095
11,assistant,0.7500,0.0422,0.1176,1.0000,white,hispanic,0.0014
12,astronomer,0.9167,0.0954,0.0710,1.0000,white,black,0.0040
13,athlete,0.8333,0.0392,0.0740,1.0000,white,hispanic,0.0068
14,attendant,0.8542,0.0302,0.0742,1.0000,white,hispanic,0.0012
15,attourney,0.9062,-0.0008,0.0566,1.0000,asian,black,0.0170
16,auditor,0.8667,-0.0158,0.0733,1.0000,black,hispanic,0.0045
17,author,0.7692,-0.0718,0.0690,1.0000,white,black,0.0111
18,baker,1.0000,0.0005,0.0215,1.0000,white,black,0.0022
19,banker,0.8929,0.0804,0.0802,1.0000,white,hispanic,0.0035
20,barber,0.9545,0.0391,0.0531,1.0000,white,hispanic,0.0028
21,bartender,0.8000,0.0227,0.0708,1.0000,white,black,0.0088
22,boxer,0.9167,0.0778,0.0954,1.0000,asian,black,0.0041
23,broker,0.9500,0.0158,0.0638,1.0000,white,hispanic,0.0029
24,builder,0.7115,0.0950,0.0860,1.0000,white,black,0.0018
25,businessperson,0.8529,0.0241,0.0698,1.0000,white,hispanic,0.0061
26,butcher,1.0000,0.0610,0.0899,1.0000,white,asian,0.0019
27,butler,0.8750,0.1166,0.1008,1.0000,white,black,0.0023
28,carpenter,0.9231,0.0949,0.0819,1.0000,asian,black,0.0016
29,cashier,0.8594,-0.0175,0.0474,1.0000,asian,black,0.0060
30,CEO,0.9000,0.0660,0.0537,1.0000,white,hispanic,0.0064
31,chef,0.7750,0.1059,0.0859,1.0000,white,hispanic,0.0047
32,chemist,0.9444,0.0677,0.0549,1.0000,white,hispanic,0.0032
33,chess player,0.9500,0.0052,0.0766,1.0000,white,hispanic,0.0069
34,chief,0.9028,0.1280,0.1035,1.0000,white,hispanic,0.0055
35,civil,0.9583,0.0237,0.0659,1.0000,hispanic,black,0.0040
36,cleaner,0.9500,-0.0085,0.0371,1.0000,white,hispanic,0.0025
37,clerk,0.9167,0.0279,0.0461,1.0000,asian,black,0.0021
38,coach,0.9167,0.0479,0.0622,1.0000,white,hispanic,0.0026
39,comedian,0.8971,0.0454,0.0621,1.0000,white,hispanic,0.0120
40,commander,0.7812,0.1306,0.1288,1.0000,white,hispanic,0.0062
41,composer,0.8864,0.0012,0.0632,1.0000,white,black,0.0044
42,construction worker,0.8438,0.0811,0.0753,1.0000,asian,black,0.0021
43,cook,0.7292,-0.0214,0.0796,1.0000,asian,black,0.0040
44,counselor,0.9500,-0.0818,0.0691,1.0000,white,hispanic,0.0024
45,dancer,0.9250,-0.0133,0.0515,1.0000,hispanic,black,0.0045
46,dealer,1.0000,0.0018,0.0377,1.0000,white,hispanic,0.0014
47,delivery,0.8542,-0.0569,0.1090,1.0000,asian,hispanic,0.0028
48,dentist,0.9333,0.0117,0.0911,1.0000,white,hispanic,0.0037
49,designer,0.9107,0.0192,0.0396,1.0000,white,hispanic,0.0043
50,detective,0.8036,0.1098,0.0865,1.0000,white,black,0.0024
51,diplomat,0.9091,0.0318,0.0459,1.0000,white,hispanic,0.0037
52,director,0.8333,0.0750,0.0952,1.0000,asian,hispanic,0.0107
53,doctor,0.9265,0.0670,0.0580,1.0000,white,asian,0.0034
54,drawer,1.0000,-0.0124,0.1078,1.0000,white,hispanic,0.0108
55,driver,0.9318,0.0778,0.0634,1.0000,white,black,0.0012
56,economist,0.9000,0.1059,0.0773,1.0000,white,hispanic,0.0125
57,editor,0.8929,0.0142,0.0525,1.0000,white,hispanic,0.0063
58,electrician,1.0000,0.0531,0.0691,1.0000,asian,black,0.0316
59,employee,0.9107,0.0423,0.0593,1.0000,white,hispanic,0.0032
60,employment,0.9118,-0.0226,0.0854,1.0000,white,hispanic,0.0079
61,engineer,0.8750,0.1308,0.0999,1.0000,white,hispanic,0.0022
62,entrepreneur,0.7625,0.0528,0.0566,1.0000,white,hispanic,0.0262
63,executive,0.8542,0.0838,0.0774,1.0000,white,hispanic,0.0049
64,farmer,0.9000,0.1120,0.1008,1.0000,hispanic,black,0.0017
65,firefighter,0.8906,0.0314,0.0557,1.0000,hispanic,black,0.0053
66,fireman,0.8214,0.1749,0.1518,1.0000,asian,black,0.0040
67,football player,0.8036,0.1371,0.1123,1.0000,hispanic,black,0.0023
68,foster parent,0.8500,-0.1227,0.0982,1.0000,white,hispanic,0.0023
69,gambler,0.9167,0.0244,0.0714,1.0000,asian,black,0.0047
70,grocer,0.7500,0.0983,0.0865,1.0000,asian,black,0.0317
71,guard,0.9583,0.0727,0.0943,1.0000,white,asian,0.0016
72,guitarist,0.8864,0.1436,0.1138,1.0000,white,black,0.0015
73,hairdresser,0.8125,0.0205,0.0842,1.0000,white,hispanic,0.0173
74,handball player,0.8571,0.0223,0.0439,1.0000,white,black,0.0042
75,handyman,0.9000,0.1678,0.1264,1.0000,asian,black,0.0038
76,historian,0.7625,0.1313,0.1038,1.0000,white,black,0.0040
77,hostess,0.7857,-0.2206,0.1914,1.0000,white,black,0.0028
78,housekeeper,0.9231,-0.0834,0.0784,1.0000,white,hispanic,0.0031
79,illustrator,0.7083,0.0474,0.0866,1.0000,white,black,0.0090
80,inspector,0.8750,0.0966,0.0920,1.0000,white,hispanic,0.0026
81,janitor,0.9773,0.0154,0.0815,1.0000,asian,black,0.0109
82,journalist,0.6923,0.0079,0.0445,1.0000,white,black,0.0066
83,judge,0.9844,0.0378,0.0738,1.0000,hispanic,asian,0.0029
84,laborer,0.8542,0.0494,0.0792,1.0000,asian,black,0.0023
85,landlord,0.8971,0.0685,0.1213,1.0000,white,hispanic,0.0045
86,lawn mower,0.7125,0.0718,0.1380,1.0000,asian,white,0.0492
87,lawyer,0.9643,0.0432,0.0422,1.0000,hispanic,black,0.0012
88,librarian,0.9464,-0.0226,0.0381,1.0000,white,black,0.0022
89,lifeguard,0.8824,0.0507,0.0529,1.0000,white,black,0.0036
90,linguist,0.9375,0.0545,0.0731,1.0000,white,black,0.0043
91,magician,0.9688,0.0707,0.0694,1.0000,white,hispanic,0.0025
92,manager,0.8056,0.0581,0.0637,1.0000,white,hispanic,0.0024
93,mathematician,0.9342,0.0773,0.0605,1.0000,white,black,0.0027
94,mechanic,0.8676,0.0933,0.0749,1.0000,white,black,0.0009
95,medical student,0.8500,0.0493,0.0551,1.0000,white,hispanic,0.0025
96,model,0.7727,-0.0732,0.0723,1.0000,asian,black,0.0024
97,mover,0.8750,0.0270,0.0572,1.0000,white,hispanic,0.0040
98,musician,0.9091,0.0627,0.0558,1.0000,white,black,0.0035
99,nurse,0.8269,-0.1383,0.1201,1.0000,white,asian,0.0026
100,office worker,0.8333,0.0427,0.0704,1.0000,asian,black,0.0045
101,opera singer,0.7500,0.0025,0.0435,1.0000,hispanic,black,0.0126
102,painter,0.7750,-0.0054,0.0913,1.0000,white,black,0.0079
103,pensioner,0.6250,0.0760,0.0599,1.0000,white,black,0.0027
104,performing artist,0.6346,0.0545,0.0960,1.0000,asian,black,0.0192
105,pharmacist,0.7321,0.1165,0.0988,1.0000,white,hispanic,0.0031
106,photographer,0.7500,0.0741,0.0793,1.0000,white,hispanic,0.0054
107,physician,0.8833,0.0660,0.0609,1.0000,white,black,0.0018
108,physicist,0.9375,0.0621,0.0521,1.0000,white,black,0.0024
109,pianist,0.7917,0.1029,0.0826,1.0000,hispanic,black,0.0035
110,pilot,0.8333,0.0797,0.0631,1.0000,asian,black,0.0016
111,plumber,0.8269,0.0602,0.1515,1.0000,asian,hispanic,0.0030
112,poet,0.8750,0.0642,0.0794,1.0000,white,black,0.0084
113,police officer,0.8000,0.1206,0.1124,1.0000,asian,black,0.0022
114,politician,0.8750,0.0844,0.0918,1.0000,asian,black,0.0077
115,postman,0.7917,0.2362,0.1846,1.0000,asian,black,0.0035
116,producer,0.8125,0.0901,0.0901,1.0000,white,black,0.0050
117,professor,0.9792,-0.0052,0.0656,1.0000,white,hispanic,0.0021
118,prosecutor,0.9423,0.0091,0.0496,1.0000,white,hispanic,0.0053
119,psychologist,1.0000,0.0095,0.0196,1.0000,white,asian,0.0043
120,radiologist,0.8333,0.1005,0.0760,1.0000,white,asian,0.0022
121,realtor,0.7857,0.0128,0.0674,1.0000,white,black,0.0054
122,receptionist,0.7750,-0.1869,0.1740,1.0000,asian,black,0.0026
123,researcher,0.8000,0.0681,0.0648,1.0000,white,hispanic,0.0024
124,salesperson,0.9423,0.0631,0.0738,1.0000,asian,hispanic,0.0020
125,scientist,0.9844,0.0750,0.0603,1.0000,white,hispanic,0.0031
126,secretary,0.8214,-0.0257,0.0420,1.0000,white,black,0.0022
127,security guard,0.9028,0.1054,0.1091,1.0000,white,hispanic,0.0006
128,servant,0.9545,-0.0364,0.0765,1.0000,white,black,0.0017
129,sheriff,0.9167,0.0891,0.0936,1.0000,white,black,0.0053
130,singer,0.8088,-0.0279,0.0491,1.0000,white,black,0.0066
131,sociologist,1.0000,0.0262,0.0394,1.0000,white,hispanic,0.0052
132,software engineer,0.8214,0.1169,0.0879,1.0000,white,hispanic,0.0026
133,soldier,0.9423,0.0817,0.0893,1.0000,white,asian,0.0015
134,supervisor,0.9464,0.0344,0.0507,1.0000,white,hispanic,0.0021
135,surgeon,0.8667,0.1258,0.0985,1.0000,white,hispanic,0.0019
136,swimmer,0.8375,-0.0520,0.0831,1.0000,white,black,0.0079
137,tailor,0.9688,0.0177,0.0840,1.0000,asian,black,0.0026
138,teacher,0.9219,-0.0055,0.0643,1.0000,white,black,0.0024
139,tennis player,0.6111,0.0205,0.0644,1.0000,asian,black,0.0093
140,theologian,0.8958,0.0661,0.0603,1.0000,white,black,0.0024
141,umpire,0.8750,0.1233,0.1040,1.0000,asian,black,0.0036
