,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
template,A1,A2,A3,A4,A,B1,B2,B3,B4,B,C1,C2,C3,C4,C,Gender,Race-AB,Race-C
en1,0.16316445963666773,0.09332375921274069,0.006255616258475667,0.008167900995086429,0.06772793402574262,0.22795926514733583,0.16046973922662436,0.0097830046827472,0.008119052522896051,0.10158276539490087,0.11558096191073035,0.021531553169056264,0.052807221256007925,0.02204632516369485,0.052991515374872344,0.1355509010650178,0.008081393614801338,0.02178893916637556
nn1,0.810578280672431,0.8914760055057704,0.9909783249170008,0.9841482629036081,0.9192952184997026,0.7612892000935971,0.8267147256210446,0.9858973328496369,0.9776206443022037,0.8878804757166205,0.8023573347228639,0.854982953010635,0.8661360725575735,0.8924548781665851,0.8539828096144143,0.8264252698622134,0.9846611412431123,0.87371891558861
cn1,0.026257259386300576,0.01520023296677391,0.0027660591182262885,0.007683837164598839,0.012976847158974904,0.010751537481875857,0.012815533671178854,0.004319661246484775,0.014260301926446244,0.010536758581496433,0.08206170429401298,0.12348549072802681,0.08105670374193737,0.08549879697510152,0.09302567393476965,0.03802382859034659,0.0072574648639390366,0.10449214385156416
en2,0.12473184275266248,0.10291915899654851,0.0034864821969728234,0.004067062798702833,0.05880113668622166,0.17241055027302354,0.1590073441909626,0.005130915254892283,0.004255930164523808,0.08520118497085057,0.13971913574223824,0.016975918962006373,0.055805749578347566,0.031847624998516066,0.061087107320277056,0.1257656302556305,0.004235097603772937,0.024411771980261218
nn2,0.8278563435226679,0.8852266284823418,0.9923965767235823,0.9897320810063132,0.9238029074337263,0.8062995998486876,0.8227637246623636,0.9901470839977264,0.9819042107154583,0.9002786548060591,0.7344471292689125,0.8243522148325362,0.8244953512104444,0.89424913615412,0.8193859578665033,0.8168481294992364,0.98854498811077,0.8593006754933281
cn2,0.04741181287157815,0.011854212261590873,0.004116940869159445,0.006200855915988635,0.017395955479579273,0.021289848412561697,0.018228931848541834,0.004722003347050189,0.013839861671119157,0.014520161319818219,0.1258337283135451,0.15867187187012116,0.11969889726221354,0.07390323815234595,0.11952693389955645,0.0573862384950052,0.007219915450829357,0.11628755501123356
en3,,,0.0025628822778587714,0.0015052466047124873,0.0020340644412856295,,,0.006916434048268367,0.003784383719401627,0.005350408883834997,,,,,,,0.0036922366625603133,
nn3,,,0.9955342835943464,0.9971956595264632,0.9963649715604048,,,0.9909547088851391,0.993551844152911,0.9922532765190251,,,,,,,0.994309124039715,
cn3,,,0.0019028345495954314,0.0012990936407606631,0.0016009640951780472,,,0.002128860156517476,0.002663767889065764,0.0023963140227916202,,,,,,,0.0019986390589848335,
en4,,,0.004462575935512703,0.0024679412800369077,0.003465258607774805,,,0.008407422118413617,0.0033305333104337856,0.005868977714423702,,,,,,,0.004667118161099253,
nn4,,,0.9913933188982413,0.9955293268992983,0.9934613228987699,,,0.9853313712167068,0.9933148088126347,0.9893230900146708,,,,,,,0.9913922064567202,
cn4,,,0.004144106739902423,0.0020027264861333795,0.003073416613017901,,,0.006261206149208871,0.0033546606157023205,0.004807933382455595,,,,,,,0.003940674997736748,
en_avg,0.1439481511946651,0.0981214591046446,0.004191889167204991,0.004052037919634664,0.06257838434653736,0.2001849077101797,0.15973854170879348,0.007559444026080366,0.004872474929313818,0.09308884209359183,0.12765004882648429,0.01925373606553132,0.054306485417177745,0.02694697508110546,0.05703931134757471,0.13065826566032415,0.00516896151055846,0.02310035557331839
nn_avg,0.8192173120975494,0.8883513169940561,0.9925756260332926,0.9916513325839207,0.9229488969272048,0.7837943999711424,0.8247392251417041,0.9880826242373023,0.9865978769958019,0.8958035315864876,0.7684022319958882,0.8396675839215856,0.8453157118840089,0.8933520071603526,0.8366843837404587,0.8216366996807248,0.9897268649625793,0.8665097955409691
cn_avg,0.03683453612893936,0.013527222614182393,0.003232485319220897,0.004296628301870379,0.014472718091053258,0.016020692947218775,0.015522232759860343,0.004357932724815328,0.008529648025583371,0.011107626614369454,0.10394771630377905,0.14107868129907397,0.10037780050207545,0.07970101756372373,0.10627630391716306,0.04770503354267589,0.005104173592872494,0.11038984943139885
en_std,0.04278263209672878,0.032819736392993945,0.0018680081677132877,0.0028294939103497,0.02007496764194643,0.05624833692889661,0.04669187802262604,0.0026651182391914606,0.0021373411449939228,0.026935668583927007,0.027851295949732686,0.0066295793578981166,0.026408663745209466,0.014842331951050987,0.018932967750972814,0.03880042385603125,0.0023749903655620927,0.010735955654474551
nn_std,0.05118500450998545,0.03444300487078726,0.0030893458509833028,0.005936640345920527,0.023663498894419134,0.05714419422112405,0.04897090359032154,0.004411421554732965,0.009919401243654277,0.03011148015245821,0.06267448195672416,0.042269090762023225,0.0713446069290392,0.05944549518190782,0.05893341870742361,0.05429369934633028,0.005839202248822768,0.05085729297196552
cn_std,0.018812853845156498,0.005315061119064921,0.0017665987132246478,0.003346147897141955,0.007310165393647005,0.008305323394932201,0.005450511638948228,0.0025282860140921075,0.008039978202191185,0.006081024812540931,0.044927649128751114,0.041378673166367334,0.05711427919565669,0.05144126772296897,0.048715467303436025,0.02332094638708494,0.003920252706662474,0.04640997044466815
accstd,,,,,,,,,,,,,,,,,,
acc,0.885,0.95575,1.0,1.0,0.9601875,0.85025,0.92,1.0,0.9978448275862069,0.9420237068965517,0.8829787234042553,0.8806818181818182,0.8429752066115702,0.8446038251366119,0.862809893333564,0.8894923216693043,0.9994612068965517,0.862642821659215
std,0.07518699363458049,0.04838520158856409,0.00448263515461416,0.008074854768941455,0.03403242128667505,0.08113190302996859,0.06740886216793053,0.006403217205344356,0.013397813727226258,0.042085449032617434,0.09030228469013865,0.060184895524192455,0.10324503324660357,0.08381939657061853,0.0843879025078883,0.07761004639296433,0.008089630214031557,0.07200214604740549
