,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
63,manly,0.6029,0.1490,0.2746,0.7500,asian,black,0.3598,0.3172
30,feminine,0.7167,-0.0990,0.1378,0.6250,asian,black,0.3910,0.2644
64,masculine,0.6125,0.0863,0.1529,0.5000,asian,black,0.3600,0.2565
70,normal,0.7625,0.0301,0.1005,0.7500,asian,white,0.3987,0.2496
95,studious,0.6765,0.0937,0.1045,0.7500,asian,white,0.3743,0.2394
43,handsome,0.6562,0.1128,0.1481,0.8750,asian,white,0.3162,0.2321
34,flamboyant,0.7237,0.1158,0.1392,0.8750,asian,white,0.3083,0.2238
86,silent,0.6471,0.0535,0.1064,0.8750,asian,white,0.3340,0.2202
105,trustworthy,0.8947,0.0816,0.1228,0.8750,asian,black,0.3120,0.2174
82,right,0.8684,0.0140,0.0638,0.5000,asian,black,0.3652,0.2145
72,polite,0.6447,0.0160,0.0661,0.7500,asian,white,0.3602,0.2131
53,impossible,0.7143,0.0754,0.1062,0.8750,asian,white,0.3086,0.2074
9,capable,0.8750,0.0839,0.1072,0.8750,asian,white,0.2999,0.2035
73,poor,0.7763,0.0538,0.0837,0.7500,asian,white,0.3218,0.2027
77,quiet,0.8654,0.0435,0.0648,0.7500,asian,white,0.3387,0.2017
58,late,0.7812,0.0718,0.0842,0.8750,asian,white,0.3181,0.2012
55,industrious,0.7917,0.0396,0.0775,0.7500,asian,white,0.3214,0.1995
18,confrontational,0.9048,0.0574,0.0960,0.8750,asian,black,0.2997,0.1979
8,callous,0.7333,0.0392,0.0913,0.7500,asian,black,0.3007,0.1960
65,muscular,0.7250,0.0913,0.1194,0.7500,asian,black,0.2713,0.1954
103,timid,0.8864,0.0087,0.0696,0.8750,asian,white,0.3188,0.1942
5,beautiful,0.9000,0.0355,0.0840,0.7500,asian,black,0.3043,0.1942
22,defiant,0.8667,0.1040,0.1156,0.8750,asian,black,0.2719,0.1938
92,social,0.8393,0.0690,0.0829,0.8750,asian,white,0.3014,0.1922
4,bad,0.8125,0.0195,0.0718,0.7500,asian,white,0.3103,0.1911
56,intelligent,0.7619,0.0661,0.1000,0.7500,asian,white,0.2801,0.1901
26,dumb,0.6875,0.0678,0.1000,0.7500,asian,white,0.2793,0.1897
32,fine,0.8393,0.0501,0.0944,0.8750,asian,black,0.2839,0.1892
19,crafty,0.7679,0.0901,0.1109,0.8750,asian,white,0.2674,0.1891
25,dishonest,0.8056,0.0535,0.1147,1.0000,asian,white,0.2603,0.1875
16,comfortable,0.6667,0.0647,0.0728,0.8750,asian,black,0.2952,0.1840
36,free,0.7237,0.0210,0.0700,0.8750,asian,white,0.2979,0.1840
85,sad,0.8000,-0.0321,0.0889,0.8750,asian,white,0.2785,0.1837
62,mad,0.7750,0.0476,0.0847,0.8750,asian,white,0.2822,0.1835
29,fat,0.7381,0.0590,0.0872,0.8750,asian,black,0.2795,0.1833
54,impoverish,0.8571,0.0098,0.1086,0.8750,asian,white,0.2561,0.1824
91,sneaky,0.8636,0.0814,0.0861,0.8750,asian,black,0.2770,0.1816
75,proud,0.7500,0.0655,0.0920,0.8750,asian,white,0.2690,0.1805
41,greedy,0.9091,0.0372,0.0599,0.8750,asian,white,0.3008,0.1804
50,ignorant,0.7045,0.0573,0.0896,0.8750,asian,white,0.2710,0.1803
113,wealthy,0.8235,0.0307,0.0579,0.7500,asian,white,0.3019,0.1799
13,clean,0.7941,0.0147,0.0941,0.8750,asian,black,0.2650,0.1795
40,good,0.9500,0.0334,0.0835,0.7500,asian,white,0.2727,0.1781
33,fit,0.7941,0.0131,0.0660,0.8750,asian,white,0.2895,0.1777
71,odd,0.8214,0.0107,0.0943,0.8750,asian,white,0.2587,0.1765
45,harsh,0.7976,0.0916,0.0996,1.0000,asian,black,0.2520,0.1758
48,hopeless,0.8289,0.0440,0.0986,0.8750,asian,white,0.2522,0.1754
90,smelly,0.8438,0.0786,0.0883,0.8750,asian,black,0.2621,0.1752
51,immature,0.8382,0.0137,0.0938,1.0000,asian,black,0.2539,0.1738
83,rowdy,0.9219,0.0456,0.0545,0.8750,asian,white,0.2930,0.1738
68,nervous,0.6667,0.0574,0.0798,0.8750,asian,white,0.2658,0.1728
89,smart,0.9265,0.0307,0.0616,0.8750,asian,white,0.2840,0.1728
17,complex,0.8947,0.0549,0.0699,0.8750,asian,white,0.2753,0.1726
110,uptight,0.8611,0.0637,0.0843,0.8750,asian,white,0.2595,0.1719
61,luxurious,0.7500,0.0369,0.0647,0.8750,asian,black,0.2756,0.1702
115,welcome,0.8500,0.0984,0.0859,0.8750,asian,white,0.2544,0.1701
88,slim,0.7778,0.0029,0.0812,0.7500,asian,white,0.2586,0.1699
3,awful,0.8333,0.0147,0.0772,0.8750,asian,white,0.2618,0.1695
102,thin,0.7500,0.0455,0.0771,0.7500,asian,black,0.2619,0.1695
74,powerful,0.8393,0.0558,0.0905,0.7500,asian,black,0.2483,0.1694
104,tough,0.8235,0.0568,0.0791,0.8750,asian,black,0.2592,0.1691
42,gross,0.8125,0.0076,0.0723,0.8750,asian,white,0.2636,0.1679
10,careful,0.8077,-0.0038,0.0598,0.8750,asian,white,0.2749,0.1674
81,rich,0.8500,0.0350,0.0619,0.8750,asian,white,0.2716,0.1668
67,naive,0.8889,0.0310,0.0587,1.0000,asian,white,0.2741,0.1664
35,fragile,0.8095,-0.0335,0.0772,0.8750,asian,black,0.2556,0.1664
11,careless,0.8235,0.0404,0.0988,1.0000,asian,white,0.2338,0.1663
106,ugly,0.8472,-0.0002,0.0833,0.5000,asian,black,0.2476,0.1654
101,terrible,0.8625,-0.0022,0.0650,0.8750,asian,black,0.2649,0.1650
7,burly,0.8833,0.0375,0.1183,1.0000,asian,white,0.2114,0.1649
27,emotional,0.8000,0.0136,0.0449,0.8750,asian,white,0.2845,0.1647
28,excited,0.8167,0.0234,0.0762,0.8750,asian,white,0.2504,0.1633
100,talkative,0.9118,0.0019,0.0601,0.8750,asian,white,0.2650,0.1625
79,respected,0.8125,0.0764,0.0819,1.0000,asian,white,0.2426,0.1622
57,irresponsible,0.9167,0.0257,0.0711,1.0000,asian,white,0.2522,0.1617
15,colorful,0.9167,0.0393,0.0569,0.7500,asian,black,0.2659,0.1614
2,attractive,0.8750,0.0248,0.0698,1.0000,asian,black,0.2527,0.1612
46,healthy,0.7353,0.0466,0.1005,0.8750,asian,white,0.2215,0.1610
84,rude,0.7188,0.0274,0.0590,0.8750,asian,white,0.2624,0.1607
107,uncare,0.8125,-0.0287,0.1032,1.0000,asian,black,0.2176,0.1604
112,weak,0.8611,0.0151,0.0872,0.8750,asian,white,0.2327,0.1599
21,dangerous,0.8000,0.1036,0.0938,1.0000,asian,white,0.2242,0.1590
44,happy,0.9118,0.0418,0.0766,0.8750,asian,white,0.2402,0.1584
6,brave,0.8438,0.0336,0.0659,0.8750,asian,white,0.2474,0.1567
69,nice,0.8750,0.0293,0.0669,1.0000,asian,white,0.2446,0.1558
49,horrible,0.8600,-0.0111,0.0835,1.0000,asian,white,0.2274,0.1554
0,angry,0.8500,0.0028,0.0768,1.0000,asian,black,0.2340,0.1554
38,gentle,0.7024,0.0213,0.0751,0.8750,asian,white,0.2354,0.1552
109,upset,0.7656,0.0133,0.0676,0.8750,asian,white,0.2417,0.1547
24,dirty,0.8281,0.0458,0.0593,0.8750,asian,white,0.2494,0.1543
76,quick,0.8750,0.0376,0.0534,1.0000,asian,white,0.2548,0.1541
78,ready,0.8971,0.0032,0.0430,0.8750,asian,white,0.2652,0.1541
14,clever,0.8194,0.0698,0.0989,1.0000,asian,white,0.2080,0.1535
96,stupid,0.9375,0.0569,0.0676,1.0000,asian,white,0.2370,0.1523
59,lazy,0.7794,0.0509,0.1026,0.7500,asian,black,0.2019,0.1523
37,friendly,0.8750,0.0630,0.0749,1.0000,asian,black,0.2292,0.1521
23,desperate,0.8676,0.0131,0.0444,0.8750,asian,white,0.2534,0.1489
111,violent,0.8333,0.0179,0.0876,1.0000,asian,black,0.2031,0.1453
97,successful,0.7717,0.0609,0.0917,1.0000,asian,white,0.1973,0.1445
31,filthy,0.8500,0.0129,0.0611,0.8750,asian,white,0.2279,0.1445
87,skinny,0.6944,0.0019,0.0628,0.8750,asian,black,0.2256,0.1442
94,strong,0.8667,-0.0138,0.0488,0.8750,asian,black,0.2363,0.1425
60,loud,0.8393,-0.0152,0.0450,1.0000,asian,white,0.2392,0.1421
47,homeless,0.9167,0.0673,0.0729,1.0000,asian,white,0.2110,0.1419
108,uneducated,0.8750,0.0152,0.0800,1.0000,asian,white,0.2013,0.1407
52,important,0.8000,0.0178,0.0716,1.0000,asian,white,0.2080,0.1398
80,retarded,0.8971,0.0761,0.1162,1.0000,asian,black,0.1623,0.1393
93,strange,0.8816,0.0449,0.0801,1.0000,asian,white,0.1960,0.1381
39,gifted,0.8375,0.0375,0.0701,1.0000,asian,white,0.2035,0.1368
12,cautious,0.7353,0.0979,0.0815,1.0000,asian,white,0.1915,0.1365
66,naggy,0.9531,0.0627,0.0719,1.0000,asian,black,0.1970,0.1344
98,supportive,0.9125,0.0407,0.0636,1.0000,asian,white,0.1906,0.1271
20,crazy,0.7321,0.0457,0.0793,1.0000,asian,white,0.1706,0.1250
1,annoying,0.9500,0.0546,0.0616,1.0000,asian,white,0.1800,0.1208
