,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
58,electrician,0.9091,0.1141,0.1223,0.7500,asian,black,0.4720,0.2972
13,athlete,0.6944,0.2048,0.1921,0.8750,asian,black,0.3580,0.2751
59,employee,0.6667,0.2722,0.2157,0.8750,asian,black,0.3311,0.2734
40,commander,0.7679,0.2335,0.2107,0.8750,asian,black,0.3265,0.2686
17,author,0.6731,0.1898,0.1641,0.7500,asian,black,0.3696,0.2669
22,boxer,0.6719,0.2261,0.2041,0.8750,asian,black,0.3256,0.2648
55,driver,0.7857,0.2106,0.1791,0.8750,asian,black,0.3470,0.2630
21,bartender,0.5714,0.2110,0.1810,0.8750,asian,white,0.3413,0.2611
67,football player,0.7222,0.2401,0.2161,0.8750,asian,black,0.3062,0.2611
61,engineer,0.6719,0.2268,0.1869,0.8750,asian,white,0.3315,0.2592
6,airman,0.6053,0.2768,0.2126,0.8750,asian,black,0.3031,0.2579
106,photographer,0.6136,0.1489,0.1658,0.8750,asian,black,0.3463,0.2561
63,executive,0.7750,0.1601,0.1616,0.8750,asian,black,0.3458,0.2537
95,medical student,0.7708,0.1965,0.1917,0.8750,asian,black,0.3109,0.2513
2,actor,0.6500,0.2028,0.1643,0.8750,asian,black,0.3375,0.2509
41,composer,0.6500,0.2703,0.1967,0.8750,asian,black,0.3032,0.2499
46,dealer,0.7500,0.2212,0.1893,0.8750,asian,black,0.3087,0.2490
34,chief,0.7647,0.2303,0.1806,0.8750,asian,black,0.3167,0.2487
27,butler,0.7000,0.2348,0.1785,0.8750,asian,black,0.3174,0.2479
113,police officer,0.5000,0.2981,0.2257,0.8750,asian,black,0.2693,0.2475
8,architect,0.6875,0.1763,0.1722,0.8750,asian,black,0.3210,0.2466
38,coach,0.7692,0.1816,0.1646,0.8750,asian,black,0.3285,0.2465
79,illustrator,0.6548,0.1387,0.1346,0.7500,asian,black,0.3558,0.2452
64,farmer,0.5938,0.2697,0.2090,0.8750,asian,black,0.2814,0.2452
135,surgeon,0.7656,0.1676,0.1715,0.8750,asian,black,0.3183,0.2449
112,poet,0.7206,0.1324,0.1431,0.7500,asian,black,0.3458,0.2444
139,tennis player,0.5714,0.2679,0.2004,0.8750,asian,black,0.2866,0.2435
116,producer,0.6765,0.2063,0.1738,0.8750,asian,black,0.3103,0.2420
72,guitarist,0.6538,0.1640,0.1629,0.8750,asian,black,0.3168,0.2399
115,postman,0.7708,0.1826,0.1846,0.8750,asian,black,0.2877,0.2361
35,civil,0.7344,0.2343,0.1851,0.8750,asian,black,0.2867,0.2359
133,soldier,0.8906,0.1236,0.1332,0.8750,asian,black,0.3351,0.2342
91,magician,0.8281,0.1743,0.1510,0.8750,asian,black,0.3172,0.2341
30,CEO,0.8676,0.1556,0.1566,0.8750,asian,black,0.3114,0.2340
42,construction worker,0.6875,0.2046,0.1799,0.8750,asian,black,0.2831,0.2315
10,artist,0.7500,0.1110,0.1410,0.8750,asian,black,0.3208,0.2309
110,pilot,0.6912,0.1964,0.1837,0.8750,asian,black,0.2781,0.2309
102,painter,0.7500,0.1906,0.1537,0.8750,asian,black,0.3077,0.2307
111,plumber,0.6964,0.1330,0.1274,0.8750,asian,black,0.3301,0.2287
69,gambler,0.7750,0.2397,0.1860,0.8750,asian,white,0.2705,0.2282
4,aeronautical engineer,0.7188,0.2330,0.1895,0.8750,asian,white,0.2669,0.2282
132,software engineer,0.7353,0.2310,0.1942,0.8750,asian,black,0.2616,0.2279
9,army,0.8000,0.0930,0.1416,0.8750,asian,black,0.3135,0.2275
114,politician,0.7708,0.1010,0.1284,0.8750,asian,black,0.3252,0.2268
26,butcher,0.7667,0.1753,0.1719,0.8750,asian,black,0.2817,0.2268
138,teacher,0.6923,0.1229,0.1385,0.8750,asian,black,0.3149,0.2267
66,fireman,0.7692,0.1678,0.1747,0.8750,asian,black,0.2787,0.2267
12,astronomer,0.7083,0.1166,0.1158,0.8750,asian,black,0.3373,0.2266
129,sheriff,1.0000,0.0746,0.0872,0.7500,asian,black,0.3642,0.2257
85,landlord,0.7500,0.2033,0.1646,0.8750,asian,black,0.2861,0.2254
62,entrepreneur,0.8750,0.1347,0.1271,0.8750,asian,black,0.3221,0.2246
5,agent,0.7917,0.1520,0.1280,0.8750,asian,black,0.3209,0.2245
