,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
15,attourney,0.6250,-0.0776,0.0810,1.0000,hispanic,black,0.0913,0.0862
66,fireman,0.8235,0.1013,0.1328,1.0000,hispanic,black,0.0305,0.0817
54,drawer,0.7353,-0.0207,0.0654,1.0000,hispanic,black,0.0884,0.0769
77,hostess,0.7794,-0.1522,0.1301,1.0000,hispanic,black,0.0192,0.0747
6,airman,0.7353,0.0345,0.1017,1.0000,hispanic,black,0.0425,0.0721
115,postman,0.8235,0.0838,0.1197,1.0000,hispanic,black,0.0243,0.0720
67,football player,0.8015,0.0750,0.0930,1.0000,hispanic,black,0.0489,0.0709
65,firefighter,0.8235,0.0671,0.1033,1.0000,hispanic,black,0.0374,0.0703
22,boxer,0.8456,0.0556,0.1080,1.0000,hispanic,black,0.0282,0.0681
9,army,0.7647,0.0333,0.0666,1.0000,white,asian,0.0599,0.0632
104,performing artist,0.7353,0.0072,0.0677,1.0000,hispanic,black,0.0563,0.0620
78,housekeeper,0.8456,-0.1244,0.1135,1.0000,hispanic,black,0.0074,0.0604
27,butler,0.8015,0.0914,0.1055,1.0000,hispanic,black,0.0137,0.0596
20,barber,0.8897,0.0557,0.0956,1.0000,hispanic,black,0.0209,0.0582
26,butcher,0.8456,0.0741,0.0934,1.0000,hispanic,black,0.0223,0.0579
122,receptionist,0.7574,-0.1119,0.0957,1.0000,hispanic,black,0.0171,0.0564
129,sheriff,0.8015,0.0803,0.0968,1.0000,hispanic,black,0.0155,0.0562
75,handyman,0.7794,0.0845,0.0931,1.0000,hispanic,black,0.0168,0.0550
111,plumber,0.8235,0.0166,0.0816,1.0000,hispanic,black,0.0280,0.0548
141,umpire,0.7794,0.0601,0.0789,1.0000,hispanic,black,0.0302,0.0546
58,electrician,0.7794,0.0354,0.0714,1.0000,hispanic,black,0.0377,0.0545
35,civil,0.6985,-0.0218,0.0703,1.0000,hispanic,black,0.0383,0.0543
96,model,0.8015,-0.0476,0.0904,1.0000,hispanic,black,0.0183,0.0543
86,lawn mower,0.7794,0.0394,0.0667,1.0000,hispanic,black,0.0412,0.0540
133,soldier,0.7794,0.0734,0.0890,1.0000,hispanic,black,0.0179,0.0535
91,magician,0.8456,0.0699,0.0929,1.0000,hispanic,black,0.0128,0.0529
4,aeronautical engineer,0.7353,0.0341,0.0659,1.0000,hispanic,black,0.0390,0.0525
12,astronomer,0.7794,0.0473,0.0715,1.0000,white,asian,0.0334,0.0524
139,tennis player,0.7353,0.0192,0.0600,1.0000,hispanic,black,0.0442,0.0521
136,swimmer,0.7353,-0.0381,0.0618,1.0000,hispanic,black,0.0413,0.0515
2,actor,0.8015,0.0421,0.0697,1.0000,hispanic,white,0.0326,0.0512
55,driver,0.7574,0.0208,0.0719,1.0000,hispanic,black,0.0296,0.0508
19,banker,0.8015,0.0565,0.0934,1.0000,hispanic,black,0.0081,0.0507
72,guitarist,0.8456,0.0793,0.0804,1.0000,hispanic,black,0.0211,0.0507
98,musician,0.7353,0.0214,0.0667,1.0000,hispanic,black,0.0346,0.0507
17,author,0.7353,-0.0306,0.0486,1.0000,hispanic,black,0.0517,0.0502
99,nurse,0.8015,-0.0733,0.0772,1.0000,hispanic,black,0.0221,0.0497
74,handball player,0.7794,0.0052,0.0544,1.0000,hispanic,black,0.0445,0.0495
137,tailor,0.8235,0.0579,0.0788,1.0000,hispanic,black,0.0194,0.0491
110,pilot,0.8015,0.0277,0.0774,1.0000,hispanic,black,0.0205,0.0489
114,politician,0.8235,0.0575,0.0830,1.0000,hispanic,black,0.0147,0.0489
102,painter,0.7353,0.0141,0.0631,1.0000,hispanic,black,0.0344,0.0487
43,cook,0.7353,-0.0431,0.0624,1.0000,hispanic,black,0.0346,0.0485
68,foster parent,0.6618,-0.0736,0.0880,1.0000,asian,black,0.0087,0.0484
10,artist,0.7353,-0.0149,0.0555,1.0000,hispanic,black,0.0412,0.0483
126,secretary,0.7574,-0.0786,0.0836,1.0000,white,black,0.0119,0.0477
