,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
0,academic,0.7750,-0.0122,0.0747,1.0000,hispanic,black,0.1122
1,accountant,0.8333,-0.0496,0.0715,1.0000,hispanic,white,0.0429
2,actor,0.9167,0.0496,0.0672,1.0000,hispanic,white,0.1521
3,administrator,0.7143,0.0410,0.0681,1.0000,hispanic,white,0.0567
4,aeronautical engineer,0.9375,0.0144,0.0531,1.0000,hispanic,white,0.1555
5,agent,0.8167,-0.0284,0.0872,1.0000,hispanic,white,0.1692
6,airman,0.6667,-0.0336,0.0897,0.8750,hispanic,black,0.2232
7,analyst,0.8281,-0.0107,0.0669,1.0000,hispanic,black,0.0567
8,architect,0.7917,0.0657,0.0667,1.0000,hispanic,white,0.1500
9,army,0.8269,-0.0270,0.0896,1.0000,hispanic,black,0.1632
10,artist,0.8077,0.0058,0.0736,1.0000,hispanic,white,0.2050
11,assistant,0.6324,-0.0436,0.0619,1.0000,hispanic,white,0.0953
12,astronomer,0.6389,0.0435,0.0634,1.0000,hispanic,white,0.1040
13,athlete,0.9545,-0.0220,0.0797,1.0000,hispanic,white,0.1336
14,attendant,0.7045,-0.0328,0.0863,1.0000,hispanic,black,0.0654
15,attourney,0.5781,0.0044,0.1226,1.0000,hispanic,black,0.1436
16,auditor,0.7344,-0.0412,0.0831,1.0000,hispanic,white,0.0391
17,author,0.8542,0.0251,0.0826,1.0000,hispanic,white,0.1188
18,baker,0.8889,-0.0076,0.0770,1.0000,hispanic,black,0.0792
19,banker,0.9000,-0.0016,0.0689,1.0000,hispanic,white,0.0876
20,barber,0.8889,-0.0116,0.0723,1.0000,hispanic,black,0.1052
21,bartender,0.6818,-0.0028,0.0631,1.0000,hispanic,black,0.0977
22,boxer,0.8125,0.0208,0.0886,1.0000,hispanic,white,0.2103
23,broker,0.7188,-0.0301,0.0908,1.0000,hispanic,white,0.0735
24,builder,0.8382,0.0302,0.0940,1.0000,hispanic,black,0.1431
25,businessperson,0.6607,0.0443,0.0610,1.0000,hispanic,white,0.1125
26,butcher,0.8281,0.0292,0.0773,1.0000,hispanic,white,0.1280
27,butler,0.8750,-0.0017,0.0758,1.0000,hispanic,white,0.1413
28,carpenter,0.8036,0.0097,0.0765,1.0000,hispanic,black,0.1353
29,cashier,0.5238,-0.0596,0.1050,1.0000,hispanic,black,0.1017
30,CEO,0.9062,-0.0120,0.0745,1.0000,hispanic,white,0.0295
31,chef,0.8333,-0.0155,0.0516,1.0000,asian,black,0.0929
32,chemist,0.8125,-0.0347,0.0803,1.0000,hispanic,black,0.1436
33,chess player,0.8750,-0.0567,0.0631,1.0000,hispanic,black,0.0506
34,chief,1.0000,-0.0036,0.0804,1.0000,hispanic,white,0.1172
