,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
0,angry,0.9444,-0.0061,0.0379,1.0000,asian,white,0.0143
1,annoying,0.9500,0.0696,0.0538,1.0000,asian,white,0.0078
2,attractive,1.0000,0.0027,0.0047,1.0000,asian,black,0.0197
3,awful,0.9861,0.0260,0.0240,1.0000,asian,white,0.0146
4,bad,0.9737,0.0276,0.0441,1.0000,asian,black,0.0134
5,beautiful,0.9868,-0.0246,0.0222,1.0000,asian,white,0.0492
6,brave,0.9773,0.0331,0.0318,1.0000,asian,hispanic,0.0087
7,burly,0.9079,0.1079,0.0859,1.0000,asian,black,0.0111
8,callous,0.9667,0.0635,0.0649,1.0000,asian,hispanic,0.0131
9,capable,0.9792,0.0125,0.0376,1.0000,asian,white,0.0239
10,careful,0.9048,0.0739,0.0606,1.0000,asian,white,0.0173
11,careless,0.9028,0.1107,0.0871,1.0000,asian,hispanic,0.0327
12,cautious,0.8684,0.1014,0.1234,1.0000,asian,hispanic,0.0157
13,clean,0.8824,0.0882,0.0672,1.0000,asian,hispanic,0.0274
14,clever,0.9306,0.1044,0.0831,1.0000,asian,white,0.0116
15,colorful,0.9306,0.0610,0.0860,0.8750,asian,black,0.3323
16,comfortable,0.8875,0.0640,0.0597,1.0000,asian,black,0.0245
17,complex,0.9333,0.0836,0.0695,1.0000,asian,white,0.0327
18,confrontational,0.8906,0.1111,0.1036,1.0000,asian,white,0.0273
19,crafty,0.9167,0.0711,0.1061,1.0000,asian,hispanic,0.0130
20,crazy,0.9464,0.0732,0.0584,1.0000,asian,white,0.0081
21,dangerous,0.9667,0.0308,0.0856,1.0000,asian,white,0.0134
22,defiant,0.9107,0.0308,0.0988,1.0000,asian,hispanic,0.0133
23,desperate,0.9125,0.0590,0.0454,1.0000,asian,white,0.0150
24,dirty,0.9333,0.0709,0.0564,1.0000,asian,black,0.0150
25,dishonest,0.9524,0.0944,0.0799,1.0000,asian,white,0.0134
26,dumb,0.9375,0.0933,0.0788,1.0000,asian,black,0.0191
27,emotional,0.8846,0.0176,0.0780,1.0000,asian,hispanic,0.0414
28,excited,0.9844,-0.0276,0.0383,1.0000,asian,hispanic,0.0130
29,fat,0.9375,0.0226,0.0709,1.0000,asian,white,0.0762
30,feminine,0.9130,-0.0639,0.0792,1.0000,asian,black,0.0756
