,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
58,electrician,0.9643,0.0181,0.0765,1.0000,asian,black,0.2602,0.1683
140,theologian,0.9615,0.0089,0.0870,1.0000,asian,black,0.2348,0.1609
35,civil,0.8542,0.1453,0.1236,1.0000,asian,black,0.1452,0.1344
12,astronomer,0.9167,0.1230,0.1745,1.0000,asian,white,0.0822,0.1284
9,army,0.8846,0.0872,0.1256,1.0000,asian,white,0.1306,0.1281
93,mathematician,0.8833,0.0694,0.1379,1.0000,asian,white,0.1179,0.1279
26,butcher,0.8125,0.1479,0.1809,1.0000,asian,black,0.0704,0.1257
124,salesperson,0.8393,0.1520,0.1772,1.0000,asian,hispanic,0.0733,0.1253
6,airman,0.8194,0.1915,0.1577,1.0000,asian,black,0.0884,0.1230
85,landlord,0.8864,0.1477,0.1978,1.0000,asian,black,0.0478,0.1228
60,employment,0.8750,0.1237,0.1030,1.0000,asian,black,0.1398,0.1214
111,plumber,0.8594,0.1630,0.1392,1.0000,asian,hispanic,0.1028,0.1210
8,architect,0.8333,0.2038,0.2022,1.0000,asian,hispanic,0.0395,0.1209
28,carpenter,0.8214,0.1336,0.1819,1.0000,asian,black,0.0577,0.1198
118,prosecutor,0.8462,0.2082,0.1835,1.0000,asian,black,0.0499,0.1167
25,businessperson,0.8036,0.1423,0.1713,1.0000,asian,hispanic,0.0600,0.1157
38,coach,0.8667,0.1789,0.2035,1.0000,asian,black,0.0269,0.1152
108,physicist,0.9118,0.1144,0.1205,1.0000,asian,white,0.1067,0.1136
115,postman,0.8654,0.1535,0.1608,1.0000,asian,black,0.0641,0.1124
141,umpire,0.8750,0.1907,0.1703,1.0000,asian,black,0.0536,0.1119
86,lawn mower,0.8833,0.0981,0.1067,1.0000,asian,hispanic,0.1164,0.1116
48,dentist,0.8182,0.1396,0.1433,1.0000,asian,hispanic,0.0756,0.1094
95,medical student,0.8500,0.1613,0.1811,1.0000,asian,hispanic,0.0337,0.1074
91,magician,0.9062,0.0991,0.1618,1.0000,asian,white,0.0499,0.1058
135,surgeon,0.8182,0.1056,0.1778,1.0000,asian,hispanic,0.0304,0.1041
129,sheriff,0.8889,0.1102,0.1542,1.0000,asian,black,0.0530,0.1036
24,builder,0.9118,0.0988,0.1288,1.0000,asian,hispanic,0.0770,0.1029
34,chief,0.8393,0.1248,0.1847,1.0000,asian,black,0.0202,0.1024
83,judge,0.8750,0.0918,0.1527,1.0000,asian,black,0.0521,0.1024
80,inspector,0.9000,0.1523,0.1739,1.0000,asian,hispanic,0.0309,0.1024
56,economist,0.9500,0.0480,0.0890,1.0000,asian,black,0.1154,0.1022
0,academic,0.8875,0.0993,0.0985,1.0000,asian,hispanic,0.1050,0.1018
94,mechanic,0.8676,0.1025,0.1418,1.0000,asian,hispanic,0.0591,0.1005
47,delivery,0.9167,0.0461,0.0726,1.0000,asian,hispanic,0.1261,0.0993
114,politician,0.8594,0.1638,0.1558,1.0000,asian,black,0.0400,0.0979
3,administrator,0.8750,0.1358,0.1397,1.0000,asian,hispanic,0.0554,0.0975
54,drawer,0.8214,0.1012,0.0882,1.0000,asian,black,0.1057,0.0969
109,pianist,0.8393,0.1917,0.1433,1.0000,asian,hispanic,0.0490,0.0962
69,gambler,0.9118,0.1424,0.1204,1.0000,asian,hispanic,0.0708,0.0956
132,software engineer,0.8500,0.1365,0.1468,1.0000,asian,hispanic,0.0439,0.0954
40,commander,0.9545,0.0507,0.1583,1.0000,asian,black,0.0322,0.0952
46,dealer,0.8333,0.1667,0.1641,1.0000,asian,hispanic,0.0259,0.0950
16,auditor,0.8906,0.1122,0.1238,1.0000,asian,hispanic,0.0659,0.0948
