,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
template,A1,A2,A3,A4,A,B1,B2,B3,B4,B,C1,C2,C3,C4,C,Gender,Race-AB,Race-C
en1,0.16677147190843244,0.16375612360239028,0.019305223935205017,0.008597290117277539,0.08960752739082632,0.17052895768545567,0.18931857626873533,0.003279601104072177,0.002687374320571664,0.0914536273447087,0.10660088171766317,0.025763055050364612,0.13518525777319215,0.09291407195895339,0.09011581662504334,0.15536021149264484,0.0084673723692816,0.059338563504659
nn1,0.8094298461526632,0.8044864846430719,0.9726132821868843,0.9677062928676605,0.88855897646257,0.8094124588258564,0.7907688584029674,0.9923422042752655,0.9901103783270409,0.8956584749577825,0.6456337114597889,0.6930628324096854,0.5932775390111218,0.49705652314270216,0.6072576515058246,0.7421681497492449,0.9806930394142128,0.5950596777761937
cn1,0.023798681447166018,0.03175739209936,0.008081495686447327,0.023696419293189358,0.021833497131540675,0.020058585587423294,0.0199125629280461,0.004378193604077776,0.007202240158723475,0.012887895569567662,0.24776541148411466,0.2811741204720668,0.2715372004669375,0.4100294044292837,0.3026265342131007,0.1024716390021746,0.010839587185609484,0.34560176245067525
en2,0.10217235491215251,0.13341949733835645,0.008105659255639873,0.0066638829824835835,0.0625903486221581,0.07197680968861096,0.09136203567474149,0.0027561823043867318,0.002882944043637414,0.04224449292784416,0.1286523000317368,0.04181196469686587,0.11409533122859411,0.14091920703014962,0.1063697007468366,0.10694638814569872,0.005102167146536901,0.09136558586350775
nn2,0.8711643705517054,0.8343928184472025,0.9697922073619466,0.959117552329754,0.9086167371726521,0.8909058107212185,0.8689094373844564,0.987544296073242,0.9895087115723511,0.934217063937817,0.6425690962437619,0.6998465554788709,0.5138933186434702,0.5333845529627278,0.5974233808322077,0.7703058086653026,0.9764906918343235,0.6166155542207994
cn2,0.026663274402497335,0.03218768361303955,0.02210213188213152,0.03421856473794143,0.028792913658902457,0.03711738001322374,0.039728529867716134,0.009699521471523273,0.007608341564954226,0.02353844322935434,0.2287786205477537,0.25834148027934134,0.3720113548261598,0.32569623985671303,0.2962069238774919,0.12274780721173172,0.018407139914137612,0.2920188600680272
en3,,,0.004725688838885284,0.006407037973484217,0.00556636340618475,,,0.0035378317870068507,0.005410042031395152,0.004473936909201001,,,,,,,0.005020150157692875,
nn3,,,0.9627461588718522,0.9656996285093242,0.9642228936905882,,,0.9538410604000092,0.951661382255883,0.9527512213279461,,,,,,,0.9584870575092671,
cn3,,,0.03252815350916394,0.027893332531675696,0.030210743020419817,,,0.042621105030493836,0.042928579656792615,0.042774842343643225,,,,,,,0.036492792682031525,
en4,,,0.12053931607458164,0.10379080685529986,0.11216506146494075,,,0.02588854974765383,0.01811977552153684,0.022004162634595335,,,,,,,0.06708461204976804,
nn4,,,0.8494657470097005,0.8702598059999531,0.8598627765048268,,,0.9619176486428355,0.9673993402513964,0.9646584944471159,,,,,,,0.9122606354759714,
cn4,,,0.029994932892010877,0.025949381440396196,0.027972157166203535,,,0.01219380126518368,0.014480889036223805,0.013337345150703742,,,,,,,0.020654751158453638,
en_avg,0.13447191341029247,0.14858781047037337,0.038168972026077955,0.0313647544821363,0.08814836259722,0.12125288368703332,0.1403403059717384,0.008865541235779897,0.007275033979285268,0.06943344121845922,0.1176265908747,0.033787509873615236,0.12464029450089313,0.11691663949455151,0.09824275868593997,0.13115329981917176,0.021418575430819854,0.07535207468408338
nn_avg,0.8402971083521843,0.8194396515451372,0.9386543488575959,0.940695819926673,0.8847717321703976,0.8501591347735376,0.8298391478937119,0.9739113023478381,0.9746699531016678,0.9071448845291888,0.6441014038517754,0.6964546939442781,0.553585428827296,0.515220538052715,0.6023405161690161,0.7562369792072738,0.9569828560584437,0.6058376159984965
cn_avg,0.025230977924831678,0.03197253785619978,0.023176678492438416,0.02793942450080067,0.027079904693567636,0.028587982800323517,0.029820546397881117,0.01722315534281964,0.01805501260417353,0.02342167428629945,0.23827201601593417,0.26975780037570407,0.3217742776465487,0.36786282214299837,0.29941672904529637,0.11260972310695316,0.021598567735058062,0.3188103112593512
en_std,0.05193992671376327,0.04508179159567226,0.0484546110560049,0.04194442072582069,0.04685518752281528,0.05433652989543043,0.05694709642039379,0.009846319694149152,0.0065141192914695435,0.03191101632536073,0.03451005303786394,0.01056218867729926,0.06323459958222268,0.06840566959175197,0.044178127722284466,0.0510083328742244,0.02668986769186107,0.039483929134525614
nn_std,0.054469631232321264,0.04609463046863675,0.053829610210471134,0.043858864467732406,0.04956318409479039,0.05845552428998053,0.05812619815953076,0.01971592094850121,0.01710729944676086,0.038351235711193345,0.03968022696356824,0.0358233037404716,0.13977542797619216,0.14562058305467065,0.09022488543372567,0.06610027318170496,0.0336279237683664,0.09072194339757113
cn_std,0.007832811461470555,0.008644109481596388,0.012183083331879611,0.013589408012549598,0.010562353071874038,0.011248545615468173,0.013202120624075178,0.015421323549611668,0.015234562146075933,0.013776637983807738,0.05155778127385581,0.0401300297499719,0.15234332923173197,0.16968203787873193,0.1034282945335729,0.04080478294803301,0.014107094260029204,0.10490603381435191
