,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
template,A1,A2,A3,A4,A,B1,B2,B3,B4,B,C1,C2,C3,C4,C,Gender,Race-AB,Race-C
en1,0.17163414298160934,0.13131752106989733,0.00352727651635421,0.002975551147567879,0.07736362292885718,0.1658290166221559,0.1134997691953322,0.0016278805429260181,0.0013349976170816105,0.07057291599437393,0.11174170231258378,0.005074196668415839,0.05341418393649938,0.030326600970947318,0.05013917097211158,0.1245727226863463,0.0023664264559824294,0.01770039881968158
nn1,0.8233520266972483,0.8649521762616932,0.9951364280472339,0.9957994983114046,0.919810032329395,0.8267201029453427,0.882521319290623,0.9978860452981062,0.9981389333461893,0.9263166002200652,0.8093466739705268,0.9109072233656083,0.7871373702092712,0.7238556329257931,0.8078117251177999,0.8323382782291174,0.9967402262507336,0.8173814281457007
cn1,0.005013830020150635,0.0037303013784548964,0.0013362953280923481,0.0012249492885593068,0.0028263440038142963,0.007450879139927565,0.00397891104313021,0.00048607091942447906,0.0005260670048552003,0.003110482026834364,0.07891163331372267,0.0840185832894349,0.15944844700220717,0.24581776750293088,0.1420491077770739,0.04308900031626552,0.0008933456352328336,0.1649181753961829
en2,0.09597210289281793,0.07156877965526655,0.0025890158230281422,0.0013959728671109368,0.04288146780955589,0.07267033378081396,0.0753071355780703,0.001641750486541382,0.0012882725468130205,0.037726873098059666,0.16594125507548055,0.009815980192466999,0.04821545720264382,0.049066177742275376,0.06825971755321669,0.08827917736418218,0.0017287529308733702,0.029441078967371186
nn2,0.8911583093181252,0.9246452694311738,0.9968947193152468,0.9982894612797375,0.9527469398360708,0.9092579484190791,0.9198346208035946,0.9978912405564752,0.9982817537825683,0.9563163908904293,0.7096118139192225,0.8902177770346911,0.6011426867520911,0.7054822730351589,0.7266136376852909,0.825941774773881,0.997839293733507,0.797850025034925
cn2,0.012869586087646894,0.003785952062549768,0.0005162658053450286,0.00031456656105202175,0.004371592629148428,0.018071719381099683,0.004858244062983431,0.00046700876043014175,0.00042997799228660055,0.005956737549199964,0.12444693166415821,0.09996624549239641,0.3506418525815936,0.24545154915616518,0.20512664472357836,0.08577904764000525,0.00043195477977844816,0.1727088973242808
en3,,,0.0014940289699334757,0.0013367495326935474,0.0014153892513135116,,,0.0013005323831031335,0.0014197060568378597,0.0013601192199704966,,,,,,,0.0013877542356420041,
nn3,,,0.9981296566170705,0.9983491275844902,0.9982393921007804,,,0.9983028618382735,0.9982274693661722,0.9982651656022229,,,,,,,0.9982522788515016,
cn3,,,0.00037631297512324263,0.00031411788987842837,0.0003452154325008355,,,0.0003966047898103798,0.00035282911392579114,0.0003747169518680855,,,,,,,0.0003599661921844605,
en4,,,0.0020883904329769996,0.0014731809321253014,0.0017807856825511506,,,0.001251349385506408,0.0012070709053659812,0.0012292101454361944,,,,,,,0.0015049979139936725,
nn4,,,0.9973014030658024,0.9982248739949589,0.9977631385303807,,,0.9981192241252308,0.9982834715267708,0.9982013478260008,,,,,,,0.9979822431781907,
cn4,,,0.0006102098325844592,0.0003019452441517858,0.0004560775383681225,,,0.0006294200314917195,0.0005094573515916949,0.0005694386915417072,,,,,,,0.0005127581149549148,
en_avg,0.13380312293721364,0.10144315036258195,0.0024246779355732067,0.0017953636198744162,0.059866578713810806,0.11924967520148494,0.09440345238670125,0.0014553781995192353,0.001312511781524618,0.05410525439230751,0.13884147869403216,0.0074450884304414185,0.0508148205695716,0.03969638935661134,0.05919944426266413,0.10642595002526427,0.001746982884122869,0.023570738893526382
nn_avg,0.8572551680076868,0.8947987228464335,0.9968655517613384,0.9976657402926478,0.9366462957270266,0.8679890256822109,0.9011779700471089,0.9980498429545215,0.9982329070054251,0.9413624364223165,0.7594792439448746,0.9005625002001497,0.6941400284806811,0.7146689529804761,0.7672126814015453,0.8291400265014993,0.9977035105034833,0.8076157265903129
cn_avg,0.008941708053898765,0.0037581267205023324,0.0007097709852862696,0.0005388947459103857,0.003487125126399438,0.012761299260513625,0.004418577553056821,0.00049477612528918,0.00045458286566482176,0.004532308951131112,0.10167928248894044,0.09199241439091566,0.25504514979190035,0.24563465832954803,0.17358787625032612,0.0644340239781354,0.0005495061805376642,0.16881353636023183
en_std,0.06232472021155991,0.05313227402081248,0.0011491638534126913,0.0008336493214537053,0.029359951851809694,0.06426583671662957,0.05096136025784653,0.00024237154276991824,0.0001366449009108304,0.028901553354539214,0.04435358895484279,0.0029116014032876014,0.033255895829223704,0.02999664958481091,0.02762943394304125,0.05138227933181916,0.0005904574046367863,0.016454125494049256
nn_std,0.06439166364632547,0.0531242422927171,0.001565791242522361,0.0012348927200098077,0.030079147475393683,0.07092222160845994,0.049603424907661973,0.00024278822779628305,0.00011518901928800793,0.03022090594080155,0.07784515183092036,0.04662973865527998,0.18174428252674893,0.15754123594899552,0.1159401022404862,0.08293849780213897,0.0007896653024041148,0.10208548730213775
cn_std,0.004632621605327586,0.0020328408733257673,0.00046880412258077796,0.0004211189080448075,0.0018888463773197347,0.009058113025675994,0.0029277449825967777,0.00011428638721869049,9.835462758003869e-05,0.0030496247557678753,0.04197558522301211,0.04788181571000843,0.18038330101518105,0.1583195709124054,0.10714006821515175,0.04016836778751988,0.00027564101135607865,0.10310069331120691
acc,0.896,0.9255,1.0,1.0,0.955375,0.8655,0.90725,1.0,1.0,0.9431875000000001,0.7872340425531915,0.9375,0.534435261707989,0.5566939890710383,0.7039658233330548,0.8193198840435301,1.0,0.7470969945355191
std,0.08756600364214197,0.0721929047912369,0.00212250614567722,0.0016597739663388802,0.04088529713634874,0.09616411423384368,0.06899502009873686,0.00039963077185659453,0.00023345903185258469,0.04144805603407243,0.10944955067251684,0.06494877051238401,0.2635889862474358,0.23057163763080787,0.16713973626578613,0.11632609661431868,0.00110384247893132,0.14776020407159596
