,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
15,colorful,0.9722,0.0242,0.0744,0.8750,white,hispanic,0.1738,0.1241
13,clean,0.9265,-0.0194,0.0607,1.0000,white,asian,0.0834,0.0720
30,feminine,0.9239,-0.0953,0.1349,1.0000,white,asian,0.0089,0.0719
34,flamboyant,0.6071,0.0186,0.1177,1.0000,white,black,0.0181,0.0679
77,quiet,0.9062,-0.0066,0.1208,1.0000,white,hispanic,0.0040,0.0624
97,successful,0.8194,0.0805,0.0715,1.0000,white,asian,0.0479,0.0597
42,gross,1.0000,-0.0911,0.1045,1.0000,white,hispanic,0.0148,0.0597
66,naggy,0.8875,0.0603,0.1107,1.0000,asian,black,0.0034,0.0570
64,masculine,0.8846,0.1003,0.1066,1.0000,white,asian,0.0055,0.0561
104,tough,0.8088,0.0430,0.0996,1.0000,white,black,0.0055,0.0526
60,loud,0.9062,-0.0389,0.1008,1.0000,white,asian,0.0018,0.0513
95,studious,0.8088,0.0109,0.0972,1.0000,white,asian,0.0053,0.0513
10,careful,0.9762,0.0183,0.0769,1.0000,black,asian,0.0256,0.0512
29,fat,0.9792,-0.0282,0.0796,1.0000,white,hispanic,0.0228,0.0512
76,quick,0.9167,0.0092,0.0961,1.0000,white,hispanic,0.0052,0.0507
7,burly,0.8421,0.1423,0.0995,1.0000,asian,black,0.0017,0.0506
92,social,0.8021,-0.0531,0.0828,1.0000,white,hispanic,0.0185,0.0506
16,comfortable,0.7875,-0.0376,0.0973,1.0000,white,hispanic,0.0035,0.0504
5,beautiful,0.9605,-0.0864,0.0870,1.0000,white,asian,0.0126,0.0498
88,slim,0.8542,-0.1133,0.0915,1.0000,white,asian,0.0059,0.0487
61,luxurious,0.9750,-0.0369,0.0903,1.0000,white,hispanic,0.0059,0.0481
54,impoverish,0.9605,-0.0079,0.0586,1.0000,white,hispanic,0.0369,0.0478
36,free,0.9583,-0.0110,0.0811,1.0000,white,asian,0.0103,0.0457
75,proud,0.7895,0.0742,0.0716,1.0000,white,hispanic,0.0183,0.0449
43,handsome,0.9167,0.1098,0.0822,1.0000,white,asian,0.0056,0.0439
37,friendly,0.9412,0.0094,0.0845,1.0000,white,hispanic,0.0025,0.0435
48,hopeless,0.9868,-0.0235,0.0658,1.0000,white,asian,0.0178,0.0418
27,emotional,0.8846,-0.0458,0.0653,1.0000,white,asian,0.0177,0.0415
106,ugly,1.0000,-0.0439,0.0446,1.0000,white,asian,0.0383,0.0414
28,excited,0.9219,-0.0618,0.0811,1.0000,white,hispanic,0.0016,0.0414
22,defiant,0.9286,-0.0846,0.0783,1.0000,white,asian,0.0036,0.0410
100,talkative,0.9265,-0.0108,0.0780,1.0000,white,black,0.0023,0.0402
12,cautious,0.8947,-0.0006,0.0739,1.0000,white,asian,0.0061,0.0400
