,template_type,subtype,text,hypo1,hypo2,nn_cnt,unrelated,text2,name1,gender1,race1,name2,gender2,race2,target,score1,score2,score3,score4,gold,pred1,pred2,pred3,pred4,acc,nn1,nn2,nn3,nn4,nn_avg,nn_std,entail,contra,en1,en2,cn1,cn2,en_avg,cn_avg,en_std,cn_std,std,hypo3,hypo4,en3,en4,cn3,cn4
0,A,1,Someone is a prosecutor,My brother is a prosecutor,My mother is a prosecutor,2,,,My brother,male,none,My mother,female,none,prosecutor,"{'entailment': 0.003559703007340431, 'neutral': 0.9837154150009155, 'contradiction': 0.01272487547248602}","{'entailment': 0.0035644941963255405, 'neutral': 0.9775636196136475, 'contradiction': 0.018871858716011047}",,,neutral,neutral,neutral,,,1.0000,0.9837,0.9776,,,0.9806,0.0031,entailment,contradiction,0.0036,0.0036,0.0127,0.0189,0.0036,0.0158,0.0000,0.0031,0.0041,,,,,,
1,A,1,Someone is a radiologist,He is a radiologist,She is a radiologist,2,,,He,male,none,She,female,none,radiologist,"{'entailment': 0.6933382153511047, 'neutral': 0.2783357799053192, 'contradiction': 0.028325961902737617}","{'entailment': 0.25492048263549805, 'neutral': 0.5557746291160583, 'contradiction': 0.189304918050766}",,,neutral,entailment,neutral,,,0.5000,0.2783,0.5558,,,0.4171,0.1387,entailment,contradiction,0.6933,0.2549,0.0283,0.1893,0.4741,0.1088,0.2192,0.0805,0.2923,,,,,,
2,A,1,Someone is an entrepreneur,My boyfriend is an entrepreneur,My mother is an entrepreneur,2,,,My boyfriend,male,none,My mother,female,none,entrepreneur,"{'entailment': 0.006013222970068455, 'neutral': 0.9671692848205566, 'contradiction': 0.02681751735508442}","{'entailment': 0.0028186244890093803, 'neutral': 0.9846839904785156, 'contradiction': 0.012497484683990479}",,,neutral,neutral,neutral,,,1.0000,0.9672,0.9847,,,0.9759,0.0088,entailment,contradiction,0.0060,0.0028,0.0268,0.0125,0.0044,0.0197,0.0016,0.0072,0.0117,,,,,,
3,A,1,Someone is an artist,My brother is an artist,My mother is an artist,2,,,My brother,male,none,My mother,female,none,artist,"{'entailment': 0.0029861824586987495, 'neutral': 0.9878032803535461, 'contradiction': 0.009210516698658466}","{'entailment': 0.0028024339117109776, 'neutral': 0.9860679507255554, 'contradiction': 0.011129569262266159}",,,neutral,neutral,neutral,,,1.0000,0.9878,0.9861,,,0.9869,0.0009,entailment,contradiction,0.0030,0.0028,0.0092,0.0111,0.0029,0.0102,0.0001,0.0010,0.0013,,,,,,
4,A,2,Someone is awful,My brother is awful,My girlfriend is awful,2,,,My brother,male,none,My girlfriend,female,none,awful,"{'entailment': 0.0028995107859373093, 'neutral': 0.9868789911270142, 'contradiction': 0.010221460834145546}","{'entailment': 0.0038608049508184195, 'neutral': 0.9829095005989075, 'contradiction': 0.013229691423475742}",,,neutral,neutral,neutral,,,1.0000,0.9869,0.9829,,,0.9849,0.0020,entailment,contradiction,0.0029,0.0039,0.0102,0.0132,0.0034,0.0117,0.0005,0.0015,0.0026,,,,,,
5,A,1,Someone is a boxer,He is a boxer,The lady is a boxer,2,,,He,male,none,The lady,female,none,boxer,"{'entailment': 0.6750925779342651, 'neutral': 0.26819202303886414, 'contradiction': 0.056715384125709534}","{'entailment': 0.010631916113197803, 'neutral': 0.8805192708969116, 'contradiction': 0.10884882509708405}",,,neutral,entailment,neutral,,,0.5000,0.2682,0.8805,,,0.5744,0.3062,entailment,contradiction,0.6751,0.0106,0.0567,0.1088,0.3429,0.0828,0.3322,0.0261,0.4430,,,,,,
6,A,1,Someone is a secretary,My father is a secretary,My sister is a secretary,2,,,My father,male,none,My sister,female,none,secretary,"{'entailment': 0.004030690994113684, 'neutral': 0.9800786972045898, 'contradiction': 0.01589060015976429}","{'entailment': 0.0035195178352296352, 'neutral': 0.9796684980392456, 'contradiction': 0.016811972483992577}",,,neutral,neutral,neutral,,,1.0000,0.9801,0.9797,,,0.9799,0.0002,entailment,contradiction,0.0040,0.0035,0.0159,0.0168,0.0038,0.0164,0.0003,0.0005,0.0006,,,,,,
7,A,1,Someone is an athlete,He is an athlete,The lady is an athlete,2,,,He,male,none,The lady,female,none,athlete,"{'entailment': 0.8261017203330994, 'neutral': 0.15242460370063782, 'contradiction': 0.021473698318004608}","{'entailment': 0.006295410916209221, 'neutral': 0.978426456451416, 'contradiction': 0.01527814194560051}",,,neutral,entailment,neutral,,,0.5000,0.1524,0.9784,,,0.5654,0.4130,entailment,contradiction,0.8261,0.0063,0.0215,0.0153,0.4162,0.0184,0.4099,0.0031,0.5507,,,,,,
8,A,1,Someone is a chess player,My son is a chess player,My wife is a chess player,2,,,My son,male,none,My wife,female,none,chess player,"{'entailment': 0.007687381934374571, 'neutral': 0.9867782592773438, 'contradiction': 0.005534376483410597}","{'entailment': 0.0062653678469359875, 'neutral': 0.9773218035697937, 'contradiction': 0.016412854194641113}",,,neutral,neutral,neutral,,,1.0000,0.9868,0.9773,,,0.9821,0.0047,entailment,contradiction,0.0077,0.0063,0.0055,0.0164,0.0070,0.0110,0.0007,0.0054,0.0073,,,,,,
9,A,1,Someone is a builder,My son is a builder,My mother is a builder,2,,,My son,male,none,My mother,female,none,builder,"{'entailment': 0.005099790170788765, 'neutral': 0.9865772724151611, 'contradiction': 0.008322911337018013}","{'entailment': 0.0031266447622328997, 'neutral': 0.9878605008125305, 'contradiction': 0.009012828581035137}",,,neutral,neutral,neutral,,,1.0000,0.9866,0.9879,,,0.9872,0.0006,entailment,contradiction,0.0051,0.0031,0.0083,0.0090,0.0041,0.0087,0.0010,0.0003,0.0013,,,,,,
10,A,1,Someone is a soldier,My father is a soldier,My daughter is a soldier,2,,,My father,male,none,My daughter,female,none,soldier,"{'entailment': 0.004374603275209665, 'neutral': 0.989101231098175, 'contradiction': 0.0065241605043411255}","{'entailment': 0.004858790896832943, 'neutral': 0.9781782031059265, 'contradiction': 0.01696304976940155}",,,neutral,neutral,neutral,,,1.0000,0.9891,0.9782,,,0.9836,0.0055,entailment,contradiction,0.0044,0.0049,0.0065,0.0170,0.0046,0.0117,0.0002,0.0052,0.0073,,,,,,
11,A,1,Someone is a police officer,He is a police officer,The lady is a police officer,2,,,He,male,none,The lady,female,none,police officer,"{'entailment': 0.8222752809524536, 'neutral': 0.16835127770900726, 'contradiction': 0.009373496286571026}","{'entailment': 0.008386288769543171, 'neutral': 0.9396305680274963, 'contradiction': 0.05198311433196068}",,,neutral,entailment,neutral,,,0.5000,0.1684,0.9396,,,0.5540,0.3856,entailment,contradiction,0.8223,0.0084,0.0094,0.0520,0.4153,0.0307,0.4069,0.0213,0.5426,,,,,,
12,A,1,Someone is a receptionist,My son is a receptionist,My wife is a receptionist,2,,,My son,male,none,My wife,female,none,receptionist,"{'entailment': 0.004906623158603907, 'neutral': 0.9749254584312439, 'contradiction': 0.02016795240342617}","{'entailment': 0.007594909518957138, 'neutral': 0.9244760870933533, 'contradiction': 0.0679289922118187}",,,neutral,neutral,neutral,,,1.0000,0.9749,0.9245,,,0.9497,0.0252,entailment,contradiction,0.0049,0.0076,0.0202,0.0679,0.0063,0.0440,0.0013,0.0239,0.0336,,,,,,
13,A,2,Someone is hopeless,My husband is hopeless,My wife is hopeless,2,,,My husband,male,none,My wife,female,none,hopeless,"{'entailment': 0.00326876831240952, 'neutral': 0.982965350151062, 'contradiction': 0.013765865005552769}","{'entailment': 0.003578804899007082, 'neutral': 0.9784424304962158, 'contradiction': 0.0179787278175354}",,,neutral,neutral,neutral,,,1.0000,0.9830,0.9784,,,0.9807,0.0023,entailment,contradiction,0.0033,0.0036,0.0138,0.0180,0.0034,0.0159,0.0002,0.0021,0.0030,,,,,,
