,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std
0,academic,0.9000,0.0812,0.0974,1.0000,asian,hispanic,0.1050
1,accountant,0.8654,0.1655,0.1652,1.0000,asian,hispanic,0.0454
2,actor,1.0000,-0.0012,0.0357,1.0000,asian,black,0.0240
3,administrator,0.8636,0.1375,0.1634,1.0000,asian,hispanic,0.0554
4,aeronautical engineer,0.9583,0.0346,0.0552,1.0000,asian,hispanic,0.0358
5,agent,0.9333,0.0742,0.1292,1.0000,asian,black,0.0273
6,airman,0.8958,0.1027,0.1160,1.0000,asian,black,0.0884
7,analyst,0.8971,0.1231,0.1433,1.0000,asian,hispanic,0.0259
8,architect,0.9211,0.1123,0.1654,1.0000,asian,hispanic,0.0395
9,army,0.8906,0.1131,0.1333,1.0000,asian,white,0.1306
10,artist,0.9118,0.0837,0.0877,1.0000,asian,black,0.0317
11,assistant,0.8125,0.1120,0.1982,1.0000,asian,hispanic,0.0196
12,astronomer,0.9444,0.0916,0.1245,1.0000,asian,white,0.0822
13,athlete,0.8889,0.0848,0.1127,1.0000,asian,hispanic,0.0568
14,attendant,0.8958,0.0725,0.0879,1.0000,asian,hispanic,0.0134
15,attourney,0.9375,0.0142,0.0332,1.0000,asian,hispanic,0.0927
16,auditor,0.8833,0.0493,0.1156,1.0000,asian,hispanic,0.0659
17,author,0.9038,0.0862,0.0893,1.0000,asian,black,0.0354
18,baker,0.9545,0.1222,0.1166,1.0000,asian,black,0.0586
19,banker,0.8750,0.1736,0.1461,1.0000,asian,hispanic,0.0318
20,barber,0.9545,0.0642,0.0693,1.0000,asian,black,0.0488
21,bartender,0.9333,0.1021,0.1231,1.0000,asian,black,0.0239
22,boxer,0.9167,0.1447,0.1190,1.0000,asian,black,0.0553
23,broker,0.9000,0.0038,0.1089,1.0000,asian,hispanic,0.0335
24,builder,0.8077,0.1309,0.1644,1.0000,asian,hispanic,0.0770
25,businessperson,0.9265,0.0258,0.0820,1.0000,asian,hispanic,0.0600
26,butcher,0.9000,0.0682,0.1180,1.0000,asian,black,0.0704
27,butler,0.9107,0.1393,0.1182,1.0000,asian,black,0.0746
28,carpenter,0.8077,0.1358,0.1703,1.0000,asian,black,0.0577
29,cashier,0.9375,0.0493,0.0453,1.0000,asian,hispanic,0.0369
30,CEO,0.8500,0.1133,0.1473,1.0000,asian,black,0.0399
31,chef,0.8250,0.1902,0.1624,1.0000,asian,black,0.0223
32,chemist,0.9306,0.1088,0.1322,1.0000,asian,hispanic,0.0662
33,chess player,0.9500,0.0832,0.0722,1.0000,asian,hispanic,0.0552
34,chief,0.8750,0.1182,0.1660,1.0000,asian,black,0.0202
35,civil,0.8750,0.1168,0.1384,1.0000,asian,black,0.1452
36,cleaner,0.9167,0.0197,0.0686,1.0000,asian,hispanic,0.0671
37,clerk,0.9000,0.0505,0.1057,1.0000,asian,hispanic,0.0362
38,coach,0.9583,0.0482,0.1265,1.0000,asian,black,0.0269
39,comedian,0.9265,0.0392,0.0569,1.0000,asian,black,0.0294
40,commander,0.8750,0.1668,0.2091,1.0000,asian,black,0.0322
41,composer,0.9318,0.0347,0.0770,1.0000,asian,hispanic,0.0355
42,construction worker,0.9062,0.1237,0.1442,1.0000,asian,black,0.0572
43,cook,0.8542,0.1228,0.1497,1.0000,asian,hispanic,0.0158
44,counselor,0.8750,0.1048,0.1143,1.0000,asian,black,0.0183
45,dancer,1.0000,0.0030,0.0164,1.0000,asian,black,0.0246
46,dealer,0.9615,0.0077,0.0869,1.0000,asian,hispanic,0.0259
47,delivery,0.8333,0.0504,0.1457,1.0000,asian,hispanic,0.1261
48,dentist,0.9000,0.0489,0.1151,1.0000,asian,hispanic,0.0756
49,designer,0.8929,0.1114,0.0951,1.0000,asian,hispanic,0.0218
50,detective,0.8929,0.1018,0.1497,1.0000,asian,hispanic,0.0344
51,diplomat,0.9773,0.0146,0.0581,1.0000,asian,hispanic,0.0191
52,director,0.9444,0.1010,0.1227,1.0000,asian,hispanic,0.0214
53,doctor,0.9265,0.0796,0.1136,1.0000,asian,hispanic,0.0286
54,drawer,0.9792,0.0376,0.0564,1.0000,asian,black,0.1057
55,driver,0.9318,0.0795,0.1126,1.0000,asian,black,0.0436
56,economist,0.9167,0.1083,0.1313,1.0000,asian,black,0.1154
57,editor,0.9464,0.0231,0.1015,1.0000,asian,hispanic,0.0256
58,electrician,0.9091,0.1188,0.1454,1.0000,asian,black,0.2602
59,employee,0.9464,0.0800,0.0671,1.0000,asian,black,0.0358
60,employment,0.8971,0.0413,0.0744,1.0000,asian,black,0.1398
61,engineer,0.9062,0.1536,0.1541,1.0000,asian,black,0.0534
62,entrepreneur,0.9125,0.0297,0.1031,1.0000,asian,hispanic,0.0516
63,executive,0.9375,0.0722,0.1083,1.0000,asian,hispanic,0.0504
64,farmer,0.8667,0.1204,0.1381,1.0000,asian,black,0.0485
65,firefighter,0.9375,0.0759,0.0933,1.0000,asian,hispanic,0.0365
66,fireman,0.8036,0.2257,0.1925,1.0000,asian,black,0.0393
67,football player,0.8036,0.1796,0.1615,1.0000,asian,hispanic,0.0585
68,foster parent,0.8500,-0.0513,0.0671,1.0000,asian,hispanic,0.0307
69,gambler,0.9792,0.0481,0.0651,1.0000,asian,hispanic,0.0708
70,grocer,0.9062,0.1412,0.1546,1.0000,asian,black,0.0837
71,guard,0.9583,0.0587,0.0906,1.0000,asian,hispanic,0.0208
72,guitarist,0.8864,0.1595,0.1436,1.0000,asian,black,0.0386
73,hairdresser,0.9167,-0.0183,0.0623,1.0000,asian,hispanic,0.0261
74,handball player,0.9286,0.1192,0.0878,1.0000,asian,hispanic,0.0491
75,handyman,0.8500,0.1578,0.1859,1.0000,asian,hispanic,0.0499
76,historian,0.8750,0.1143,0.1629,1.0000,asian,black,0.0237
77,hostess,0.7857,-0.0513,0.1124,1.0000,asian,hispanic,0.0222
78,housekeeper,0.9423,0.0010,0.0533,1.0000,asian,hispanic,0.0213
79,illustrator,0.8889,0.1369,0.1253,1.0000,asian,hispanic,0.0327
80,inspector,0.9107,0.1335,0.1803,1.0000,asian,hispanic,0.0309
81,janitor,0.9318,0.0475,0.1080,1.0000,asian,hispanic,0.0344
82,journalist,0.8846,0.0160,0.0731,1.0000,asian,black,0.0378
83,judge,0.9062,0.0656,0.1288,1.0000,asian,black,0.0521
84,laborer,0.9167,0.0411,0.0937,1.0000,asian,black,0.0325
85,landlord,0.9265,0.0809,0.1585,1.0000,asian,black,0.0478
86,lawn mower,0.8250,0.1034,0.1218,1.0000,asian,hispanic,0.1164
87,lawyer,0.9286,0.0631,0.1177,1.0000,asian,hispanic,0.0344
88,librarian,0.9464,0.0411,0.0556,1.0000,asian,hispanic,0.0423
89,lifeguard,0.8824,0.1226,0.1216,1.0000,asian,hispanic,0.0488
90,linguist,0.9688,0.0699,0.0820,1.0000,asian,black,0.0292
91,magician,0.9375,0.0757,0.1484,1.0000,asian,white,0.0499
92,manager,0.8472,0.1160,0.1517,1.0000,asian,hispanic,0.0303
