,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
66,fireman,0.3309,0.1913,0.3392,0.7500,hispanic,asian,0.2142,0.2767
42,construction worker,0.3676,0.0515,0.1643,0.8750,hispanic,asian,0.3254,0.2448
65,firefighter,0.4779,0.1129,0.1975,0.8750,hispanic,asian,0.2015,0.1995
72,guitarist,0.4412,0.0729,0.1285,0.8750,hispanic,white,0.2411,0.1848
129,sheriff,0.6250,0.1444,0.1679,0.8750,hispanic,white,0.1851,0.1765
41,composer,0.4412,0.0564,0.0928,0.8750,hispanic,white,0.2576,0.1752
115,postman,0.3309,0.0664,0.1620,0.8750,hispanic,white,0.1708,0.1664
102,painter,0.4779,0.0079,0.0946,0.8750,hispanic,black,0.2302,0.1624
109,pianist,0.4412,0.0204,0.0776,0.8750,hispanic,asian,0.2469,0.1623
103,pensioner,0.5515,-0.0107,0.0973,0.8750,hispanic,asian,0.2246,0.1609
101,opera singer,0.4044,-0.0467,0.0853,0.8750,hispanic,asian,0.2353,0.1603
136,swimmer,0.4779,-0.0586,0.0950,0.8750,hispanic,asian,0.2203,0.1576
112,poet,0.4412,0.0146,0.0734,0.8750,hispanic,white,0.2417,0.1576
9,army,0.3676,-0.0347,0.0899,0.7500,hispanic,asian,0.2235,0.1567
67,football player,0.4779,-0.0438,0.1413,1.0000,hispanic,black,0.1710,0.1561
40,commander,0.3309,0.1150,0.1451,0.8750,hispanic,asian,0.1594,0.1523
100,office worker,0.4044,-0.0245,0.1083,0.8750,hispanic,asian,0.1957,0.1520
6,airman,0.4412,-0.0212,0.1214,0.8750,black,asian,0.1816,0.1515
91,magician,0.4044,0.0984,0.1449,1.0000,hispanic,asian,0.1561,0.1505
53,doctor,0.3676,0.0446,0.1248,1.0000,hispanic,white,0.1752,0.1500
98,musician,0.5515,0.0444,0.0895,1.0000,hispanic,white,0.2078,0.1486
26,butcher,0.3309,0.0774,0.1323,1.0000,hispanic,black,0.1641,0.1482
24,builder,0.3676,0.0490,0.1082,0.8750,hispanic,black,0.1870,0.1476
32,chemist,0.4412,-0.0231,0.0872,0.8750,hispanic,asian,0.2077,0.1475
87,lawyer,0.5368,0.0943,0.1639,1.0000,hispanic,white,0.1282,0.1461
2,actor,0.7647,0.1101,0.1261,1.0000,hispanic,white,0.1648,0.1455
10,artist,0.5515,-0.0006,0.0884,0.8750,hispanic,white,0.2013,0.1449
86,lawn mower,0.2574,-0.0316,0.0862,0.8750,black,asian,0.2034,0.1448
5,agent,0.2941,-0.0065,0.1612,1.0000,hispanic,asian,0.1277,0.1445
130,singer,0.5147,0.0436,0.0854,0.8750,hispanic,white,0.2035,0.1445
28,carpenter,0.4044,0.0606,0.0962,0.8750,hispanic,white,0.1874,0.1418
75,handyman,0.2574,0.1438,0.1948,1.0000,hispanic,white,0.0872,0.1410
110,pilot,0.5147,0.0266,0.1070,1.0000,hispanic,asian,0.1745,0.1407
61,engineer,0.3676,0.0481,0.1066,1.0000,hispanic,white,0.1722,0.1394
35,civil,0.2574,-0.0324,0.0665,0.6250,hispanic,asian,0.2114,0.1389
64,farmer,0.5147,0.0551,0.0922,1.0000,hispanic,white,0.1844,0.1383
92,manager,0.5147,0.0681,0.1052,1.0000,hispanic,white,0.1693,0.1373
