,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
70,normal,0.2386,0.0547,0.1430,0.6250,hispanic,black,0.1789,0.1610
31,filthy,0.5312,-0.0022,0.0816,0.8750,hispanic,asian,0.2323,0.1569
13,clean,0.2812,-0.0051,0.1594,1.0000,white,asian,0.1522,0.1558
29,fat,0.3333,-0.0497,0.0971,0.8750,hispanic,asian,0.2000,0.1486
30,feminine,0.0417,-0.2129,0.1480,1.0000,hispanic,asian,0.1367,0.1424
94,strong,0.3250,-0.0806,0.0691,0.8750,hispanic,black,0.1935,0.1313
32,fine,0.2885,-0.0919,0.0859,0.8750,hispanic,asian,0.1733,0.1296
46,healthy,0.2794,-0.0626,0.1283,1.0000,hispanic,asian,0.1271,0.1277
65,muscular,0.2794,-0.0285,0.0819,1.0000,hispanic,asian,0.1661,0.1240
58,late,0.2625,-0.0784,0.0993,0.8750,hispanic,asian,0.1456,0.1224
15,colorful,0.1765,-0.0592,0.0855,1.0000,white,black,0.1539,0.1197
79,respected,0.2639,-0.0193,0.0800,0.8750,hispanic,black,0.1542,0.1171
81,rich,0.4722,-0.0271,0.0839,1.0000,hispanic,black,0.1500,0.1169
75,proud,0.4028,0.0276,0.0808,1.0000,hispanic,black,0.1491,0.1150
88,slim,0.5652,-0.1125,0.1442,1.0000,white,asian,0.0741,0.1091
64,masculine,0.1500,-0.0202,0.0980,1.0000,hispanic,asian,0.1191,0.1085
40,good,0.4286,-0.0203,0.0924,1.0000,hispanic,asian,0.1237,0.1081
51,immature,0.3158,0.0586,0.1009,1.0000,hispanic,asian,0.1135,0.1072
78,ready,0.2656,-0.0613,0.0817,0.8750,hispanic,asian,0.1242,0.1029
107,uncare,0.3269,0.0360,0.0917,1.0000,hispanic,asian,0.1126,0.1021
16,comfortable,0.2188,-0.0729,0.0851,1.0000,hispanic,asian,0.1174,0.1013
34,flamboyant,0.3261,0.0216,0.0624,1.0000,hispanic,black,0.1382,0.1003
82,right,0.0750,-0.0211,0.0578,0.8750,hispanic,asian,0.1393,0.0985
