,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
15,colorful,0.9118,0.0580,0.0703,0.8750,asian,black,0.3323,0.2013
64,masculine,0.9338,0.0752,0.0776,1.0000,asian,white,0.1679,0.1227
30,feminine,0.9118,-0.0664,0.0747,1.0000,asian,black,0.0756,0.0751
54,impoverish,0.8676,0.0852,0.0988,1.0000,asian,black,0.0498,0.0743
53,impossible,0.8456,0.0640,0.1002,1.0000,asian,white,0.0482,0.0742
52,important,0.9118,0.0552,0.1356,1.0000,asian,white,0.0094,0.0725
92,social,0.9118,0.0256,0.0665,1.0000,asian,black,0.0706,0.0685
11,careless,0.8897,0.1049,0.1042,1.0000,asian,hispanic,0.0327,0.0685
29,fat,0.9338,0.0487,0.0605,1.0000,asian,white,0.0762,0.0683
57,irresponsible,0.9338,0.0911,0.1014,1.0000,asian,white,0.0265,0.0639
107,uncare,0.9338,0.0506,0.0624,1.0000,asian,black,0.0628,0.0626
41,greedy,0.9118,0.0721,0.0964,1.0000,asian,white,0.0273,0.0619
21,dangerous,0.9338,0.0913,0.1103,1.0000,asian,white,0.0134,0.0619
36,free,0.9118,0.0594,0.0676,1.0000,asian,black,0.0554,0.0615
111,violent,0.9338,0.0718,0.0889,1.0000,asian,white,0.0330,0.0610
97,successful,0.9338,0.0543,0.0907,1.0000,asian,black,0.0266,0.0586
73,poor,0.9118,0.0868,0.0830,1.0000,asian,black,0.0328,0.0579
12,cautious,0.9118,0.0810,0.0977,1.0000,asian,hispanic,0.0157,0.0567
60,loud,0.8897,0.0710,0.0937,1.0000,asian,black,0.0180,0.0558
63,manly,0.9338,0.0918,0.0791,1.0000,asian,black,0.0315,0.0553
80,retarded,0.9559,0.0528,0.0586,1.0000,asian,black,0.0520,0.0553
18,confrontational,0.9118,0.0554,0.0815,1.0000,asian,white,0.0273,0.0544
83,rowdy,0.8897,0.0693,0.0870,1.0000,asian,black,0.0217,0.0543
81,rich,0.9338,0.0782,0.0864,1.0000,asian,black,0.0221,0.0542
48,hopeless,0.9118,0.0536,0.0639,1.0000,asian,white,0.0441,0.0540
