,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
34,flamboyant,0.7381,0.0457,0.0921,0.8750,hispanic,white,0.3035,0.1978
83,rowdy,0.6806,-0.0192,0.0861,0.8750,hispanic,black,0.2486,0.1673
30,feminine,0.3370,-0.1462,0.1187,0.8750,hispanic,black,0.1839,0.1513
64,masculine,0.4423,-0.0860,0.1121,1.0000,asian,black,0.1887,0.1504
58,late,0.7692,-0.0136,0.1023,0.8750,hispanic,white,0.1846,0.1435
70,normal,0.5833,-0.0226,0.0838,0.8750,hispanic,black,0.2006,0.1422
88,slim,0.5417,-0.0255,0.0709,1.0000,asian,black,0.2115,0.1412
29,fat,0.6667,-0.1107,0.0953,1.0000,hispanic,black,0.1728,0.1341
66,naggy,0.6250,-0.0041,0.0936,1.0000,asian,black,0.1659,0.1298
8,callous,0.9167,0.0159,0.0610,1.0000,hispanic,white,0.1925,0.1267
7,burly,0.8553,0.0029,0.0694,1.0000,hispanic,black,0.1811,0.1253
95,studious,0.8088,0.0036,0.0900,1.0000,hispanic,black,0.1517,0.1209
110,uptight,0.8000,-0.0403,0.0990,1.0000,hispanic,black,0.1327,0.1158
82,right,0.5000,-0.0574,0.0762,1.0000,hispanic,white,0.1402,0.1082
108,uneducated,0.8824,0.0237,0.0680,1.0000,hispanic,black,0.1429,0.1054
54,impoverish,0.7632,0.0262,0.0759,1.0000,asian,black,0.1290,0.1025
115,welcome,0.7763,-0.0003,0.0875,1.0000,hispanic,white,0.1134,0.1005
71,odd,0.9615,0.0137,0.0569,1.0000,hispanic,white,0.1436,0.1002
36,free,0.6250,-0.0623,0.1000,1.0000,hispanic,white,0.0881,0.0940
69,nice,0.9853,-0.0007,0.0542,1.0000,hispanic,black,0.1335,0.0939
31,filthy,0.8636,-0.0362,0.0923,1.0000,hispanic,white,0.0955,0.0939
114,weird,0.9265,0.0230,0.0683,1.0000,hispanic,white,0.1192,0.0937
65,muscular,0.9583,-0.0363,0.0710,1.0000,hispanic,black,0.1135,0.0923
63,manly,0.9615,0.0203,0.0608,1.0000,hispanic,black,0.1236,0.0922
78,ready,0.5435,-0.0196,0.0848,1.0000,hispanic,black,0.0989,0.0918
51,immature,0.8333,0.0495,0.0739,1.0000,hispanic,white,0.1082,0.0911
32,fine,0.9625,-0.0665,0.0681,1.0000,hispanic,black,0.1100,0.0890
90,smelly,0.7812,-0.0479,0.0866,1.0000,hispanic,black,0.0914,0.0890
42,gross,0.8382,-0.0300,0.0842,1.0000,hispanic,white,0.0927,0.0885
107,uncare,0.6389,-0.0133,0.0855,1.0000,hispanic,black,0.0885,0.0870
39,gifted,0.8000,0.0573,0.0660,1.0000,asian,white,0.1072,0.0866
92,social,0.9375,0.0158,0.0711,1.0000,hispanic,white,0.1015,0.0863
80,retarded,0.9688,-0.0102,0.0730,1.0000,hispanic,black,0.0950,0.0840
67,naive,0.9333,-0.0314,0.0704,1.0000,hispanic,white,0.0975,0.0840
43,handsome,0.9861,0.0235,0.0751,1.0000,hispanic,white,0.0862,0.0806
33,fit,0.7778,-0.0010,0.0982,1.0000,hispanic,black,0.0604,0.0793
102,thin,0.7500,-0.0387,0.0860,1.0000,asian,black,0.0723,0.0792
87,skinny,0.8571,-0.0300,0.0975,1.0000,asian,black,0.0562,0.0768
24,dirty,0.8333,0.0086,0.1027,1.0000,hispanic,black,0.0451,0.0739
13,clean,0.5147,-0.0394,0.1103,1.0000,hispanic,black,0.0367,0.0735
61,luxurious,0.8750,0.0018,0.0584,1.0000,hispanic,black,0.0885,0.0735
19,crafty,0.8333,-0.0004,0.0603,1.0000,hispanic,black,0.0865,0.0734
46,healthy,0.4706,-0.0573,0.0936,1.0000,hispanic,black,0.0453,0.0695
15,colorful,0.9583,-0.0463,0.0786,1.0000,hispanic,black,0.0599,0.0692
17,complex,0.9167,0.0163,0.0643,1.0000,hispanic,black,0.0736,0.0689
