,attribute,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
87,skinny,0.5000,-0.0751,0.1841,0.8472,asian,white,0.2240,0.2040
65,muscular,0.3158,-0.1051,0.1773,0.8676,asian,white,0.2272,0.2023
15,colorful,0.4773,-0.0612,0.1961,0.9191,asian,white,0.2042,0.2001
92,social,0.5781,-0.1194,0.1756,0.8235,asian,white,0.2135,0.1945
70,normal,0.4118,-0.0525,0.1746,0.8611,asian,white,0.2139,0.1943
47,homeless,0.5375,-0.0148,0.1776,0.8676,asian,white,0.2087,0.1931
103,timid,0.1875,-0.0605,0.1647,0.9219,asian,white,0.2191,0.1919
29,fat,0.3182,-0.0931,0.1641,0.7794,asian,white,0.2155,0.1898
27,emotional,0.4079,-0.0552,0.1535,0.8889,asian,white,0.2206,0.1871
88,slim,0.2870,-0.0387,0.1526,0.8750,asian,white,0.2209,0.1868
17,complex,0.3167,0.0362,0.1593,0.8889,asian,black,0.2117,0.1855
54,impoverish,0.3068,0.0293,0.1657,0.9167,asian,white,0.2019,0.1838
19,crafty,0.4667,-0.0407,0.1845,0.9514,asian,white,0.1755,0.1800
55,industrious,0.5278,-0.0160,0.1387,0.9118,asian,white,0.2183,0.1785
102,thin,0.1538,-0.0481,0.1439,0.8889,asian,white,0.2117,0.1778
97,successful,0.3056,-0.1135,0.1265,0.8047,asian,white,0.2288,0.1777
64,masculine,0.5000,-0.0485,0.1601,0.8971,asian,white,0.1949,0.1775
42,gross,0.3056,0.0597,0.1655,0.9118,asian,white,0.1877,0.1766
56,intelligent,0.3676,-0.1565,0.1534,0.8917,asian,black,0.1978,0.1756
61,luxurious,0.4844,0.0334,0.1591,0.9236,asian,white,0.1898,0.1744
43,handsome,0.5833,-0.0879,0.1584,0.8958,asian,white,0.1899,0.1741
79,respected,0.4250,-0.1510,0.1675,0.9062,asian,black,0.1804,0.1739
80,retarded,0.4412,-0.0535,0.1306,0.8309,asian,white,0.2164,0.1735
106,ugly,0.5526,0.0172,0.1501,0.9375,asian,white,0.1953,0.1727
7,burly,0.6250,-0.0310,0.1520,0.9514,asian,white,0.1926,0.1723
60,loud,0.4079,-0.0310,0.1656,0.9583,asian,white,0.1781,0.1719
30,feminine,0.4605,-0.1018,0.1574,0.9236,asian,white,0.1858,0.1716
12,cautious,0.3289,-0.1418,0.1885,0.9583,asian,white,0.1543,0.1714
51,immature,0.4500,-0.0572,0.1297,0.9000,asian,white,0.2125,0.1711
