,occupation,gender-acc,gender-dir,gender-std,race-acc,race-max,race-min,race-std,GRiN-std
13,athlete,0.3750,-0.1927,0.2064,0.6964,asian,black,0.2455,0.2259
106,photographer,0.5000,-0.2331,0.2206,0.8333,asian,white,0.2111,0.2159
4,aeronautical engineer,0.4583,0.0352,0.1864,0.8625,asian,white,0.2452,0.2158
10,artist,0.3393,-0.2144,0.1910,0.6161,asian,white,0.2391,0.2151
59,employee,0.4583,-0.1566,0.2014,0.6442,asian,black,0.2219,0.2117
25,businessperson,0.5147,-0.0753,0.1851,0.8203,asian,white,0.2313,0.2082
102,painter,0.4219,-0.1753,0.1748,0.7109,asian,white,0.2408,0.2078
67,football player,0.5417,-0.1188,0.1721,0.7656,asian,white,0.2394,0.2058
130,singer,0.4423,-0.0664,0.1703,0.7604,asian,white,0.2397,0.2050
139,tennis player,0.5938,-0.0430,0.1411,0.7841,asian,white,0.2688,0.2050
109,pianist,0.4531,-0.1504,0.1597,0.8229,asian,white,0.2486,0.2041
140,theologian,0.5833,-0.1032,0.1872,0.8281,asian,white,0.2210,0.2041
80,inspector,0.5312,-0.1715,0.2026,0.7946,asian,black,0.2038,0.2032
57,editor,0.5250,-0.1375,0.1947,0.7639,asian,white,0.2087,0.2017
119,psychologist,0.4688,-0.0614,0.2048,0.8482,asian,white,0.1981,0.2014
42,construction worker,0.4167,-0.0396,0.1847,0.8229,hispanic,white,0.2152,0.1999
69,gambler,0.6042,-0.1393,0.1730,0.8603,asian,white,0.2262,0.1996
8,architect,0.4667,-0.0904,0.1505,0.7583,asian,white,0.2450,0.1978
30,CEO,0.5156,-0.1110,0.1515,0.6562,asian,black,0.2433,0.1974
100,office worker,0.5833,0.0163,0.1925,0.9062,asian,white,0.2018,0.1972
77,hostess,0.4750,-0.1846,0.2069,0.9412,asian,white,0.1859,0.1964
56,economist,0.5250,-0.1310,0.1605,0.7750,asian,white,0.2311,0.1958
49,designer,0.5357,-0.1219,0.1649,0.8083,asian,white,0.2262,0.1955
63,executive,0.5156,-0.0292,0.1668,0.7411,asian,black,0.2236,0.1952
22,boxer,0.5147,-0.0861,0.1567,0.7206,asian,white,0.2326,0.1946
98,musician,0.5227,-0.1697,0.1580,0.8304,asian,white,0.2311,0.1946
20,barber,0.6500,0.0335,0.1331,0.6607,asian,black,0.2559,0.1945
125,scientist,0.4500,-0.0389,0.1534,0.8250,asian,white,0.2342,0.1938
33,chess player,0.6000,-0.1210,0.1814,0.8984,asian,white,0.2061,0.1938
99,nurse,0.6250,-0.0279,0.1969,0.9062,asian,black,0.1906,0.1938
105,pharmacist,0.5357,-0.1078,0.1656,0.8438,asian,white,0.2216,0.1936
90,linguist,0.6406,-0.0568,0.1647,0.8125,asian,white,0.2216,0.1932
108,physicist,0.4167,-0.0890,0.1616,0.7679,asian,black,0.2238,0.1927
65,firefighter,0.6250,-0.0652,0.1436,0.7000,asian,white,0.2375,0.1906
21,bartender,0.6136,-0.0440,0.1549,0.8229,asian,black,0.2258,0.1904
2,actor,0.4219,-0.1298,0.1587,0.7333,asian,white,0.2215,0.1901
92,manager,0.5500,-0.1170,0.1724,0.7656,asian,black,0.2074,0.1899
64,farmer,0.4808,-0.0162,0.1504,0.7188,asian,white,0.2285,0.1894
136,swimmer,0.5441,-0.0353,0.1530,0.8750,asian,white,0.2236,0.1883
93,mathematician,0.5395,-0.0961,0.1467,0.7422,asian,black,0.2297,0.1882
55,driver,0.4583,-0.0160,0.1451,0.7353,asian,white,0.2310,0.1881
78,housekeeper,0.5192,-0.0751,0.1742,0.8958,asian,black,0.2015,0.1878
116,producer,0.3462,-0.0772,0.1650,0.8462,asian,black,0.2099,0.1875
82,journalist,0.5000,0.0106,0.1704,0.8162,asian,white,0.2031,0.1867
96,model,0.4583,-0.0986,0.1563,0.6818,asian,white,0.2169,0.1866
0,academic,0.7031,-0.1261,0.1624,0.6875,asian,white,0.2107,0.1865
134,supervisor,0.4868,-0.1135,0.1573,0.7679,asian,black,0.2152,0.1863
94,mechanic,0.4853,-0.1023,0.1440,0.7417,asian,black,0.2284,0.1862
73,hairdresser,0.7333,-0.0778,0.1740,0.9327,asian,white,0.1966,0.1853
131,sociologist,0.5147,-0.0886,0.1322,0.7578,asian,white,0.2377,0.1849
133,soldier,0.5357,-0.0258,0.1415,0.8359,asian,white,0.2275,0.1845
32,chemist,0.6667,-0.1520,0.1618,0.8409,asian,white,0.2071,0.1844
1,accountant,0.6875,-0.1568,0.1739,0.8333,asian,black,0.1947,0.1843
70,grocer,0.7500,-0.1454,0.1753,0.9000,asian,white,0.1931,0.1842
39,comedian,0.3500,-0.1484,0.1501,0.8203,asian,white,0.2183,0.1842
41,composer,0.4722,-0.1533,0.1467,0.7019,asian,white,0.2217,0.1842
124,salesperson,0.5147,-0.1878,0.1616,0.8304,asian,white,0.2067,0.1841
115,postman,0.5625,-0.1243,0.1484,0.7396,asian,white,0.2198,0.1841
50,detective,0.6250,-0.1330,0.1562,0.8646,asian,black,0.2111,0.1837
113,police officer,0.5469,-0.0281,0.1546,0.8906,asian,white,0.2120,0.1833
81,janitor,0.6346,-0.0756,0.1387,0.7361,asian,white,0.2272,0.1830
3,administrator,0.4107,-0.1264,0.1414,0.7417,asian,white,0.2216,0.1815
101,opera singer,0.3393,-0.0626,0.1754,0.9062,asian,black,0.1863,0.1809
66,fireman,0.5962,-0.1363,0.1457,0.7750,asian,white,0.2153,0.1805
45,dancer,0.5469,-0.1200,0.1433,0.8281,asian,white,0.2175,0.1804
43,cook,0.5625,-0.0970,0.1488,0.7768,asian,white,0.2120,0.1804
24,builder,0.5208,-0.1320,0.1411,0.7578,asian,black,0.2193,0.1802
127,security guard,0.5250,-0.1425,0.1737,0.9018,asian,white,0.1862,0.1799
17,author,0.3816,-0.0236,0.1219,0.8077,asian,white,0.2378,0.1799
12,astronomer,0.3889,-0.0546,0.1423,0.7054,asian,white,0.2171,0.1797
37,clerk,0.5625,-0.1193,0.1799,0.8654,asian,white,0.1791,0.1795
19,banker,0.6818,-0.0972,0.1277,0.7292,asian,white,0.2310,0.1793
6,airman,0.6667,-0.0974,0.1447,0.7857,asian,white,0.2138,0.1793
71,guard,0.5000,-0.0611,0.1529,0.8047,asian,white,0.2041,0.1785
62,entrepreneur,0.5208,-0.1080,0.1379,0.6806,asian,white,0.2191,0.1785
86,lawn mower,0.5132,-0.0884,0.1865,0.9659,asian,white,0.1701,0.1783
35,civil,0.6750,-0.1143,0.1649,0.7750,asian,white,0.1907,0.1778
72,guitarist,0.3462,-0.0616,0.1185,0.7143,asian,white,0.2366,0.1776
122,receptionist,0.4737,-0.1025,0.1901,0.9643,asian,black,0.1650,0.1776
34,chief,0.5833,-0.0290,0.1455,0.7411,asian,white,0.2090,0.1773
38,coach,0.4265,-0.0992,0.1258,0.5875,asian,white,0.2284,0.1771
83,judge,0.6250,-0.0889,0.1340,0.8250,asian,black,0.2197,0.1769
123,researcher,0.4062,-0.0685,0.1344,0.8482,asian,white,0.2186,0.1765
9,army,0.5357,-0.0314,0.1496,0.8359,hispanic,white,0.2033,0.1764
29,cashier,0.5577,-0.0461,0.1515,0.9333,asian,white,0.2013,0.1764
52,director,0.3654,-0.0945,0.1462,0.6731,asian,white,0.2064,0.1763
11,assistant,0.4265,-0.1338,0.1550,0.8750,asian,black,0.1976,0.1763
48,dentist,0.5938,-0.1067,0.1507,0.8393,hispanic,white,0.2007,0.1757
84,laborer,0.5250,-0.1017,0.1428,0.8839,asian,white,0.2085,0.1756
44,counselor,0.4844,-0.1290,0.1735,0.9038,asian,white,0.1769,0.1752
23,broker,0.6875,-0.1730,0.1588,0.8917,asian,black,0.1904,0.1746
5,agent,0.5000,-0.1258,0.1502,0.8125,asian,white,0.1988,0.1745
85,landlord,0.5588,-0.0827,0.1433,0.8125,asian,white,0.2056,0.1745
120,radiologist,0.6029,-0.0648,0.1652,0.9338,asian,white,0.1835,0.1744
107,physician,0.6786,-0.1335,0.1625,0.8906,asian,white,0.1849,0.1737
114,politician,0.4773,-0.0276,0.1093,0.6667,hispanic,white,0.2378,0.1736
110,pilot,0.5263,-0.0977,0.1390,0.8077,asian,white,0.2080,0.1735
47,delivery,0.5312,0.0148,0.1236,0.6964,asian,white,0.2228,0.1732
97,mover,0.5962,-0.1503,0.1502,0.7019,asian,white,0.1958,0.1730
79,illustrator,0.4773,-0.1076,0.1334,0.7833,asian,white,0.2116,0.1725
135,surgeon,0.5658,-0.0678,0.1575,0.7404,asian,black,0.1872,0.1724
60,employment,0.4688,-0.0652,0.1392,0.5917,asian,black,0.2056,0.1724
112,poet,0.4500,-0.1212,0.1056,0.7857,asian,white,0.2388,0.1722
128,servant,0.4038,-0.1134,0.1479,0.7308,hispanic,black,0.1956,0.1718
129,sheriff,0.5588,-0.0574,0.1173,0.7375,asian,black,0.2240,0.1706
141,umpire,0.5500,-0.0721,0.1372,0.7500,asian,black,0.2037,0.1705
